"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","168316","6157"
"Any Chronic Condition","Male","130089","7084"
"Any Chronic Condition","Total","298723","13245"
"Any Chronic Condition","Unknown","318","4"
"Any Disability","Female","12187","1606"
"Any Disability","Male","9813","1469"
"Any Disability","Total","22021","3075"
"Any Disability","Unknown","21","0"
"Cardiovascular Disease","Female","30709","3110"
"Cardiovascular Disease","Male","28026","3788"
"Cardiovascular Disease","Total","58775","6901"
"Cardiovascular Disease","Unknown","40","3"
"Chronic Liver Disease","Female","1888","166"
"Chronic Liver Disease","Male","1633","257"
"Chronic Liver Disease","Total","3523","423"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","45424","1757"
"Chronic Lung Disease","Male","28962","1784"
"Chronic Lung Disease","Total","74473","3542"
"Chronic Lung Disease","Unknown","87","1"
"Chronic Renal Disease","Female","7039","1360"
"Chronic Renal Disease","Male","6800","1685"
"Chronic Renal Disease","Total","13847","3047"
"Chronic Renal Disease","Unknown","8","2"
"Currently Pregnant","Female","10187","22"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","10193","22"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","37692","2555"
"Diabetes Mellitus","Male","31851","3092"
"Diabetes Mellitus","Total","69611","5649"
"Diabetes Mellitus","Unknown","68","2"
"Hypertension/High blood pressure","Female","34561","1702"
"Hypertension/High blood pressure","Male","26787","1873"
"Hypertension/High blood pressure","Total","61425","3575"
"Hypertension/High blood pressure","Unknown","77","0"
"ICU","Female","6485","2719"
"ICU","Male","8181","3606"
"ICU","Total","14695","6328"
"ICU","Unknown","29","3"
"Immunocompromised Condition","Female","9383","550"
"Immunocompromised Condition","Male","5407","610"
"Immunocompromised Condition","Total","14800","1160"
"Immunocompromised Condition","Unknown","10","0"
"Missing/Unknown status on all conditions","Female","481959","1194"
"Missing/Unknown status on all conditions","Male","424880","1347"
"Missing/Unknown status on all conditions","Total","917776","2543"
"Missing/Unknown status on all conditions","Unknown","10937","2"
"None of the above conditions","Female","421082","10519"
"None of the above conditions","Male","328689","12114"
"None of the above conditions","Total","751218","22635"
"None of the above conditions","Unknown","1447","2"
"Obesity (BMI>40)","Female","12729","430"
"Obesity (BMI>40)","Male","6814","396"
"Obesity (BMI>40)","Total","19558","826"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","39265","2514"
"Other Chronic Diseases","Male","25503","2558"
"Other Chronic Diseases","Total","64824","5072"
"Other Chronic Diseases","Unknown","56","0"
"Smoker","Female","40001","982"
"Smoker","Male","46669","1832"
"Smoker","Total","86737","2814"
"Smoker","Unknown","67","0"
"Total with completed information","Female","437372","11318"
"Total with completed information","Male","340345","12988"
"Total with completed information","Total","779202","24311"
"Total with completed information","Unknown","1485","5"
