"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","147847","5649"
"Any Chronic Condition","Male","116666","6478"
"Any Chronic Condition","Total","264871","12130"
"Any Chronic Condition","Unknown","358","3"
"Any Disability","Female","10871","1484"
"Any Disability","Male","8590","1354"
"Any Disability","Total","19483","2838"
"Any Disability","Unknown","22","0"
"Cardiovascular Disease","Female","28712","2899"
"Cardiovascular Disease","Male","26265","3539"
"Cardiovascular Disease","Total","55028","6440"
"Cardiovascular Disease","Unknown","51","2"
"Chronic Liver Disease","Female","1671","150"
"Chronic Liver Disease","Male","1450","228"
"Chronic Liver Disease","Total","3123","378"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","39632","1594"
"Chronic Lung Disease","Male","25516","1623"
"Chronic Lung Disease","Total","65228","3217"
"Chronic Lung Disease","Unknown","80","0"
"Chronic Renal Disease","Female","6443","1245"
"Chronic Renal Disease","Male","6252","1570"
"Chronic Renal Disease","Total","12705","2816"
"Chronic Renal Disease","Unknown","10","1"
"Currently Pregnant","Female","7327","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7330","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","34209","2335"
"Diabetes Mellitus","Male","29225","2851"
"Diabetes Mellitus","Total","63502","5189"
"Diabetes Mellitus","Unknown","68","3"
"Hypertension/High blood pressure","Female","28296","1385"
"Hypertension/High blood pressure","Male","22159","1527"
"Hypertension/High blood pressure","Total","50547","2912"
"Hypertension/High blood pressure","Unknown","92","0"
"ICU","Female","5866","2434"
"ICU","Male","7446","3271"
"ICU","Total","13337","5708"
"ICU","Unknown","25","3"
"Immunocompromised Condition","Female","9676","576"
"Immunocompromised Condition","Male","5657","662"
"Immunocompromised Condition","Total","15344","1238"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","312905","1120"
"Missing/Unknown status on all conditions","Male","290687","1276"
"Missing/Unknown status on all conditions","Total","612417","2398"
"Missing/Unknown status on all conditions","Unknown","8825","2"
"None of the above conditions","Female","343985","9462"
"None of the above conditions","Male","275057","10868"
"None of the above conditions","Total","620382","20335"
"None of the above conditions","Unknown","1340","5"
"Obesity (BMI>40)","Female","10169","324"
"Obesity (BMI>40)","Male","5534","295"
"Obesity (BMI>40)","Total","15722","619"
"Obesity (BMI>40)","Unknown","19","0"
"Other Chronic Diseases","Female","37232","2338"
"Other Chronic Diseases","Male","24360","2378"
"Other Chronic Diseases","Total","61664","4716"
"Other Chronic Diseases","Unknown","72","0"
"Smoker","Female","34984","881"
"Smoker","Male","41632","1618"
"Smoker","Total","76700","2499"
"Smoker","Unknown","84","0"
"Total with completed information","Female","357432","10229"
"Total with completed information","Male","286071","11723"
"Total with completed information","Total","644893","21959"
"Total with completed information","Unknown","1390","7"
