"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","113749","4325"
"Any Chronic Condition","Male","90492","5001"
"Any Chronic Condition","Total","204793","9332"
"Any Chronic Condition","Unknown","552","6"
"Any Disability","Female","8173","1194"
"Any Disability","Male","6176","1090"
"Any Disability","Total","14386","2288"
"Any Disability","Unknown","37","4"
"Cardiovascular Disease","Female","25070","2429"
"Cardiovascular Disease","Male","22785","2923"
"Cardiovascular Disease","Total","47942","5354"
"Cardiovascular Disease","Unknown","87","2"
"Chronic Liver Disease","Female","1285","121"
"Chronic Liver Disease","Male","1126","174"
"Chronic Liver Disease","Total","2418","295"
"Chronic Liver Disease","Unknown","7","0"
"Chronic Lung Disease","Female","29924","1213"
"Chronic Lung Disease","Male","19032","1265"
"Chronic Lung Disease","Total","49081","2478"
"Chronic Lung Disease","Unknown","125","0"
"Chronic Renal Disease","Female","5178","985"
"Chronic Renal Disease","Male","5094","1235"
"Chronic Renal Disease","Total","10295","2221"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4806","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4816","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","27648","1772"
"Diabetes Mellitus","Male","23940","2216"
"Diabetes Mellitus","Total","51706","3990"
"Diabetes Mellitus","Unknown","118","2"
"Hypertension/High blood pressure","Female","15364","597"
"Hypertension/High blood pressure","Male","12075","681"
"Hypertension/High blood pressure","Total","27532","1280"
"Hypertension/High blood pressure","Unknown","93","2"
"ICU","Female","4338","1769"
"ICU","Male","5586","2397"
"ICU","Total","9941","4169"
"ICU","Unknown","17","3"
"Immunocompromised Condition","Female","10198","548"
"Immunocompromised Condition","Male","6007","641"
"Immunocompromised Condition","Total","16237","1190"
"Immunocompromised Condition","Unknown","32","1"
"Missing/Unknown status on all conditions","Female","203163","846"
"Missing/Unknown status on all conditions","Male","186012","1032"
"Missing/Unknown status on all conditions","Total","398274","1886"
"Missing/Unknown status on all conditions","Unknown","9099","8"
"None of the above conditions","Female","249740","6515"
"None of the above conditions","Male","202298","7391"
"None of the above conditions","Total","453701","13916"
"None of the above conditions","Unknown","1663","10"
"Obesity (BMI>40)","Female","5318","129"
"Obesity (BMI>40)","Male","2896","123"
"Obesity (BMI>40)","Total","8230","252"
"Obesity (BMI>40)","Unknown","16","0"
"Other Chronic Diseases","Female","33320","2006"
"Other Chronic Diseases","Male","22015","2067"
"Other Chronic Diseases","Total","55489","4075"
"Other Chronic Diseases","Unknown","154","2"
"Smoker","Female","25792","621"
"Smoker","Male","31894","1219"
"Smoker","Total","57800","1840"
"Smoker","Unknown","114","0"
"Total with completed information","Female","260060","7209"
"Total with completed information","Male","211394","8165"
"Total with completed information","Total","473186","15386"
"Total with completed information","Unknown","1732","12"
