"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","108473","4074"
"Any Chronic Condition","Male","86344","4758"
"Any Chronic Condition","Total","195518","8836"
"Any Chronic Condition","Unknown","701","4"
"Any Disability","Female","7707","1115"
"Any Disability","Male","5781","1032"
"Any Disability","Total","13539","2149"
"Any Disability","Unknown","51","2"
"Cardiovascular Disease","Female","24531","2312"
"Cardiovascular Disease","Male","22242","2803"
"Cardiovascular Disease","Total","46898","5116"
"Cardiovascular Disease","Unknown","125","1"
"Chronic Liver Disease","Female","1224","114"
"Chronic Liver Disease","Male","1075","164"
"Chronic Liver Disease","Total","2307","278"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","28524","1140"
"Chronic Lung Disease","Male","18174","1200"
"Chronic Lung Disease","Total","46855","2341"
"Chronic Lung Disease","Unknown","157","1"
"Chronic Renal Disease","Female","5013","934"
"Chronic Renal Disease","Male","4918","1168"
"Chronic Renal Disease","Total","9959","2103"
"Chronic Renal Disease","Unknown","28","1"
"Currently Pregnant","Female","4576","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4588","6"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","26612","1678"
"Diabetes Mellitus","Male","23074","2107"
"Diabetes Mellitus","Total","49833","3786"
"Diabetes Mellitus","Unknown","147","1"
"Hypertension/High blood pressure","Female","13186","472"
"Hypertension/High blood pressure","Male","10441","569"
"Hypertension/High blood pressure","Total","23723","1043"
"Hypertension/High blood pressure","Unknown","96","2"
"ICU","Female","4146","1682"
"ICU","Male","5373","2305"
"ICU","Total","9537","3990"
"ICU","Unknown","18","3"
"Immunocompromised Condition","Female","9735","516"
"Immunocompromised Condition","Male","5759","613"
"Immunocompromised Condition","Total","15528","1129"
"Immunocompromised Condition","Unknown","34","0"
"Missing/Unknown status on all conditions","Female","201387","834"
"Missing/Unknown status on all conditions","Male","184034","1028"
"Missing/Unknown status on all conditions","Total","395324","1869"
"Missing/Unknown status on all conditions","Unknown","9903","7"
"None of the above conditions","Female","237716","6081"
"None of the above conditions","Male","192196","6928"
"None of the above conditions","Total","431904","13013"
"None of the above conditions","Unknown","1992","4"
"Obesity (BMI>40)","Female","4450","102"
"Obesity (BMI>40)","Male","2468","100"
"Obesity (BMI>40)","Total","6938","202"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","32559","1938"
"Other Chronic Diseases","Male","21597","2017"
"Other Chronic Diseases","Total","54367","3957"
"Other Chronic Diseases","Unknown","211","2"
"Smoker","Female","24524","579"
"Smoker","Male","30360","1149"
"Smoker","Total","55047","1728"
"Smoker","Unknown","163","0"
"Total with completed information","Female","248026","6765"
"Total with completed information","Male","201307","7696"
"Total with completed information","Total","451421","14467"
"Total with completed information","Unknown","2088","6"
