"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","104955","3918"
"Any Chronic Condition","Male","83457","4587"
"Any Chronic Condition","Total","189111","8512"
"Any Chronic Condition","Unknown","699","7"
"Any Disability","Female","7401","1081"
"Any Disability","Male","5512","998"
"Any Disability","Total","12963","2080"
"Any Disability","Unknown","50","1"
"Cardiovascular Disease","Female","24145","2236"
"Cardiovascular Disease","Male","21831","2723"
"Cardiovascular Disease","Total","46105","4961"
"Cardiovascular Disease","Unknown","129","2"
"Chronic Liver Disease","Female","1188","110"
"Chronic Liver Disease","Male","1036","155"
"Chronic Liver Disease","Total","2233","265"
"Chronic Liver Disease","Unknown","9","0"
"Chronic Lung Disease","Female","27611","1103"
"Chronic Lung Disease","Male","17592","1153"
"Chronic Lung Disease","Total","45367","2259"
"Chronic Lung Disease","Unknown","164","3"
"Chronic Renal Disease","Female","4875","892"
"Chronic Renal Disease","Male","4766","1123"
"Chronic Renal Disease","Total","9673","2018"
"Chronic Renal Disease","Unknown","32","3"
"Currently Pregnant","Female","4423","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4434","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","25894","1614"
"Diabetes Mellitus","Male","22395","2038"
"Diabetes Mellitus","Total","48433","3655"
"Diabetes Mellitus","Unknown","144","3"
"Hypertension/High blood pressure","Female","11805","388"
"Hypertension/High blood pressure","Male","9295","505"
"Hypertension/High blood pressure","Total","21187","895"
"Hypertension/High blood pressure","Unknown","87","2"
"ICU","Female","4036","1640"
"ICU","Male","5227","2239"
"ICU","Total","9284","3884"
"ICU","Unknown","21","5"
"Immunocompromised Condition","Female","9394","486"
"Immunocompromised Condition","Male","5566","582"
"Immunocompromised Condition","Total","14996","1068"
"Immunocompromised Condition","Unknown","36","0"
"Missing/Unknown status on all conditions","Female","200716","842"
"Missing/Unknown status on all conditions","Male","182883","1013"
"Missing/Unknown status on all conditions","Total","393509","1865"
"Missing/Unknown status on all conditions","Unknown","9910","10"
"None of the above conditions","Female","229799","5768"
"None of the above conditions","Male","185429","6556"
"None of the above conditions","Total","417194","12344"
"None of the above conditions","Unknown","1966","20"
"Obesity (BMI>40)","Female","3882","84"
"Obesity (BMI>40)","Male","2155","94"
"Obesity (BMI>40)","Total","6053","178"
"Obesity (BMI>40)","Unknown","16","0"
"Other Chronic Diseases","Female","31991","1895"
"Other Chronic Diseases","Male","21239","1976"
"Other Chronic Diseases","Total","53448","3871"
"Other Chronic Diseases","Unknown","218","0"
"Smoker","Female","23669","556"
"Smoker","Male","29367","1110"
"Smoker","Total","53196","1666"
"Smoker","Unknown","160","0"
"Total with completed information","Female","240065","6437"
"Total with completed information","Male","194470","7322"
"Total with completed information","Total","436605","13782"
"Total with completed information","Unknown","2070","23"
