"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","102950","3814"
"Any Chronic Condition","Male","81795","4430"
"Any Chronic Condition","Total","185438","8250"
"Any Chronic Condition","Unknown","693","6"
"Any Disability","Female","7229","1049"
"Any Disability","Male","5355","961"
"Any Disability","Total","12635","2010"
"Any Disability","Unknown","51","0"
"Cardiovascular Disease","Female","23925","2197"
"Cardiovascular Disease","Male","21602","2648"
"Cardiovascular Disease","Total","45658","4848"
"Cardiovascular Disease","Unknown","131","3"
"Chronic Liver Disease","Female","1157","107"
"Chronic Liver Disease","Male","1009","148"
"Chronic Liver Disease","Total","2175","255"
"Chronic Liver Disease","Unknown","9","0"
"Chronic Lung Disease","Female","27104","1083"
"Chronic Lung Disease","Male","17241","1114"
"Chronic Lung Disease","Total","44510","2199"
"Chronic Lung Disease","Unknown","165","2"
"Chronic Renal Disease","Female","4794","866"
"Chronic Renal Disease","Male","4694","1093"
"Chronic Renal Disease","Total","9520","1962"
"Chronic Renal Disease","Unknown","32","3"
"Currently Pregnant","Female","4339","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4350","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","25473","1571"
"Diabetes Mellitus","Male","22011","1978"
"Diabetes Mellitus","Total","47627","3552"
"Diabetes Mellitus","Unknown","143","3"
"Hypertension/High blood pressure","Female","11031","341"
"Hypertension/High blood pressure","Male","8637","430"
"Hypertension/High blood pressure","Total","19755","772"
"Hypertension/High blood pressure","Unknown","87","1"
"ICU","Female","3959","1604"
"ICU","Male","5152","2178"
"ICU","Total","9132","3786"
"ICU","Unknown","21","4"
"Immunocompromised Condition","Female","9237","470"
"Immunocompromised Condition","Male","5455","552"
"Immunocompromised Condition","Total","14730","1022"
"Immunocompromised Condition","Unknown","38","0"
"Missing/Unknown status on all conditions","Female","199945","836"
"Missing/Unknown status on all conditions","Male","181902","1009"
"Missing/Unknown status on all conditions","Total","391510","1856"
"Missing/Unknown status on all conditions","Unknown","9663","11"
"None of the above conditions","Female","225385","5567"
"None of the above conditions","Male","181601","6281"
"None of the above conditions","Total","408925","11865"
"None of the above conditions","Unknown","1939","17"
"Obesity (BMI>40)","Female","3598","74"
"Obesity (BMI>40)","Male","2006","79"
"Obesity (BMI>40)","Total","5621","153"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","31634","1862"
"Other Chronic Diseases","Male","20992","1914"
"Other Chronic Diseases","Total","52841","3777"
"Other Chronic Diseases","Unknown","215","1"
"Smoker","Female","23157","539"
"Smoker","Male","28769","1067"
"Smoker","Total","52084","1606"
"Smoker","Unknown","158","0"
"Total with completed information","Female","235572","6228"
"Total with completed information","Male","190605","7045"
"Total with completed information","Total","428220","13292"
"Total with completed information","Unknown","2043","19"
