"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","139804","5162"
"Any Chronic Condition","Male","110478","5914"
"Any Chronic Condition","Total","250644","11081"
"Any Chronic Condition","Unknown","362","5"
"Any Disability","Female","10262","1417"
"Any Disability","Male","7937","1272"
"Any Disability","Total","18223","2690"
"Any Disability","Unknown","24","1"
"Cardiovascular Disease","Female","27902","2743"
"Cardiovascular Disease","Male","25466","3334"
"Cardiovascular Disease","Total","53420","6078"
"Cardiovascular Disease","Unknown","52","1"
"Chronic Liver Disease","Female","1563","140"
"Chronic Liver Disease","Male","1365","214"
"Chronic Liver Disease","Total","2932","355"
"Chronic Liver Disease","Unknown","4","1"
"Chronic Lung Disease","Female","37175","1441"
"Chronic Lung Disease","Male","23845","1488"
"Chronic Lung Disease","Total","61093","2929"
"Chronic Lung Disease","Unknown","73","0"
"Chronic Renal Disease","Female","6187","1163"
"Chronic Renal Disease","Male","6005","1466"
"Chronic Renal Disease","Total","12202","2629"
"Chronic Renal Disease","Unknown","10","0"
"Currently Pregnant","Female","6682","9"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6685","9"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","32696","2131"
"Diabetes Mellitus","Male","28028","2609"
"Diabetes Mellitus","Total","60802","4743"
"Diabetes Mellitus","Unknown","78","3"
"Hypertension/High blood pressure","Female","25451","1121"
"Hypertension/High blood pressure","Male","20016","1214"
"Hypertension/High blood pressure","Total","45563","2338"
"Hypertension/High blood pressure","Unknown","96","3"
"ICU","Female","5457","2167"
"ICU","Male","6935","2885"
"ICU","Total","12416","5057"
"ICU","Unknown","24","5"
"Immunocompromised Condition","Female","9951","580"
"Immunocompromised Condition","Male","5815","668"
"Immunocompromised Condition","Total","15781","1248"
"Immunocompromised Condition","Unknown","15","0"
"Missing/Unknown status on all conditions","Female","294422","1002"
"Missing/Unknown status on all conditions","Male","270722","1165"
"Missing/Unknown status on all conditions","Total","573417","2169"
"Missing/Unknown status on all conditions","Unknown","8273","2"
"None of the above conditions","Female","316811","8021"
"None of the above conditions","Male","254251","9081"
"None of the above conditions","Total","572273","17108"
"None of the above conditions","Unknown","1211","6"
"Obesity (BMI>40)","Female","9019","261"
"Obesity (BMI>40)","Male","4907","225"
"Obesity (BMI>40)","Total","13948","487"
"Obesity (BMI>40)","Unknown","22","1"
"Other Chronic Diseases","Female","36508","2234"
"Other Chronic Diseases","Male","23921","2282"
"Other Chronic Diseases","Total","60508","4517"
"Other Chronic Diseases","Unknown","79","1"
"Smoker","Female","32706","792"
"Smoker","Male","39298","1491"
"Smoker","Total","72082","2283"
"Smoker","Unknown","78","0"
"Total with completed information","Female","329730","8738"
"Total with completed information","Male","265024","9891"
"Total with completed information","Total","596020","18637"
"Total with completed information","Unknown","1266","8"
