"","X","ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1",1,"China","Anhui Province","Anqing",4,0,0,0,0,"2020-25JAN"
"2",2,"China","Anhui Province","Bengbu",1,0,0,0,0,"2020-25JAN"
"3",3,"China","Anhui Province","Bozhou",4,0,0,0,0,"2020-25JAN"
"4",4,"China","Anhui Province","Chizhou",1,0,0,0,0,"2020-25JAN"
"5",5,"China","Anhui Province","Chuzhou",2,0,0,0,0,"2020-25JAN"
"6",6,"China","Anhui Province","Fuyang",7,0,0,0,0,"2020-25JAN"
"7",7,"China","Anhui Province","Hefei",10,0,0,0,0,"2020-25JAN"
"8",8,"China","Anhui Province","Huaibei",0,0,0,0,0,"2020-25JAN"
"9",9,"China","Anhui Province","Huainan",0,0,0,0,0,"2020-25JAN"
"10",11,"China","Anhui Province","Huangshan",0,0,0,0,0,"2020-25JAN"
"11",12,"China","Anhui Province","Lu'an",2,0,0,0,0,"2020-25JAN"
"12",13,"China","Anhui Province","Ma'anshan",4,0,0,0,0,"2020-25JAN"
"13",14,"China","Anhui Province","Suzhou",0,0,0,0,0,"2020-25JAN"
"14",15,"China","Anhui Province","Tongling",3,0,0,0,0,"2020-25JAN"
"15",16,"China","Anhui Province","Wuhu",1,0,0,0,0,"2020-25JAN"
"16",17,"China","Anhui Province","Xuancheng",0,0,0,0,0,"2020-25JAN"
"17",18,"China","Beijing Municipality","Area to be Identified",0,0,0,0,0,"2020-25JAN"
"18",19,"China","Beijing Municipality","Beijing Municipality",31,0,0,0,0,"2020-25JAN"
"19",40,"China","Chongqing Municipality","Chongqing Municipality",57,0,0,0,0,"2020-25JAN"
"20",80,"China","Fujian Province","Fuzhou",6,0,0,0,0,"2020-25JAN"
"21",81,"China","Fujian Province","Longyan",0,0,0,0,0,"2020-25JAN"
"22",82,"China","Fujian Province","Nanping",0,0,0,0,0,"2020-25JAN"
"23",83,"China","Fujian Province","Ningde",2,0,0,0,0,"2020-25JAN"
"24",84,"China","Fujian Province","Putian",0,0,0,0,0,"2020-25JAN"
"25",85,"China","Fujian Province","Quanzhou",3,0,0,0,0,"2020-25JAN"
"26",86,"China","Fujian Province","Sanming",1,0,0,0,0,"2020-25JAN"
"27",87,"China","Fujian Province","Xiamen",3,0,0,0,0,"2020-25JAN"
"28",88,"China","Fujian Province","Zhangzhou",3,0,0,0,0,"2020-25JAN"
"29",89,"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-25JAN"
"30",90,"China","Gansu province","Baiyin",1,0,0,0,0,"2020-25JAN"
"31",91,"China","Gansu province","Dingxi",0,0,0,0,0,"2020-25JAN"
"32",92,"China","Gansu province","Gannan Tibetan Autonomous Prefecture",0,0,0,0,0,"2020-25JAN"
"33",93,"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-25JAN"
"34",94,"China","Gansu province","Jinchang",0,0,0,0,0,"2020-25JAN"
"35",95,"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-25JAN"
"36",96,"China","Gansu province","Lanzhou",2,0,0,0,0,"2020-25JAN"
"37",97,"China","Gansu province","Linxia Hui Autonomous Prefecture",1,0,0,0,0,"2020-25JAN"
"38",98,"China","Gansu province","Longnan",0,0,0,0,0,"2020-25JAN"
"39",99,"China","Gansu province","Pingliang",0,0,0,0,0,"2020-25JAN"
"40",100,"China","Gansu province","Qingyang",0,0,0,0,0,"2020-25JAN"
"41",101,"China","Gansu province","Tianshui",0,0,0,0,0,"2020-25JAN"
"42",102,"China","Gansu province","Wuwei",0,0,0,0,0,"2020-25JAN"
"43",103,"China","Gansu province","Zhangye",0,0,0,0,0,"2020-25JAN"
"44",104,"China","Guangdong Province","Area to be identified",0,0,0,0,0,"2020-25JAN"
"45",105,"China","Guangdong Province","Chaozhou",0,0,0,0,0,"2020-25JAN"
"46",106,"China","Guangdong Province","Dongguan",1,0,0,0,0,"2020-25JAN"
"47",107,"China","Guangdong Province","Foshan",9,0,0,0,0,"2020-25JAN"
"48",108,"China","Guangdong Province","Guangzhou",14,0,0,0,0,"2020-25JAN"
"49",109,"China","Guangdong Province","Heyuan",0,0,0,0,0,"2020-25JAN"
"50",110,"China","Guangdong Province","Huizhou",7,0,0,0,0,"2020-25JAN"
"51",111,"China","Guangdong Province","Jiangmen",0,0,0,0,0,"2020-25JAN"
"52",112,"China","Guangdong Province","Jieyang",0,0,0,0,0,"2020-25JAN"
"53",113,"China","Guangdong Province","Maoming",0,0,0,0,0,"2020-25JAN"
"54",114,"China","Guangdong Province","Meizhou",0,0,0,0,0,"2020-25JAN"
"55",115,"China","Guangdong Province","Qingyuan",2,0,0,0,0,"2020-25JAN"
"56",116,"China","Guangdong Province","Shantou",2,0,0,0,0,"2020-25JAN"
"57",118,"China","Guangdong Province","Shanwei",0,0,0,0,0,"2020-25JAN"
"58",119,"China","Guangdong Province","Shaoguan",3,0,0,0,0,"2020-25JAN"
"59",120,"China","Guangdong Province","Shenzhen",20,0,0,0,2,"2020-25JAN"
"60",121,"China","Guangdong Province","Yangjiang",5,0,0,0,0,"2020-25JAN"
"61",122,"China","Guangdong Province","Yunfu",0,0,0,0,0,"2020-25JAN"
"62",123,"China","Guangdong Province","Zhanjiang",2,0,0,0,0,"2020-25JAN"
"63",124,"China","Guangdong Province","Zhaoqing",2,0,0,0,0,"2020-25JAN"
"64",125,"China","Guangdong Province","Zhongshan",4,0,0,0,0,"2020-25JAN"
"65",127,"China","Guangdong Province","Zhuhai",10,0,0,0,0,"2020-25JAN"
"66",128,"China","Guangxi Zhuang Autonomous Region","Area to be identified",0,0,0,0,0,"2020-25JAN"
"67",129,"China","Guangxi Zhuang Autonomous Region","Baise",1,0,0,0,0,"2020-25JAN"
"68",130,"China","Guangxi Zhuang Autonomous Region","Beihai",6,0,0,0,0,"2020-25JAN"
"69",131,"China","Guangxi Zhuang Autonomous Region","Chongzuo",0,0,0,0,0,"2020-25JAN"
"70",132,"China","Guangxi Zhuang Autonomous Region","Fangchenggang",2,0,0,0,0,"2020-25JAN"
"71",133,"China","Guangxi Zhuang Autonomous Region","Guigang",0,0,0,0,0,"2020-25JAN"
"72",135,"China","Guangxi Zhuang Autonomous Region","Guilin",6,0,0,0,0,"2020-25JAN"
"73",136,"China","Guangxi Zhuang Autonomous Region","Hechi",3,0,0,0,0,"2020-25JAN"
"74",137,"China","Guangxi Zhuang Autonomous Region","Hezhou",0,0,0,0,0,"2020-25JAN"
"75",138,"China","Guangxi Zhuang Autonomous Region","Laibin",0,0,0,0,0,"2020-25JAN"
"76",139,"China","Guangxi Zhuang Autonomous Region","Liuzhou",3,0,0,0,0,"2020-25JAN"
"77",140,"China","Guangxi Zhuang Autonomous Region","NanNing",0,0,0,0,0,"2020-25JAN"
"78",141,"China","Guangxi Zhuang Autonomous Region","Qinzhou",0,0,0,0,0,"2020-25JAN"
"79",142,"China","Guangxi Zhuang Autonomous Region","Wuzhou",1,0,0,0,0,"2020-25JAN"
"80",143,"China","Guangxi Zhuang Autonomous Region","Yulin",1,0,0,0,0,"2020-25JAN"
"81",144,"China","Guizhou Province","Anshun",0,0,0,0,0,"2020-25JAN"
"82",145,"China","Guizhou Province","Bijie",0,0,0,0,0,"2020-25JAN"
"83",146,"China","Guizhou Province","Guiyang",1,0,0,0,0,"2020-25JAN"
"84",147,"China","Guizhou Province","Liupanshui",0,0,0,0,0,"2020-25JAN"
"85",148,"China","Guizhou Province","Qiandongnan Miao and Dong Autonomous Prefecture",0,0,0,0,0,"2020-25JAN"
"86",149,"China","Guizhou Province","Qiannan Buyi and Miao Autonomous Prefecture",1,0,0,0,0,"2020-25JAN"
"87",150,"China","Guizhou Province","Qianxinan Buyi and Miao Autonomous Prefecture",0,0,0,0,0,"2020-25JAN"
"88",151,"China","Guizhou Province","Tongren",2,0,0,0,0,"2020-25JAN"
"89",152,"China","Guizhou Province","Zunyi",0,0,0,0,0,"2020-25JAN"
"90",153,"China","Hainan Province","Baisha Li Autonomous County",0,0,0,0,0,"2020-25JAN"
"91",154,"China","Hainan Province","Baoting Li and Miao Autonomous County",0,0,0,0,0,"2020-25JAN"
"92",155,"China","Hainan Province","Changjiang Li Autonomous County",0,0,0,0,0,"2020-25JAN"
"93",156,"China","Hainan Province","Chengmai County",0,0,0,0,0,"2020-25JAN"
"94",157,"China","Hainan Province","Danzhou",3,0,0,0,0,"2020-25JAN"
"95",158,"China","Hainan Province","Ding'an County",0,0,0,0,0,"2020-25JAN"
