"","X","ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1",1,"China","Anhui Province","Anqing",71,0,0,0,6,"2020-08FEB"
"2",2,"China","Anhui Province","Bengbu",99,0,0,0,1,"2020-08FEB"
"3",3,"China","Anhui Province","Bozhou",81,0,0,0,5,"2020-08FEB"
"4",4,"China","Anhui Province","Chizhou",11,0,0,0,1,"2020-08FEB"
"5",5,"China","Anhui Province","Chuzhou",11,0,0,0,2,"2020-08FEB"
"6",6,"China","Anhui Province","Fuyang",113,0,0,0,11,"2020-08FEB"
"7",7,"China","Anhui Province","Hefei",128,0,0,0,11,"2020-08FEB"
"8",8,"China","Anhui Province","Huaibei",22,0,0,0,1,"2020-08FEB"
"9",9,"China","Anhui Province","Huainan",42,0,0,0,6,"2020-08FEB"
"10",11,"China","Anhui Province","Huangshan",9,0,0,0,1,"2020-08FEB"
"11",12,"China","Anhui Province","Lu'an",51,0,0,0,2,"2020-08FEB"
"12",13,"China","Anhui Province","Ma'anshan",31,0,0,0,2,"2020-08FEB"
"13",14,"China","Anhui Province","Suzhou",28,0,0,0,1,"2020-08FEB"
"14",15,"China","Anhui Province","Tongling",23,0,0,0,7,"2020-08FEB"
"15",16,"China","Anhui Province","Wuhu",29,0,0,0,3,"2020-08FEB"
"16",17,"China","Anhui Province","Xuancheng",5,0,0,0,2,"2020-08FEB"
"17",18,"China","Beijing Municipality","Area to be Identified",0,0,0,2,30,"2020-08FEB"
"18",19,"China","Beijing Municipality","Beijing Municipality",315,0,0,0,4,"2020-08FEB"
"19",40,"China","Chongqing Municipality","Chongqing Municipality",428,0,0,2,39,"2020-08FEB"
"20",80,"China","Fujian Province","Fuzhou",59,0,0,0,10,"2020-08FEB"
"21",81,"China","Fujian Province","Longyan",5,0,0,0,0,"2020-08FEB"
"22",82,"China","Fujian Province","Nanping",14,0,0,0,1,"2020-08FEB"
"23",83,"China","Fujian Province","Ningde",21,0,0,0,4,"2020-08FEB"
"24",84,"China","Fujian Province","Putian",47,0,0,0,1,"2020-08FEB"
"25",85,"China","Fujian Province","Quanzhou",40,0,0,0,4,"2020-08FEB"
"26",86,"China","Fujian Province","Sanming",12,0,0,0,1,"2020-08FEB"
"27",87,"China","Fujian Province","Xiamen",25,0,0,0,2,"2020-08FEB"
"28",88,"China","Fujian Province","Zhangzhou",16,0,0,0,1,"2020-08FEB"
"29",89,"China","Gansu province","Area to be identified",0,0,0,0,3,"2020-08FEB"
"30",90,"China","Gansu province","Baiyin",4,0,0,0,0,"2020-08FEB"
"31",91,"China","Gansu province","Dingxi",8,0,0,0,1,"2020-08FEB"
"32",92,"China","Gansu province","Gannan Tibetan Autonomous Prefecture",6,0,0,0,0,"2020-08FEB"
"33",93,"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-08FEB"
