"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","90314","3349"
"Any Chronic Condition","Male","71804","3836"
"Any Chronic Condition","Total","162722","7190"
"Any Chronic Condition","Unknown","604","5"
"Cardiovascular Disease","Female","22776","2009"
"Cardiovascular Disease","Male","20370","2358"
"Cardiovascular Disease","Total","43269","4368"
"Cardiovascular Disease","Unknown","123","1"
"Chronic Liver Disease","Female","1045","94"
"Chronic Liver Disease","Male","912","133"
"Chronic Liver Disease","Total","1965","227"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","24630","963"
"Chronic Lung Disease","Male","15576","969"
"Chronic Lung Disease","Total","40356","1933"
"Chronic Lung Disease","Unknown","150","1"
"Chronic Renal Disease","Female","4429","785"
"Chronic Renal Disease","Male","4268","953"
"Chronic Renal Disease","Total","8727","1739"
"Chronic Renal Disease","Unknown","30","1"
"Currently Pregnant","Female","3983","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3992","6"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","23451","1393"
"Diabetes Mellitus","Male","20066","1719"
"Diabetes Mellitus","Total","43655","3115"
"Diabetes Mellitus","Unknown","138","3"
"ICU","Female","3675","1427"
"ICU","Male","4745","1906"
"ICU","Total","8439","3335"
"ICU","Unknown","19","2"
"Immunocompromised Condition","Female","8427","402"
"Immunocompromised Condition","Male","5014","488"
"Immunocompromised Condition","Total","13471","890"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","187120","782"
"Missing/Unknown status on all conditions","Male","169685","946"
"Missing/Unknown status on all conditions","Total","366389","1735"
"Missing/Unknown status on all conditions","Unknown","9584","7"
"Neurologic/Neurodevelopmental","Female","6349","930"
"Neurologic/Neurodevelopmental","Male","4593","845"
"Neurologic/Neurodevelopmental","Total","10988","1776"
"Neurologic/Neurodevelopmental","Unknown","46","1"
"None of the above conditions","Female","204681","4603"
"None of the above conditions","Male","164236","5085"
"None of the above conditions","Total","370694","9704"
"None of the above conditions","Unknown","1777","16"
"Other Chronic Diseases","Female","29785","1722"
"Other Chronic Diseases","Male","19839","1762"
"Other Chronic Diseases","Total","49824","3485"
"Other Chronic Diseases","Unknown","200","1"
"Smoker","Female","20970","476"
"Smoker","Male","25998","919"
"Smoker","Total","47103","1395"
"Smoker","Unknown","135","0"
"Total with completed information","Female","214357","5211"
"Total with completed information","Male","172793","5807"
"Total with completed information","Total","389023","11037"
"Total with completed information","Unknown","1873","19"
