"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","165398","6132"
"Any Chronic Condition","Male","128393","7042"
"Any Chronic Condition","Total","294089","13178"
"Any Chronic Condition","Unknown","298","4"
"Any Disability","Female","12042","1601"
"Any Disability","Male","9667","1453"
"Any Disability","Total","21729","3054"
"Any Disability","Unknown","20","0"
"Cardiovascular Disease","Female","30385","3096"
"Cardiovascular Disease","Male","27762","3776"
"Cardiovascular Disease","Total","58185","6875"
"Cardiovascular Disease","Unknown","38","3"
"Chronic Liver Disease","Female","1858","166"
"Chronic Liver Disease","Male","1605","257"
"Chronic Liver Disease","Total","3464","423"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","44665","1747"
"Chronic Lung Disease","Male","28518","1774"
"Chronic Lung Disease","Total","73263","3522"
"Chronic Lung Disease","Unknown","80","1"
"Chronic Renal Disease","Female","6943","1355"
"Chronic Renal Disease","Male","6716","1678"
"Chronic Renal Disease","Total","13665","3035"
"Chronic Renal Disease","Unknown","6","2"
"Currently Pregnant","Female","9700","23"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","9705","23"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","37181","2541"
"Diabetes Mellitus","Male","31513","3078"
"Diabetes Mellitus","Total","68756","5621"
"Diabetes Mellitus","Unknown","62","2"
"Hypertension/High blood pressure","Female","33735","1687"
"Hypertension/High blood pressure","Male","26227","1857"
"Hypertension/High blood pressure","Total","60035","3544"
"Hypertension/High blood pressure","Unknown","73","0"
"ICU","Female","6433","2703"
"ICU","Male","8114","3595"
"ICU","Total","14575","6301"
"ICU","Unknown","28","3"
"Immunocompromised Condition","Female","9380","550"
"Immunocompromised Condition","Male","5408","612"
"Immunocompromised Condition","Total","14798","1162"
"Immunocompromised Condition","Unknown","10","0"
"Missing/Unknown status on all conditions","Female","445164","1178"
"Missing/Unknown status on all conditions","Male","393104","1330"
"Missing/Unknown status on all conditions","Total","847947","2510"
"Missing/Unknown status on all conditions","Unknown","9679","2"
"None of the above conditions","Female","408013","10453"
"None of the above conditions","Male","319552","12018"
"None of the above conditions","Total","728909","22474"
"None of the above conditions","Unknown","1344","3"
"Obesity (BMI>40)","Female","12429","427"
"Obesity (BMI>40)","Male","6686","395"
"Obesity (BMI>40)","Total","19128","822"
"Obesity (BMI>40)","Unknown","13","0"
"Other Chronic Diseases","Female","38922","2507"
"Other Chronic Diseases","Male","25345","2550"
"Other Chronic Diseases","Total","64323","5057"
"Other Chronic Diseases","Unknown","56","0"
"Smoker","Female","39330","976"
"Smoker","Male","46042","1820"
"Smoker","Total","85432","2796"
"Smoker","Unknown","60","0"
"Total with completed information","Female","423561","11252"
"Total with completed information","Male","330935","12889"
"Total with completed information","Total","755873","24147"
"Total with completed information","Unknown","1377","6"
