"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","173681","6261"
"Any Chronic Condition","Male","133630","7206"
"Any Chronic Condition","Total","307661","13473"
"Any Chronic Condition","Unknown","350","6"
"Any Disability","Female","12573","1628"
"Any Disability","Male","10183","1502"
"Any Disability","Total","22779","3131"
"Any Disability","Unknown","23","1"
"Cardiovascular Disease","Female","31376","3165"
"Cardiovascular Disease","Male","28625","3846"
"Cardiovascular Disease","Total","60047","7015"
"Cardiovascular Disease","Unknown","46","4"
"Chronic Liver Disease","Female","1968","171"
"Chronic Liver Disease","Male","1683","261"
"Chronic Liver Disease","Total","3654","433"
"Chronic Liver Disease","Unknown","3","1"
"Chronic Lung Disease","Female","46962","1803"
"Chronic Lung Disease","Male","29967","1816"
"Chronic Lung Disease","Total","77026","3621"
"Chronic Lung Disease","Unknown","97","2"
"Chronic Renal Disease","Female","7222","1388"
"Chronic Renal Disease","Male","7005","1729"
"Chronic Renal Disease","Total","14236","3118"
"Chronic Renal Disease","Unknown","9","1"
"Currently Pregnant","Female","10920","23"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","10927","23"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","38677","2593"
"Diabetes Mellitus","Male","32627","3144"
"Diabetes Mellitus","Total","71374","5739"
"Diabetes Mellitus","Unknown","70","2"
"Hypertension/High blood pressure","Female","36118","1772"
"Hypertension/High blood pressure","Male","28006","1942"
"Hypertension/High blood pressure","Total","64206","3717"
"Hypertension/High blood pressure","Unknown","82","3"
"ICU","Female","6634","2776"
"ICU","Male","8356","3666"
"ICU","Total","15019","6444"
"ICU","Unknown","29","2"
"Immunocompromised Condition","Female","9429","549"
"Immunocompromised Condition","Male","5411","609"
"Immunocompromised Condition","Total","14852","1158"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","546638","1244"
"Missing/Unknown status on all conditions","Male","481151","1417"
"Missing/Unknown status on all conditions","Total","1040748","2663"
"Missing/Unknown status on all conditions","Unknown","12959","2"
"None of the above conditions","Female","444162","10914"
"None of the above conditions","Male","344647","12587"
"None of the above conditions","Total","790426","23509"
"None of the above conditions","Unknown","1617","8"
"Obesity (BMI>40)","Female","13269","442"
"Obesity (BMI>40)","Male","7103","405"
"Obesity (BMI>40)","Total","20391","847"
"Obesity (BMI>40)","Unknown","19","0"
"Other Chronic Diseases","Female","39842","2553"
"Other Chronic Diseases","Male","25852","2589"
"Other Chronic Diseases","Total","65752","5142"
"Other Chronic Diseases","Unknown","58","0"
"Smoker","Female","41243","1004"
"Smoker","Male","47834","1866"
"Smoker","Total","89153","2871"
"Smoker","Unknown","76","1"
"Total with completed information","Female","461436","11721"
"Total with completed information","Male","356771","13470"
"Total with completed information","Total","819868","25202"
"Total with completed information","Unknown","1661","11"
