"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1773","13"
"Hispanic/Latino","American Indian/Alaska Native","91","0"
"Hispanic/Latino","Asian","185","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","140","0"
"Hispanic/Latino","Other","22800","209"
"Hispanic/Latino","Unknown","10204","5"
"Hispanic/Latino","White","30604","361"
"Non-Hispanic/Latino","African-American/Black","134918","3693"
"Non-Hispanic/Latino","American Indian/Alaska Native","259","10"
"Non-Hispanic/Latino","Asian","9223","174"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","423","6"
"Non-Hispanic/Latino","Other","6238","24"
"Non-Hispanic/Latino","Unknown","5338","22"
"Non-Hispanic/Latino","White","193837","5298"
"Unknown","African-American/Black","19226","17"
"Unknown","American Indian/Alaska Native","113","0"
"Unknown","Asian","2370","0"
"Unknown","Native Hawaiian/Pacific Islander","131","0"
"Unknown","Other","11704","13"
"Unknown","Unknown","107977","27"
"Unknown","White","29522","21"
