"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","102442","3772"
"Any Chronic Condition","Male","81353","4392"
"Any Chronic Condition","Total","184488","8169"
"Any Chronic Condition","Unknown","693","5"
"Any Disability","Female","7175","1030"
"Any Disability","Male","5318","950"
"Any Disability","Total","12544","1980"
"Any Disability","Unknown","51","0"
"Cardiovascular Disease","Female","23856","2179"
"Cardiovascular Disease","Male","21531","2629"
"Cardiovascular Disease","Total","45518","4810"
"Cardiovascular Disease","Unknown","131","2"
"Chronic Liver Disease","Female","1148","106"
"Chronic Liver Disease","Male","997","147"
"Chronic Liver Disease","Total","2155","253"
"Chronic Liver Disease","Unknown","10","0"
"Chronic Lung Disease","Female","26965","1076"
"Chronic Lung Disease","Male","17140","1106"
"Chronic Lung Disease","Total","44269","2184"
"Chronic Lung Disease","Unknown","164","2"
"Chronic Renal Disease","Female","4771","859"
"Chronic Renal Disease","Male","4670","1087"
"Chronic Renal Disease","Total","9472","1949"
"Chronic Renal Disease","Unknown","31","3"
"Currently Pregnant","Female","4321","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4332","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","25356","1557"
"Diabetes Mellitus","Male","21899","1961"
"Diabetes Mellitus","Total","47398","3521"
"Diabetes Mellitus","Unknown","143","3"
"Hypertension/High blood pressure","Female","10828","319"
"Hypertension/High blood pressure","Male","8468","411"
"Hypertension/High blood pressure","Total","19382","731"
"Hypertension/High blood pressure","Unknown","86","1"
"ICU","Female","3937","1589"
"ICU","Male","5129","2160"
"ICU","Total","9087","3752"
"ICU","Unknown","21","3"
"Immunocompromised Condition","Female","9189","459"
"Immunocompromised Condition","Male","5426","546"
"Immunocompromised Condition","Total","14653","1005"
"Immunocompromised Condition","Unknown","38","0"
"Missing/Unknown status on all conditions","Female","198657","837"
"Missing/Unknown status on all conditions","Male","180684","1010"
"Missing/Unknown status on all conditions","Total","388878","1859"
"Missing/Unknown status on all conditions","Unknown","9537","12"
"None of the above conditions","Female","224165","5491"
"None of the above conditions","Male","180566","6218"
"None of the above conditions","Total","406664","11725"
"None of the above conditions","Unknown","1933","16"
"Obesity (BMI>40)","Female","3529","71"
"Obesity (BMI>40)","Male","1968","75"
"Obesity (BMI>40)","Total","5514","146"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","31531","1837"
"Other Chronic Diseases","Male","20921","1898"
"Other Chronic Diseases","Total","52667","3735"
"Other Chronic Diseases","Unknown","215","0"
"Smoker","Female","23047","533"
"Smoker","Male","28607","1055"
"Smoker","Total","51813","1588"
"Smoker","Unknown","159","0"
"Total with completed information","Female","234338","6150"
"Total with completed information","Male","189566","6980"
"Total with completed information","Total","425942","13148"
"Total with completed information","Unknown","2038","18"
