"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","204485","6839"
"Any Chronic Condition","Male","153278","7947"
"Any Chronic Condition","Total","358102","14788"
"Any Chronic Condition","Unknown","339","2"
"Any Disability","Female","14715","1729"
"Any Disability","Male","12170","1643"
"Any Disability","Total","26913","3372"
"Any Disability","Unknown","28","0"
"Cardiovascular Disease","Female","34392","3371"
"Cardiovascular Disease","Male","31612","4151"
"Cardiovascular Disease","Total","66043","7523"
"Cardiovascular Disease","Unknown","39","1"
"Chronic Liver Disease","Female","2316","202"
"Chronic Liver Disease","Male","1932","305"
"Chronic Liver Disease","Total","4249","507"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","55108","1982"
"Chronic Lung Disease","Male","34588","2000"
"Chronic Lung Disease","Total","89781","3982"
"Chronic Lung Disease","Unknown","85","0"
"Chronic Renal Disease","Female","8132","1502"
"Chronic Renal Disease","Male","7881","1914"
"Chronic Renal Disease","Total","16019","3417"
"Chronic Renal Disease","Unknown","6","1"
"Currently Pregnant","Female","16371","29"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","16379","29"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","43952","2795"
"Diabetes Mellitus","Male","36818","3428"
"Diabetes Mellitus","Total","80837","6225"
"Diabetes Mellitus","Unknown","67","2"
"Hypertension/High blood pressure","Female","47206","2128"
"Hypertension/High blood pressure","Male","36160","2366"
"Hypertension/High blood pressure","Total","83450","4494"
"Hypertension/High blood pressure","Unknown","84","0"
"ICU","Female","7298","3038"
"ICU","Male","9223","4062"
"ICU","Total","16554","7102"
"ICU","Unknown","33","2"
"Immunocompromised Condition","Female","8620","521"
"Immunocompromised Condition","Male","5031","585"
"Immunocompromised Condition","Total","13655","1106"
"Immunocompromised Condition","Unknown","4","0"
"Missing/Unknown status on all conditions","Female","616728","1375"
"Missing/Unknown status on all conditions","Male","546154","1571"
"Missing/Unknown status on all conditions","Total","1175174","2948"
"Missing/Unknown status on all conditions","Unknown","12292","2"
"None of the above conditions","Female","530915","12834"
"None of the above conditions","Male","405604","14971"
"None of the above conditions","Total","938228","27805"
"None of the above conditions","Unknown","1709","0"
"Obesity (BMI>40)","Female","16981","516"
"Obesity (BMI>40)","Male","8825","478"
"Obesity (BMI>40)","Total","25829","994"
"Obesity (BMI>40)","Unknown","23","0"
"Other Chronic Diseases","Female","42578","2722"
"Other Chronic Diseases","Male","27489","2840"
"Other Chronic Diseases","Total","70125","5562"
"Other Chronic Diseases","Unknown","58","0"
"Smoker","Female","47389","1123"
"Smoker","Male","54185","2079"
"Smoker","Total","101648","3202"
"Smoker","Unknown","74","0"
"Total with completed information","Female","551552","13667"
"Total with completed information","Male","418183","15871"
"Total with completed information","Total","971481","29540"
"Total with completed information","Unknown","1746","2"
