"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","41712","2057"
"Any Chronic Condition","Male","33895","2230"
"Any Chronic Condition","Total","76026","4289"
"Any Chronic Condition","Unknown","419","2"
"Cardiovascular Disease","Female","13323","1333"
"Cardiovascular Disease","Male","11228","1472"
"Cardiovascular Disease","Total","24650","2805"
"Cardiovascular Disease","Unknown","99","0"
"Chronic Liver Disease","Female","522","55"
"Chronic Liver Disease","Male","471","76"
"Chronic Liver Disease","Total","995","131"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","11975","625"
"Chronic Lung Disease","Male","7454","584"
"Chronic Lung Disease","Total","19566","1209"
"Chronic Lung Disease","Unknown","137","0"
"Chronic Renal Disease","Female","2561","511"
"Chronic Renal Disease","Male","2354","609"
"Chronic Renal Disease","Total","4936","1120"
"Chronic Renal Disease","Unknown","21","0"
"Currently Pregnant","Female","2201","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2211","4"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","12508","871"
"Diabetes Mellitus","Male","10325","1037"
"Diabetes Mellitus","Total","22943","1910"
"Diabetes Mellitus","Unknown","110","2"
"ICU","Female","2395","873"
"ICU","Male","3018","1159"
"ICU","Total","5439","2034"
"ICU","Unknown","26","2"
"Immunocompromised Condition","Female","3997","243"
"Immunocompromised Condition","Male","2448","292"
"Immunocompromised Condition","Total","6475","535"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","69493","580"
"Missing/Unknown status on all conditions","Male","64842","686"
"Missing/Unknown status on all conditions","Total","140779","1268"
"Missing/Unknown status on all conditions","Unknown","6444","2"
"Neurologic/Neurodevelopmental","Female","3177","612"
"Neurologic/Neurodevelopmental","Male","2156","528"
"Neurologic/Neurodevelopmental","Total","5365","1140"
"Neurologic/Neurodevelopmental","Unknown","32","0"
"None of the above conditions","Female","96800","2522"
"None of the above conditions","Male","77771","2612"
"None of the above conditions","Total","175917","5134"
"None of the above conditions","Unknown","1346","0"
"Other Chronic Diseases","Female","6695","655"
"Other Chronic Diseases","Male","4277","650"
"Other Chronic Diseases","Total","11023","1305"
"Other Chronic Diseases","Unknown","51","0"
"Smoker","Female","10492","269"
"Smoker","Male","13465","513"
"Smoker","Total","24081","782"
"Smoker","Unknown","124","0"
"Total with completed information","Female","101790","2920"
"Total with completed information","Male","82162","3069"
"Total with completed information","Total","185363","5991"
"Total with completed information","Unknown","1411","2"
