"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","177886","6402"
"Any Chronic Condition","Male","136770","7447"
"Any Chronic Condition","Total","315046","13854"
"Any Chronic Condition","Unknown","390","5"
"Any Disability","Female","12947","1655"
"Any Disability","Male","10554","1551"
"Any Disability","Total","23533","3207"
"Any Disability","Unknown","32","1"
"Cardiovascular Disease","Female","31905","3222"
"Cardiovascular Disease","Male","29151","3955"
"Cardiovascular Disease","Total","61106","7179"
"Cardiovascular Disease","Unknown","50","2"
"Chronic Liver Disease","Female","2031","180"
"Chronic Liver Disease","Male","1732","274"
"Chronic Liver Disease","Total","3765","454"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","48297","1852"
"Chronic Lung Disease","Male","30839","1880"
"Chronic Lung Disease","Total","79246","3732"
"Chronic Lung Disease","Unknown","110","0"
"Chronic Renal Disease","Female","7408","1421"
"Chronic Renal Disease","Male","7189","1791"
"Chronic Renal Disease","Total","14609","3214"
"Chronic Renal Disease","Unknown","12","2"
"Currently Pregnant","Female","11311","26"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11318","26"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","39489","2656"
"Diabetes Mellitus","Male","33318","3237"
"Diabetes Mellitus","Total","72886","5895"
"Diabetes Mellitus","Unknown","79","2"
"Hypertension/High blood pressure","Female","37647","1862"
"Hypertension/High blood pressure","Male","29271","2081"
"Hypertension/High blood pressure","Total","67016","3945"
"Hypertension/High blood pressure","Unknown","98","2"
"ICU","Female","6765","2833"
"ICU","Male","8544","3779"
"ICU","Total","15339","6614"
"ICU","Unknown","30","2"
"Immunocompromised Condition","Female","9334","547"
"Immunocompromised Condition","Male","5364","609"
"Immunocompromised Condition","Total","14710","1156"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","558912","1324"
"Missing/Unknown status on all conditions","Male","492961","1521"
"Missing/Unknown status on all conditions","Total","1065549","2847"
"Missing/Unknown status on all conditions","Unknown","13676","2"
"None of the above conditions","Female","456767","11531"
"None of the above conditions","Male","354561","13414"
"None of the above conditions","Total","813096","24951"
"None of the above conditions","Unknown","1768","6"
"Obesity (BMI>40)","Female","13809","459"
"Obesity (BMI>40)","Male","7378","436"
"Obesity (BMI>40)","Total","21209","896"
"Obesity (BMI>40)","Unknown","22","1"
"Other Chronic Diseases","Female","40293","2601"
"Other Chronic Diseases","Male","26159","2661"
"Other Chronic Diseases","Total","66516","5263"
"Other Chronic Diseases","Unknown","64","1"
"Smoker","Female","42198","1020"
"Smoker","Male","48848","1933"
"Smoker","Total","91127","2953"
"Smoker","Unknown","81","0"
"Total with completed information","Female","474393","12355"
"Total with completed information","Male","366855","14320"
"Total with completed information","Total","843064","26683"
"Total with completed information","Unknown","1816","8"
