"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","115701","4406"
"Any Chronic Condition","Male","92013","5077"
"Any Chronic Condition","Total","208261","9491"
"Any Chronic Condition","Unknown","547","8"
"Any Disability","Female","8333","1220"
"Any Disability","Male","6324","1106"
"Any Disability","Total","14696","2331"
"Any Disability","Unknown","39","5"
"Cardiovascular Disease","Female","25292","2468"
"Cardiovascular Disease","Male","22980","2960"
"Cardiovascular Disease","Total","48356","5431"
"Cardiovascular Disease","Unknown","84","3"
"Chronic Liver Disease","Female","1306","123"
"Chronic Liver Disease","Male","1139","177"
"Chronic Liver Disease","Total","2453","301"
"Chronic Liver Disease","Unknown","8","1"
"Chronic Lung Disease","Female","30436","1240"
"Chronic Lung Disease","Male","19351","1286"
"Chronic Lung Disease","Total","49918","2528"
"Chronic Lung Disease","Unknown","131","2"
"Chronic Renal Disease","Female","5244","1002"
"Chronic Renal Disease","Male","5168","1256"
"Chronic Renal Disease","Total","10435","2259"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4896","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4906","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","28055","1799"
"Diabetes Mellitus","Male","24258","2245"
"Diabetes Mellitus","Total","52426","4048"
"Diabetes Mellitus","Unknown","113","4"
"Hypertension/High blood pressure","Female","16143","623"
"Hypertension/High blood pressure","Male","12665","711"
"Hypertension/High blood pressure","Total","28907","1338"
"Hypertension/High blood pressure","Unknown","99","4"
"ICU","Female","4418","1792"
"ICU","Male","5669","2434"
"ICU","Total","10104","4230"
"ICU","Unknown","17","4"
"Immunocompromised Condition","Female","10369","559"
"Immunocompromised Condition","Male","6095","652"
"Immunocompromised Condition","Total","16496","1213"
"Immunocompromised Condition","Unknown","32","2"
"Missing/Unknown status on all conditions","Female","203770","850"
"Missing/Unknown status on all conditions","Male","186860","1035"
"Missing/Unknown status on all conditions","Total","399665","1893"
"Missing/Unknown status on all conditions","Unknown","9035","8"
"None of the above conditions","Female","254116","6668"
"None of the above conditions","Male","205879","7529"
"None of the above conditions","Total","461641","14208"
"None of the above conditions","Unknown","1646","11"
"Obesity (BMI>40)","Female","5605","132"
"Obesity (BMI>40)","Male","3034","124"
"Obesity (BMI>40)","Total","8656","257"
"Obesity (BMI>40)","Unknown","17","1"
"Other Chronic Diseases","Female","33580","2035"
"Other Chronic Diseases","Male","22146","2088"
"Other Chronic Diseases","Total","55877","4126"
"Other Chronic Diseases","Unknown","151","3"
"Smoker","Female","26288","638"
"Smoker","Male","32471","1246"
"Smoker","Total","58875","1884"
"Smoker","Unknown","116","0"
"Total with completed information","Female","264463","7368"
"Total with completed information","Male","214999","8304"
"Total with completed information","Total","481171","15685"
"Total with completed information","Unknown","1709","13"
