"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","81277","2944"
"Any Chronic Condition","Male","64645","3326"
"Any Chronic Condition","Total","146465","6272"
"Any Chronic Condition","Unknown","543","2"
"Cardiovascular Disease","Female","21343","1807"
"Cardiovascular Disease","Male","18892","2076"
"Cardiovascular Disease","Total","40341","3883"
"Cardiovascular Disease","Unknown","106","0"
"Chronic Liver Disease","Female","901","78"
"Chronic Liver Disease","Male","805","122"
"Chronic Liver Disease","Total","1712","200"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","21887","848"
"Chronic Lung Disease","Male","13812","844"
"Chronic Lung Disease","Total","35829","1693"
"Chronic Lung Disease","Unknown","130","1"
"Chronic Renal Disease","Female","3987","695"
"Chronic Renal Disease","Male","3813","832"
"Chronic Renal Disease","Total","7826","1527"
"Chronic Renal Disease","Unknown","26","0"
"Currently Pregnant","Female","3605","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3616","5"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","20999","1218"
"Diabetes Mellitus","Male","17887","1482"
"Diabetes Mellitus","Total","39009","2700"
"Diabetes Mellitus","Unknown","123","0"
"ICU","Female","3395","1269"
"ICU","Male","4426","1714"
"ICU","Total","7837","2984"
"ICU","Unknown","16","1"
"Immunocompromised Condition","Female","7515","350"
"Immunocompromised Condition","Male","4505","409"
"Immunocompromised Condition","Total","12045","759"
"Immunocompromised Condition","Unknown","25","0"
"Missing/Unknown status on all conditions","Female","156947","716"
"Missing/Unknown status on all conditions","Male","142426","847"
"Missing/Unknown status on all conditions","Total","307811","1569"
"Missing/Unknown status on all conditions","Unknown","8438","6"
"Neurologic/Neurodevelopmental","Female","5452","831"
"Neurologic/Neurodevelopmental","Male","3866","729"
"Neurologic/Neurodevelopmental","Total","9357","1561"
"Neurologic/Neurodevelopmental","Unknown","39","1"
"None of the above conditions","Female","182175","3753"
"None of the above conditions","Male","146260","4057"
"None of the above conditions","Total","330027","7812"
"None of the above conditions","Unknown","1592","2"
"Other Chronic Diseases","Female","27831","1589"
"Other Chronic Diseases","Male","18765","1609"
"Other Chronic Diseases","Total","46789","3199"
"Other Chronic Diseases","Unknown","193","1"
"Smoker","Female","18593","406"
"Smoker","Male","23295","789"
"Smoker","Total","42007","1195"
"Smoker","Unknown","119","0"
"Total with completed information","Female","190936","4309"
"Total with completed information","Male","153938","4699"
"Total with completed information","Total","346545","9011"
"Total with completed information","Unknown","1671","3"
