"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","103899","3879"
"Any Chronic Condition","Male","82568","4535"
"Any Chronic Condition","Total","187160","8420"
"Any Chronic Condition","Unknown","693","6"
"Any Disability","Female","7298","1065"
"Any Disability","Male","5428","983"
"Any Disability","Total","12774","2048"
"Any Disability","Unknown","48","0"
"Cardiovascular Disease","Female","24028","2218"
"Cardiovascular Disease","Male","21717","2693"
"Cardiovascular Disease","Total","45874","4913"
"Cardiovascular Disease","Unknown","129","2"
"Chronic Liver Disease","Female","1170","109"
"Chronic Liver Disease","Male","1020","152"
"Chronic Liver Disease","Total","2198","261"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","27341","1098"
"Chronic Lung Disease","Male","17398","1137"
"Chronic Lung Disease","Total","44904","2238"
"Chronic Lung Disease","Unknown","165","3"
"Chronic Renal Disease","Female","4829","880"
"Chronic Renal Disease","Male","4730","1115"
"Chronic Renal Disease","Total","9591","1998"
"Chronic Renal Disease","Unknown","32","3"
"Currently Pregnant","Female","4376","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4388","6"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","25685","1598"
"Diabetes Mellitus","Male","22200","2022"
"Diabetes Mellitus","Total","48029","3623"
"Diabetes Mellitus","Unknown","144","3"
"Hypertension/High blood pressure","Female","11402","372"
"Hypertension/High blood pressure","Male","8934","473"
"Hypertension/High blood pressure","Total","20424","847"
"Hypertension/High blood pressure","Unknown","88","2"
"ICU","Female","4000","1626"
"ICU","Male","5201","2222"
"ICU","Total","9221","3852"
"ICU","Unknown","20","4"
"Immunocompromised Condition","Female","9313","481"
"Immunocompromised Condition","Male","5506","571"
"Immunocompromised Condition","Total","14857","1052"
"Immunocompromised Condition","Unknown","38","0"
"Missing/Unknown status on all conditions","Female","200417","841"
"Missing/Unknown status on all conditions","Male","182386","1012"
"Missing/Unknown status on all conditions","Total","392578","1863"
"Missing/Unknown status on all conditions","Unknown","9775","10"
"None of the above conditions","Female","227487","5693"
"None of the above conditions","Male","183420","6450"
"None of the above conditions","Total","412857","12163"
"None of the above conditions","Unknown","1950","20"
"Obesity (BMI>40)","Female","3729","80"
"Obesity (BMI>40)","Male","2078","89"
"Obesity (BMI>40)","Total","5824","169"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","31802","1883"
"Other Chronic Diseases","Male","21113","1953"
"Other Chronic Diseases","Total","53130","3836"
"Other Chronic Diseases","Unknown","215","0"
"Smoker","Female","23376","551"
"Smoker","Male","29047","1097"
"Smoker","Total","52582","1648"
"Smoker","Unknown","159","0"
"Total with completed information","Female","237729","6359"
"Total with completed information","Male","192446","7218"
"Total with completed information","Total","432226","13599"
"Total with completed information","Unknown","2051","22"
