"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","76807","2817"
"Any Chronic Condition","Male","61196","3149"
"Any Chronic Condition","Total","138497","5966"
"Any Chronic Condition","Unknown","494","0"
"Cardiovascular Disease","Female","20555","1740"
"Cardiovascular Disease","Male","18094","1984"
"Cardiovascular Disease","Total","38750","3724"
"Cardiovascular Disease","Unknown","101","0"
"Chronic Liver Disease","Female","838","71"
"Chronic Liver Disease","Male","765","114"
"Chronic Liver Disease","Total","1608","185"
"Chronic Liver Disease","Unknown","5","0"
"Chronic Lung Disease","Female","20519","800"
"Chronic Lung Disease","Male","12923","799"
"Chronic Lung Disease","Total","33568","1599"
"Chronic Lung Disease","Unknown","126","0"
"Chronic Renal Disease","Female","3791","661"
"Chronic Renal Disease","Male","3607","788"
"Chronic Renal Disease","Total","7421","1449"
"Chronic Renal Disease","Unknown","23","0"
"Currently Pregnant","Female","3415","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3424","5"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","19786","1154"
"Diabetes Mellitus","Male","16869","1401"
"Diabetes Mellitus","Total","36771","2555"
"Diabetes Mellitus","Unknown","116","0"
"ICU","Female","3274","1196"
"ICU","Male","4245","1610"
"ICU","Total","7535","2806"
"ICU","Unknown","16","0"
"Immunocompromised Condition","Female","7021","333"
"Immunocompromised Condition","Male","4263","389"
"Immunocompromised Condition","Total","11306","722"
"Immunocompromised Condition","Unknown","22","0"
"Missing/Unknown status on all conditions","Female","137952","689"
"Missing/Unknown status on all conditions","Male","126279","796"
"Missing/Unknown status on all conditions","Total","271569","1489"
"Missing/Unknown status on all conditions","Unknown","7338","4"
"Neurologic/Neurodevelopmental","Female","5034","811"
"Neurologic/Neurodevelopmental","Male","3521","692"
"Neurologic/Neurodevelopmental","Total","8586","1503"
"Neurologic/Neurodevelopmental","Unknown","31","0"
"None of the above conditions","Female","170942","3543"
"None of the above conditions","Male","137630","3799"
"None of the above conditions","Total","310065","7344"
"None of the above conditions","Unknown","1493","2"
"Other Chronic Diseases","Female","26939","1541"
"Other Chronic Diseases","Male","18273","1550"
"Other Chronic Diseases","Total","45382","3091"
"Other Chronic Diseases","Unknown","170","0"
"Smoker","Female","17472","381"
"Smoker","Male","21956","745"
"Smoker","Total","39538","1126"
"Smoker","Unknown","110","0"
"Total with completed information","Female","179205","4069"
"Total with completed information","Male","144872","4406"
"Total with completed information","Total","325639","8477"
"Total with completed information","Unknown","1562","2"
