"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","119771","4548"
"Any Chronic Condition","Male","95296","5253"
"Any Chronic Condition","Total","215558","9803"
"Any Chronic Condition","Unknown","491","2"
"Any Disability","Female","8699","1258"
"Any Disability","Male","6645","1145"
"Any Disability","Total","15375","2404"
"Any Disability","Unknown","31","1"
"Cardiovascular Disease","Female","25683","2533"
"Cardiovascular Disease","Male","23390","3033"
"Cardiovascular Disease","Total","49144","5567"
"Cardiovascular Disease","Unknown","71","1"
"Chronic Liver Disease","Female","1349","128"
"Chronic Liver Disease","Male","1171","181"
"Chronic Liver Disease","Total","2526","309"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","31457","1282"
"Chronic Lung Disease","Male","19996","1328"
"Chronic Lung Disease","Total","51569","2610"
"Chronic Lung Disease","Unknown","116","0"
"Chronic Renal Disease","Female","5401","1034"
"Chronic Renal Disease","Male","5312","1297"
"Chronic Renal Disease","Total","10731","2331"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","5121","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5128","6"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","28828","1858"
"Diabetes Mellitus","Male","24968","2344"
"Diabetes Mellitus","Total","53894","4203"
"Diabetes Mellitus","Unknown","98","1"
"Hypertension/High blood pressure","Female","17869","726"
"Hypertension/High blood pressure","Male","14049","817"
"Hypertension/High blood pressure","Total","32009","1543"
"Hypertension/High blood pressure","Unknown","91","0"
"ICU","Female","4598","1867"
"ICU","Male","5876","2515"
"ICU","Total","10489","4383"
"ICU","Unknown","15","1"
"Immunocompromised Condition","Female","10730","585"
"Immunocompromised Condition","Male","6284","681"
"Immunocompromised Condition","Total","17044","1266"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","202266","848"
"Missing/Unknown status on all conditions","Male","185947","1025"
"Missing/Unknown status on all conditions","Total","396459","1875"
"Missing/Unknown status on all conditions","Unknown","8246","2"
"None of the above conditions","Female","263479","6872"
"None of the above conditions","Male","213672","7769"
"None of the above conditions","Total","478662","14642"
"None of the above conditions","Unknown","1511","1"
"Obesity (BMI>40)","Female","6238","158"
"Obesity (BMI>40)","Male","3397","150"
"Obesity (BMI>40)","Total","9650","308"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34225","2091"
"Other Chronic Diseases","Male","22571","2133"
"Other Chronic Diseases","Total","56924","4224"
"Other Chronic Diseases","Unknown","128","0"
"Smoker","Female","27264","669"
"Smoker","Male","33686","1304"
"Smoker","Total","61062","1973"
"Smoker","Unknown","112","0"
"Total with completed information","Female","273737","7562"
"Total with completed information","Male","222689","8547"
"Total with completed information","Total","497986","16111"
"Total with completed information","Unknown","1560","2"
