"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","173034","6239"
"Any Chronic Condition","Male","133133","7183"
"Any Chronic Condition","Total","306518","13428"
"Any Chronic Condition","Unknown","351","6"
"Any Disability","Female","12525","1625"
"Any Disability","Male","10124","1495"
"Any Disability","Total","22673","3121"
"Any Disability","Unknown","24","1"
"Cardiovascular Disease","Female","31299","3154"
"Cardiovascular Disease","Male","28547","3833"
"Cardiovascular Disease","Total","59893","6991"
"Cardiovascular Disease","Unknown","47","4"
"Chronic Liver Disease","Female","1961","169"
"Chronic Liver Disease","Male","1677","261"
"Chronic Liver Disease","Total","3640","431"
"Chronic Liver Disease","Unknown","2","1"
"Chronic Lung Disease","Female","46758","1793"
"Chronic Lung Disease","Male","29817","1812"
"Chronic Lung Disease","Total","76672","3607"
"Chronic Lung Disease","Unknown","97","2"
"Chronic Renal Disease","Female","7191","1381"
"Chronic Renal Disease","Male","6970","1721"
"Chronic Renal Disease","Total","14170","3103"
"Chronic Renal Disease","Unknown","9","1"
"Currently Pregnant","Female","10841","23"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","10848","23"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","38561","2582"
"Diabetes Mellitus","Male","32516","3133"
"Diabetes Mellitus","Total","71147","5717"
"Diabetes Mellitus","Unknown","70","2"
"Hypertension/High blood pressure","Female","35902","1756"
"Hypertension/High blood pressure","Male","27816","1930"
"Hypertension/High blood pressure","Total","63800","3689"
"Hypertension/High blood pressure","Unknown","82","3"
"ICU","Female","6619","2765"
"ICU","Male","8324","3658"
"ICU","Total","14972","6425"
"ICU","Unknown","29","2"
"Immunocompromised Condition","Female","9439","549"
"Immunocompromised Condition","Male","5415","609"
"Immunocompromised Condition","Total","14866","1158"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","543169","1229"
"Missing/Unknown status on all conditions","Male","477779","1398"
"Missing/Unknown status on all conditions","Total","1033710","2629"
"Missing/Unknown status on all conditions","Unknown","12762","2"
"None of the above conditions","Female","441695","10838"
"None of the above conditions","Male","343021","12494"
"None of the above conditions","Total","786329","23339"
"None of the above conditions","Unknown","1613","7"
"Obesity (BMI>40)","Female","13199","439"
"Obesity (BMI>40)","Male","7058","405"
"Obesity (BMI>40)","Total","20276","844"
"Obesity (BMI>40)","Unknown","19","0"
"Other Chronic Diseases","Female","39767","2542"
"Other Chronic Diseases","Male","25795","2580"
"Other Chronic Diseases","Total","65620","5122"
"Other Chronic Diseases","Unknown","58","0"
"Smoker","Female","41102","998"
"Smoker","Male","47677","1861"
"Smoker","Total","88855","2860"
"Smoker","Unknown","76","1"
"Total with completed information","Female","458894","11642"
"Total with completed information","Male","355108","13374"
"Total with completed information","Total","815659","25026"
"Total with completed information","Unknown","1657","10"
