"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","93242","3480"
"Any Chronic Condition","Male","74244","4016"
"Any Chronic Condition","Total","168111","7501"
"Any Chronic Condition","Unknown","625","5"
"Cardiovascular Disease","Female","23224","2069"
"Cardiovascular Disease","Male","20817","2457"
"Cardiovascular Disease","Total","44165","4528"
"Cardiovascular Disease","Unknown","124","2"
"Chronic Liver Disease","Female","1087","100"
"Chronic Liver Disease","Male","942","138"
"Chronic Liver Disease","Total","2037","238"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","25511","1000"
"Chronic Lung Disease","Male","16161","1014"
"Chronic Lung Disease","Total","41827","2016"
"Chronic Lung Disease","Unknown","155","2"
"Chronic Renal Disease","Female","4559","808"
"Chronic Renal Disease","Male","4419","1001"
"Chronic Renal Disease","Total","9008","1810"
"Chronic Renal Disease","Unknown","30","1"
"Currently Pregnant","Female","4114","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4123","6"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","24188","1446"
"Diabetes Mellitus","Male","20728","1806"
"Diabetes Mellitus","Total","45057","3255"
"Diabetes Mellitus","Unknown","141","3"
"ICU","Female","3769","1485"
"ICU","Male","4896","2001"
"ICU","Total","8684","3488"
"ICU","Unknown","19","2"
"Immunocompromised Condition","Female","8708","427"
"Immunocompromised Condition","Male","5176","512"
"Immunocompromised Condition","Total","13918","939"
"Immunocompromised Condition","Unknown","34","0"
"Missing/Unknown status on all conditions","Female","192670","811"
"Missing/Unknown status on all conditions","Male","174914","992"
"Missing/Unknown status on all conditions","Total","377073","1812"
"Missing/Unknown status on all conditions","Unknown","9489","9"
"Neurologic/Neurodevelopmental","Female","6651","966"
"Neurologic/Neurodevelopmental","Male","4881","883"
"Neurologic/Neurodevelopmental","Total","11582","1850"
"Neurologic/Neurodevelopmental","Unknown","50","1"
"None of the above conditions","Female","212321","4901"
"None of the above conditions","Male","170587","5500"
"None of the above conditions","Total","384748","10421"
"None of the above conditions","Unknown","1840","20"
"Other Chronic Diseases","Female","30483","1759"
"Other Chronic Diseases","Male","20273","1810"
"Other Chronic Diseases","Total","50963","3570"
"Other Chronic Diseases","Unknown","207","1"
"Smoker","Female","21781","493"
"Smoker","Male","27018","971"
"Smoker","Total","48944","1464"
"Smoker","Unknown","145","0"
"Total with completed information","Female","222182","5529"
"Total with completed information","Male","179303","6236"
"Total with completed information","Total","403421","11787"
"Total with completed information","Unknown","1936","22"
