"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","154244","5996"
"Any Chronic Condition","Male","121843","6866"
"Any Chronic Condition","Total","276446","12868"
"Any Chronic Condition","Unknown","359","6"
"Any Disability","Female","11444","1564"
"Any Disability","Male","9145","1407"
"Any Disability","Total","20615","2971"
"Any Disability","Unknown","26","0"
"Cardiovascular Disease","Female","29379","3034"
"Cardiovascular Disease","Male","26919","3694"
"Cardiovascular Disease","Total","56345","6732"
"Cardiovascular Disease","Unknown","47","4"
"Chronic Liver Disease","Female","1748","162"
"Chronic Liver Disease","Male","1540","247"
"Chronic Liver Disease","Total","3290","409"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","41465","1702"
"Chronic Lung Disease","Male","26756","1725"
"Chronic Lung Disease","Total","68312","3429"
"Chronic Lung Disease","Unknown","91","2"
"Chronic Renal Disease","Female","6667","1318"
"Chronic Renal Disease","Male","6457","1641"
"Chronic Renal Disease","Total","13135","2962"
"Chronic Renal Disease","Unknown","11","3"
"Currently Pregnant","Female","7801","21"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7806","21"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","35398","2480"
"Diabetes Mellitus","Male","30252","3005"
"Diabetes Mellitus","Total","65717","5489"
"Diabetes Mellitus","Unknown","67","4"
"Hypertension/High blood pressure","Female","30717","1604"
"Hypertension/High blood pressure","Male","24076","1757"
"Hypertension/High blood pressure","Total","54880","3362"
"Hypertension/High blood pressure","Unknown","87","1"
"ICU","Female","6205","2614"
"ICU","Male","7828","3485"
"ICU","Total","14061","6104"
"ICU","Unknown","28","5"
"Immunocompromised Condition","Female","9361","555"
"Immunocompromised Condition","Male","5436","619"
"Immunocompromised Condition","Total","14808","1174"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","312727","1132"
"Missing/Unknown status on all conditions","Male","291657","1287"
"Missing/Unknown status on all conditions","Total","612729","2420"
"Missing/Unknown status on all conditions","Unknown","8345","1"
"None of the above conditions","Female","361966","10102"
"None of the above conditions","Male","290312","11632"
"None of the above conditions","Total","653696","21743"
"None of the above conditions","Unknown","1418","9"
"Obesity (BMI>40)","Female","11208","403"
"Obesity (BMI>40)","Male","6114","362"
"Obesity (BMI>40)","Total","17339","765"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","37882","2460"
"Other Chronic Diseases","Male","24811","2486"
"Other Chronic Diseases","Total","62768","4946"
"Other Chronic Diseases","Unknown","75","0"
"Smoker","Female","36821","944"
"Smoker","Male","43647","1757"
"Smoker","Total","80546","2702"
"Smoker","Unknown","78","1"
"Total with completed information","Female","375425","10895"
"Total with completed information","Male","301167","12496"
"Total with completed information","Total","678049","23404"
"Total with completed information","Unknown","1457","13"
