"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","62030","2581"
"Any Chronic Condition","Male","50652","2878"
"Any Chronic Condition","Total","113045","5460"
"Any Chronic Condition","Unknown","363","1"
"Cardiovascular Disease","Female","19147","1663"
"Cardiovascular Disease","Male","16694","1878"
"Cardiovascular Disease","Total","35919","3541"
"Cardiovascular Disease","Unknown","78","0"
"Chronic Liver Disease","Female","749","69"
"Chronic Liver Disease","Male","683","112"
"Chronic Liver Disease","Total","1435","181"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","18187","758"
"Chronic Lung Disease","Male","11491","758"
"Chronic Lung Disease","Total","29790","1516"
"Chronic Lung Disease","Unknown","112","0"
"Chronic Renal Disease","Female","3461","640"
"Chronic Renal Disease","Male","3240","749"
"Chronic Renal Disease","Total","6721","1389"
"Chronic Renal Disease","Unknown","20","0"
"Currently Pregnant","Female","3094","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3101","5"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","17779","1093"
"Diabetes Mellitus","Male","15102","1330"
"Diabetes Mellitus","Total","32977","2424"
"Diabetes Mellitus","Unknown","96","1"
"ICU","Female","3062","1121"
"ICU","Male","3933","1522"
"ICU","Total","7009","2643"
"ICU","Unknown","14","0"
"Immunocompromised Condition","Female","6152","315"
"Immunocompromised Condition","Male","3734","372"
"Immunocompromised Condition","Total","9907","687"
"Immunocompromised Condition","Unknown","21","0"
"Missing/Unknown status on all conditions","Female","106672","674"
"Missing/Unknown status on all conditions","Male","99556","785"
"Missing/Unknown status on all conditions","Total","212249","1462"
"Missing/Unknown status on all conditions","Unknown","6021","3"
"Neurologic/Neurodevelopmental","Female","4419","767"
"Neurologic/Neurodevelopmental","Male","3019","657"
"Neurologic/Neurodevelopmental","Total","7463","1424"
"Neurologic/Neurodevelopmental","Unknown","25","0"
"None of the above conditions","Female","151976","3358"
"None of the above conditions","Male","122670","3592"
"None of the above conditions","Total","275921","6950"
"None of the above conditions","Unknown","1275","0"
"Other Chronic Diseases","Female","9460","808"
"Other Chronic Diseases","Male","6011","793"
"Other Chronic Diseases","Total","15526","1601"
"Other Chronic Diseases","Unknown","55","0"
"Smoker","Female","15709","360"
"Smoker","Male","19938","694"
"Smoker","Total","35738","1054"
"Smoker","Unknown","91","0"
"Total with completed information","Female","158344","3812"
"Total with completed information","Male","128363","4121"
"Total with completed information","Total","288016","7934"
"Total with completed information","Unknown","1309","1"
