"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","103604","3853"
"Any Chronic Condition","Male","82319","4502"
"Any Chronic Condition","Total","186615","8360"
"Any Chronic Condition","Unknown","692","5"
"Any Disability","Female","7270","1057"
"Any Disability","Male","5396","975"
"Any Disability","Total","12715","2032"
"Any Disability","Unknown","49","0"
"Cardiovascular Disease","Female","23997","2209"
"Cardiovascular Disease","Male","21680","2678"
"Cardiovascular Disease","Total","45807","4889"
"Cardiovascular Disease","Unknown","130","2"
"Chronic Liver Disease","Female","1167","109"
"Chronic Liver Disease","Male","1018","151"
"Chronic Liver Disease","Total","2193","260"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","27265","1093"
"Chronic Lung Disease","Male","17344","1126"
"Chronic Lung Disease","Total","44773","2221"
"Chronic Lung Disease","Unknown","164","2"
"Chronic Renal Disease","Female","4814","876"
"Chronic Renal Disease","Male","4722","1109"
"Chronic Renal Disease","Total","9568","1988"
"Chronic Renal Disease","Unknown","32","3"
"Currently Pregnant","Female","4364","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4376","6"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","25614","1588"
"Diabetes Mellitus","Male","22137","2011"
"Diabetes Mellitus","Total","47895","3602"
"Diabetes Mellitus","Unknown","144","3"
"Hypertension/High blood pressure","Female","11283","357"
"Hypertension/High blood pressure","Male","8838","455"
"Hypertension/High blood pressure","Total","20208","813"
"Hypertension/High blood pressure","Unknown","87","1"
"ICU","Female","3982","1612"
"ICU","Male","5184","2208"
"ICU","Total","9186","3823"
"ICU","Unknown","20","3"
"Immunocompromised Condition","Female","9285","476"
"Immunocompromised Condition","Male","5489","562"
"Immunocompromised Condition","Total","14812","1038"
"Immunocompromised Condition","Unknown","38","0"
"Missing/Unknown status on all conditions","Female","200171","840"
"Missing/Unknown status on all conditions","Male","182177","1010"
"Missing/Unknown status on all conditions","Total","392030","1860"
"Missing/Unknown status on all conditions","Unknown","9682","10"
"None of the above conditions","Female","226845","5646"
"None of the above conditions","Male","182835","6393"
"None of the above conditions","Total","411620","12056"
"None of the above conditions","Unknown","1940","17"
"Obesity (BMI>40)","Female","3686","77"
"Obesity (BMI>40)","Male","2055","87"
"Obesity (BMI>40)","Total","5758","164"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","31742","1875"
"Other Chronic Diseases","Male","21060","1940"
"Other Chronic Diseases","Total","53017","3815"
"Other Chronic Diseases","Unknown","215","0"
"Smoker","Female","23318","543"
"Smoker","Male","28955","1086"
"Smoker","Total","52432","1629"
"Smoker","Unknown","159","0"
"Total with completed information","Female","237072","6309"
"Total with completed information","Male","191864","7161"
"Total with completed information","Total","430978","13489"
"Total with completed information","Unknown","2042","19"
