"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","176646","6359"
"Any Chronic Condition","Male","135861","7368"
"Any Chronic Condition","Total","312884","13731"
"Any Chronic Condition","Unknown","377","4"
"Any Disability","Female","12823","1647"
"Any Disability","Male","10439","1529"
"Any Disability","Total","23292","3177"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","31736","3204"
"Cardiovascular Disease","Male","28994","3914"
"Cardiovascular Disease","Total","60779","7120"
"Cardiovascular Disease","Unknown","49","2"
"Chronic Liver Disease","Female","2019","178"
"Chronic Liver Disease","Male","1711","269"
"Chronic Liver Disease","Total","3732","447"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","47896","1836"
"Chronic Lung Disease","Male","30603","1857"
"Chronic Lung Disease","Total","78603","3693"
"Chronic Lung Disease","Unknown","104","0"
"Chronic Renal Disease","Female","7347","1408"
"Chronic Renal Disease","Male","7130","1775"
"Chronic Renal Disease","Total","14489","3184"
"Chronic Renal Disease","Unknown","12","1"
"Currently Pregnant","Female","11220","26"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11227","26"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","39241","2631"
"Diabetes Mellitus","Male","33097","3210"
"Diabetes Mellitus","Total","72415","5843"
"Diabetes Mellitus","Unknown","77","2"
"Hypertension/High blood pressure","Female","37151","1835"
"Hypertension/High blood pressure","Male","28899","2037"
"Hypertension/High blood pressure","Total","66142","3873"
"Hypertension/High blood pressure","Unknown","92","1"
"ICU","Female","6718","2816"
"ICU","Male","8479","3738"
"ICU","Total","15227","6556"
"ICU","Unknown","30","2"
"Immunocompromised Condition","Female","9356","548"
"Immunocompromised Condition","Male","5376","609"
"Immunocompromised Condition","Total","14744","1157"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","557859","1315"
"Missing/Unknown status on all conditions","Male","491839","1494"
"Missing/Unknown status on all conditions","Total","1063191","2811"
"Missing/Unknown status on all conditions","Unknown","13493","2"
"None of the above conditions","Female","453277","11330"
"None of the above conditions","Male","351837","13152"
"None of the above conditions","Total","806825","24486"
"None of the above conditions","Unknown","1711","4"
"Obesity (BMI>40)","Female","13643","454"
"Obesity (BMI>40)","Male","7283","429"
"Obesity (BMI>40)","Total","20947","884"
"Obesity (BMI>40)","Unknown","21","1"
"Other Chronic Diseases","Female","40175","2590"
"Other Chronic Diseases","Male","26061","2638"
"Other Chronic Diseases","Total","66296","5229"
"Other Chronic Diseases","Unknown","60","1"
"Smoker","Female","41920","1016"
"Smoker","Male","48551","1913"
"Smoker","Total","90551","2929"
"Smoker","Unknown","80","0"
"Total with completed information","Female","470835","12150"
"Total with completed information","Male","364099","14051"
"Total with completed information","Total","836693","26207"
"Total with completed information","Unknown","1759","6"
