"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","153991","5991"
"Any Chronic Condition","Male","121625","6858"
"Any Chronic Condition","Total","275975","12855"
"Any Chronic Condition","Unknown","359","6"
"Any Disability","Female","11424","1563"
"Any Disability","Male","9111","1406"
"Any Disability","Total","20561","2969"
"Any Disability","Unknown","26","0"
"Cardiovascular Disease","Female","29353","3031"
"Cardiovascular Disease","Male","26889","3690"
"Cardiovascular Disease","Total","56289","6725"
"Cardiovascular Disease","Unknown","47","4"
"Chronic Liver Disease","Female","1748","162"
"Chronic Liver Disease","Male","1535","247"
"Chronic Liver Disease","Total","3285","409"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","41408","1701"
"Chronic Lung Disease","Male","26690","1722"
"Chronic Lung Disease","Total","68188","3425"
"Chronic Lung Disease","Unknown","90","2"
"Chronic Renal Disease","Female","6653","1315"
"Chronic Renal Disease","Male","6446","1640"
"Chronic Renal Disease","Total","13110","2958"
"Chronic Renal Disease","Unknown","11","3"
"Currently Pregnant","Female","7768","21"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7772","21"
"Currently Pregnant","Unknown","4","0"
"Diabetes Mellitus","Female","35352","2479"
"Diabetes Mellitus","Male","30216","3003"
"Diabetes Mellitus","Total","65635","5486"
"Diabetes Mellitus","Unknown","67","4"
"Hypertension/High blood pressure","Female","30628","1602"
"Hypertension/High blood pressure","Male","23993","1751"
"Hypertension/High blood pressure","Total","54709","3354"
"Hypertension/High blood pressure","Unknown","88","1"
"ICU","Female","6195","2612"
"ICU","Male","7815","3480"
"ICU","Total","14038","6097"
"ICU","Unknown","28","5"
"Immunocompromised Condition","Female","9384","557"
"Immunocompromised Condition","Male","5449","619"
"Immunocompromised Condition","Total","14844","1176"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","312253","1128"
"Missing/Unknown status on all conditions","Male","291173","1288"
"Missing/Unknown status on all conditions","Total","611784","2417"
"Missing/Unknown status on all conditions","Unknown","8358","1"
"None of the above conditions","Female","361176","10090"
"None of the above conditions","Male","289661","11613"
"None of the above conditions","Total","652254","21712"
"None of the above conditions","Unknown","1417","9"
"Obesity (BMI>40)","Female","11171","403"
"Obesity (BMI>40)","Male","6094","363"
"Obesity (BMI>40)","Total","17282","766"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","37865","2457"
"Other Chronic Diseases","Male","24799","2485"
"Other Chronic Diseases","Total","62739","4942"
"Other Chronic Diseases","Unknown","75","0"
"Smoker","Female","36752","944"
"Smoker","Male","43560","1753"
"Smoker","Total","80391","2698"
"Smoker","Unknown","79","1"
"Total with completed information","Female","374629","10883"
"Total with completed information","Male","300517","12478"
"Total with completed information","Total","676603","23374"
"Total with completed information","Unknown","1457","13"
