"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","82535","2985"
"Any Chronic Condition","Male","65587","3401"
"Any Chronic Condition","Total","148673","6389"
"Any Chronic Condition","Unknown","551","3"
"Cardiovascular Disease","Female","21566","1832"
"Cardiovascular Disease","Male","19119","2116"
"Cardiovascular Disease","Total","40792","3948"
"Cardiovascular Disease","Unknown","107","0"
"Chronic Liver Disease","Female","923","79"
"Chronic Liver Disease","Male","826","125"
"Chronic Liver Disease","Total","1755","204"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","22250","860"
"Chronic Lung Disease","Male","14028","859"
"Chronic Lung Disease","Total","36408","1720"
"Chronic Lung Disease","Unknown","130","1"
"Chronic Renal Disease","Female","4053","705"
"Chronic Renal Disease","Male","3880","848"
"Chronic Renal Disease","Total","7959","1553"
"Chronic Renal Disease","Unknown","26","0"
"Currently Pregnant","Female","3643","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3654","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","21368","1234"
"Diabetes Mellitus","Male","18210","1521"
"Diabetes Mellitus","Total","39706","2756"
"Diabetes Mellitus","Unknown","128","1"
"ICU","Female","3426","1286"
"ICU","Male","4476","1746"
"ICU","Total","7919","3034"
"ICU","Unknown","17","2"
"Immunocompromised Condition","Female","7643","355"
"Immunocompromised Condition","Male","4578","428"
"Immunocompromised Condition","Total","12246","783"
"Immunocompromised Condition","Unknown","25","0"
"Missing/Unknown status on all conditions","Female","161215","727"
"Missing/Unknown status on all conditions","Male","145940","856"
"Missing/Unknown status on all conditions","Total","315816","1590"
"Missing/Unknown status on all conditions","Unknown","8661","7"
"Neurologic/Neurodevelopmental","Female","5598","845"
"Neurologic/Neurodevelopmental","Male","3969","744"
"Neurologic/Neurodevelopmental","Total","9607","1590"
"Neurologic/Neurodevelopmental","Unknown","40","1"
"None of the above conditions","Female","185269","3844"
"None of the above conditions","Male","148624","4224"
"None of the above conditions","Total","335514","8072"
"None of the above conditions","Unknown","1621","4"
"Other Chronic Diseases","Female","28099","1604"
"Other Chronic Diseases","Male","18892","1637"
"Other Chronic Diseases","Total","47184","3242"
"Other Chronic Diseases","Unknown","193","1"
"Smoker","Female","18920","411"
"Smoker","Male","23619","805"
"Smoker","Total","42660","1216"
"Smoker","Unknown","121","0"
"Total with completed information","Female","194140","4409"
"Total with completed information","Male","156409","4874"
"Total with completed information","Total","352252","9288"
"Total with completed information","Unknown","1703","5"
