"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","150101","5790"
"Any Chronic Condition","Male","118569","6635"
"Any Chronic Condition","Total","269026","12430"
"Any Chronic Condition","Unknown","356","5"
"Any Disability","Female","11062","1504"
"Any Disability","Male","8791","1369"
"Any Disability","Total","19876","2873"
"Any Disability","Unknown","23","0"
"Cardiovascular Disease","Female","28947","2951"
"Cardiovascular Disease","Male","26494","3595"
"Cardiovascular Disease","Total","55488","6549"
"Cardiovascular Disease","Unknown","47","3"
"Chronic Liver Disease","Female","1697","157"
"Chronic Liver Disease","Male","1481","234"
"Chronic Liver Disease","Total","3180","391"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","40299","1637"
"Chronic Lung Disease","Male","25965","1658"
"Chronic Lung Disease","Total","66344","3296"
"Chronic Lung Disease","Unknown","80","1"
"Chronic Renal Disease","Female","6517","1278"
"Chronic Renal Disease","Male","6324","1596"
"Chronic Renal Disease","Total","12851","2876"
"Chronic Renal Disease","Unknown","10","2"
"Currently Pregnant","Female","7469","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7472","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","34641","2391"
"Diabetes Mellitus","Male","29631","2912"
"Diabetes Mellitus","Total","64339","5307"
"Diabetes Mellitus","Unknown","67","4"
"Hypertension/High blood pressure","Female","29188","1473"
"Hypertension/High blood pressure","Male","22875","1612"
"Hypertension/High blood pressure","Total","52151","3086"
"Hypertension/High blood pressure","Unknown","88","1"
"ICU","Female","6003","2508"
"ICU","Male","7573","3353"
"ICU","Total","13603","5865"
"ICU","Unknown","27","4"
"Immunocompromised Condition","Female","9575","576"
"Immunocompromised Condition","Male","5580","653"
"Immunocompromised Condition","Total","15166","1229"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","312502","1127"
"Missing/Unknown status on all conditions","Male","290647","1269"
"Missing/Unknown status on all conditions","Total","611697","2397"
"Missing/Unknown status on all conditions","Unknown","8548","1"
"None of the above conditions","Female","350378","9787"
"None of the above conditions","Male","280560","11253"
"None of the above conditions","Total","632310","21048"
"None of the above conditions","Unknown","1372","8"
"Obesity (BMI>40)","Female","10527","352"
"Obesity (BMI>40)","Male","5743","317"
"Obesity (BMI>40)","Total","16288","669"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","37427","2388"
"Other Chronic Diseases","Male","24500","2414"
"Other Chronic Diseases","Total","62000","4802"
"Other Chronic Diseases","Unknown","73","0"
"Smoker","Female","35653","906"
"Smoker","Male","42389","1665"
"Smoker","Total","78130","2572"
"Smoker","Unknown","88","1"
"Total with completed information","Female","363831","10568"
"Total with completed information","Male","291520","12118"
"Total with completed information","Total","656765","22697"
"Total with completed information","Unknown","1414","11"
