"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1043","US-13001","13","1","18561","91","29","5619.31","156.24","360.97","67"
"Atkinson","446","US-13003","13","3","8330","58","3","5354.14","36.01","144.06","12"
"Bacon","599","US-13005","13","5","11404","47","14","5252.54","122.76","157.84","18"
"Baker","84","US-13007","13","7","3116","20","4","2695.76","128.37","256.74","8"
"Baldwin","2127","US-13009","13","9","44428","168","57","4787.52","128.3","405.15","180"
"Banks","498","US-13011","13","11","19982","68","8","2492.24","40.04","230.21","46"
"Barrow","2240","US-13013","13","13","86383","246","48","2593.1","55.57","216.48","187"
"Bartow","2960","US-13015","13","15","110771","296","87","2672.18","78.54","166.11","184"
"Ben Hill","791","US-13017","13","17","16645","81","25","4752.18","150.2","390.51","65"
"Berrien","460","US-13019","13","19","19276","22","12","2386.39","62.25","160.82","31"
"Bibb","6097","US-13021","13","21","152150","854","173","4007.23","113.7","156.42","238"
"Bleckley","438","US-13023","13","23","12838","27","21","3411.75","163.58","148","19"
"Brantley","347","US-13025","13","25","19202","33","10","1807.1","52.08","52.08","10"
"Brooks","524","US-13027","13","27","15727","55","26","3331.85","165.32","89.02","14"
"Bryan","1159","US-13029","13","29","39137","81","11","2961.39","28.11","189.08","74"
"Bulloch","2895","US-13031","13","31","79467","133","28","3643.02","35.23","208.89","166"
"Burke","826","US-13033","13","33","22342","86","10","3697.07","44.76","317.79","71"
"Butts","669","US-13035","13","35","25174","54","42","2657.5","166.84","214.51","54"
"Calhoun","247","US-13037","13","37","6317","47","8","3910.08","126.64","284.95","18"
"Camden","1306","US-13039","13","39","53924","55","13","2421.93","24.11","192.86","104"
"Candler","466","US-13043","13","43","10837","32","19","4300.08","175.33","525.98","57"
"Carroll","2819","US-13045","13","45","120119","158","68","2346.84","56.61","166.5","200"
"Catoosa","1212","US-13047","13","47","68771","77","18","1762.37","26.17","207.94","143"
"Charlton","638","US-13049","13","49","13251","25","7","4814.73","52.83","233.94","31"
"Chatham","8548","US-13051","13","51","292176","770","166","2925.63","56.82","171.47","501"
"Chattahoochee","1678","US-13053","13","53","10749","14","1","15610.75","9.3","641.92","69"
"Chattooga","792","US-13055","13","55","24766","56","22","3197.93","88.83","367.44","91"
"Cherokee","6159","US-13057","13","57","266617","491","93","2310.06","34.88","156.03","416"
"Clarke","5105","US-13059","13","59","129779","229","44","3933.61","33.9","217.29","282"
"Clay","121","US-13061","13","61","2855","9","2","4238.18","70.05","35.03","1"
"Clayton","7114","US-13063","13","63","304838","644","161","2333.7","52.81","80.04","244"
"Clinch","380","US-13065","13","65","6656","28","6","5709.13","90.14","465.75","31"
"Cobb","19829","US-13067","13","67","790588","1791","427","2508.13","54.01","107.39","849"
"Coffee","2079","US-13069","13","69","43042","309","50","4830.17","116.17","313.65","135"
"Colquitt","1898","US-13071","13","71","45393","155","34","4181.26","74.9","132.18","60"
"Columbia","3796","US-13073","13","73","158631","183","61","2392.97","38.45","133.64","212"
"Cook","553","US-13075","13","75","17437","61","13","3171.42","74.55","108.96","19"
"Coweta","2637","US-13077","13","77","152001","133","48","1734.86","31.58","76.97","117"
"Crawford","168","US-13079","13","79","12228","26","5","1373.9","40.89","32.71","4"
"Crisp","573","US-13081","13","81","22289","72","17","2570.77","76.27","197.41","44"
"Dade","286","US-13083","13","83","16162","21","5","1769.58","30.94","148.5","24"
"Dawson","838","US-13085","13","85","27021","76","8","3101.29","29.61","225.75","61"
"DeKalb","18938","US-13089","13","89","793154","2124","369","2387.68","46.52","101.24","803"
"Decatur","1173","US-13087","13","87","26322","91","29","4456.35","110.17","341.92","90"
"Dodge","434","US-13091","13","91","20385","42","12","2129.02","58.87","274.71","56"
"Dooly","340","US-13093","13","93","13400","52","14","2537.31","104.48","171.64","23"
"Dougherty","3163","US-13095","13","95","89905","647","187","3518.16","208","81.2","73"
"Douglas","3621","US-13097","13","97","151906","413","71","2383.71","46.74","128.37","195"
"Early","506","US-13099","13","99","10146","37","33","4987.19","325.25","512.52","52"
"Echols","241","US-13101","13","101","3969","9","2","6072.06","50.39","75.59","3"
"Effingham","1464","US-13103","13","103","64026","98","24","2286.57","37.48","199.92","128"
"Elbert","698","US-13105","13","105","18945","45","5","3684.35","26.39","585.91","111"
"Emanuel","1083","US-13107","13","107","22664","78","32","4778.5","141.19","476.53","108"
"Evans","433","US-13109","13","109","10687","36","6","4051.65","56.14","215.21","23"
"Fannin","686","US-13111","13","111","26320","53","24","2606.38","91.19","421.73","111"
"Fayette","1896","US-13113","13","113","117544","105","50","1613.01","42.54","136.97","161"
"Floyd","3259","US-13115","13","115","99916","247","45","3261.74","45.04","378.32","378"
"Forsyth","4160","US-13117","13","117","252507","327","46","1647.48","18.22","116.43","294"
"Franklin","765","US-13119","13","119","23329","59","13","3279.18","55.72","338.63","79"
"Fulton","27790","US-13121","13","121","1099181","2429","577","2528.25","52.49","103.35","1136"
"Gilmer","830","US-13123","13","123","31417","79","12","2641.88","38.2","136.87","43"
"Glascock","39","US-13125","13","125","3025","4","2","1289.26","66.12","33.06","1"
"Glynn","3494","US-13127","13","127","86047","289","96","4060.57","111.57","135.97","117"
"Gordon","1880","US-13129","13","129","58049","117","37","3238.64","63.74","249.79","145"
"Grady","796","US-13131","13","131","24540","91","22","3243.68","89.65","273.02","67"
"Greene","509","US-13133","13","133","18717","57","24","2719.45","128.23","90.83","17"
"Gwinnett","27733","US-13135","13","135","971145","2707","409","2855.7","42.12","134.27","1304"
"Habersham","1700","US-13137","13","137","45800","227","71","3711.79","155.02","360.26","165"
"Hall","9498","US-13139","13","139","206349","979","158","4602.88","76.57","358.62","740"
"Hancock","397","US-13141","13","141","8193","67","43","4845.6","524.84","207.49","17"
"Haralson","493","US-13143","13","143","30722","28","9","1604.71","29.29","221.34","68"
"Harris","799","US-13145","13","145","34712","88","22","2301.8","63.38","72.02","25"
"Hart","522","US-13147","13","147","26107","67","13","1999.46","49.8","157.05","41"
"Heard","199","US-13149","13","149","12370","15","5","1608.73","40.42","97.01","12"
"Henry","5307","US-13151","13","151","239866","216","103","2212.49","42.94","121.73","292"
"Houston","3166","US-13153","13","153","157039","379","82","2016.06","52.22","125.45","197"
"Irwin","313","US-13155","13","155","9433","38","4","3318.14","42.4","371.04","35"
"Jackson","2035","US-13157","13","157","74700","165","33","2724.23","44.18","246.32","184"
"Jasper","221","US-13159","13","159","14199","21","4","1556.45","28.17","70.43","10"
"Jeff Davis","725","US-13161","13","161","15148","49","20","4786.11","132.03","204.65","31"
"Jefferson","805","US-13163","13","163","15313","77","29","5256.97","189.38","306.93","47"
"Jenkins","435","US-13165","13","165","8576","63","30","5072.29","349.81","536.38","46"
"Johnson","416","US-13167","13","167","9661","57","22","4305.97","227.72","113.86","11"
"Jones","565","US-13169","13","169","28591","49","9","1976.15","31.48","164.39","47"
"Lamar","374","US-13171","13","171","19347","42","18","1933.12","93.04","124.05","24"
"Lanier","297","US-13173","13","173","10351","15","5","2869.29","48.3","48.3","5"
"Laurens","1671","US-13175","13","175","47296","143","75","3533.07","158.58","270.64","128"
"Lee","703","US-13177","13","177","29971","105","26","2345.6","86.75","76.74","23"
"Liberty","1129","US-13179","13","179","61904","110","23","1823.79","37.15","137.31","85"
"Lincoln","213","US-13181","13","181","8125","24","7","2621.54","86.15","98.46","8"
