"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","40385","1999"
"Any Chronic Condition","Male","32766","2159"
"Any Chronic Condition","Total","73569","4161"
"Any Chronic Condition","Unknown","418","3"
"Cardiovascular Disease","Female","12918","1293"
"Cardiovascular Disease","Male","10877","1435"
"Cardiovascular Disease","Total","23895","2728"
"Cardiovascular Disease","Unknown","100","0"
"Chronic Liver Disease","Female","511","54"
"Chronic Liver Disease","Male","451","68"
"Chronic Liver Disease","Total","964","122"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","11585","609"
"Chronic Lung Disease","Male","7220","572"
"Chronic Lung Disease","Total","18941","1181"
"Chronic Lung Disease","Unknown","136","0"
"Chronic Renal Disease","Female","2493","500"
"Chronic Renal Disease","Male","2302","591"
"Chronic Renal Disease","Total","4818","1092"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","2140","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2150","4"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","12148","848"
"Diabetes Mellitus","Male","10020","997"
"Diabetes Mellitus","Total","22281","1847"
"Diabetes Mellitus","Unknown","113","2"
"ICU","Female","2336","846"
"ICU","Male","2937","1123"
"ICU","Total","5300","1971"
"ICU","Unknown","27","2"
"Immunocompromised Condition","Female","3871","240"
"Immunocompromised Condition","Male","2383","282"
"Immunocompromised Condition","Total","6283","522"
"Immunocompromised Condition","Unknown","29","0"
"Missing/Unknown status on all conditions","Female","69323","573"
"Missing/Unknown status on all conditions","Male","64528","689"
"Missing/Unknown status on all conditions","Total","140443","1264"
"Missing/Unknown status on all conditions","Unknown","6592","2"
"Neurologic/Neurodevelopmental","Female","3101","600"
"Neurologic/Neurodevelopmental","Male","2096","515"
"Neurologic/Neurodevelopmental","Total","5229","1115"
"Neurologic/Neurodevelopmental","Unknown","32","0"
"None of the above conditions","Female","93262","2437"
"None of the above conditions","Male","74950","2526"
"None of the above conditions","Total","169536","4964"
"None of the above conditions","Unknown","1324","1"
"Other Chronic Diseases","Female","6508","638"
"Other Chronic Diseases","Male","4148","631"
"Other Chronic Diseases","Total","10709","1269"
"Other Chronic Diseases","Unknown","53","0"
"Smoker","Female","10123","260"
"Smoker","Male","12971","504"
"Smoker","Total","23215","764"
"Smoker","Unknown","121","0"
"Total with completed information","Female","98211","2826"
"Total with completed information","Male","79288","2970"
"Total with completed information","Total","178891","5799"
"Total with completed information","Unknown","1392","3"
