"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","110994","4194"
"Any Chronic Condition","Male","88395","4883"
"Any Chronic Condition","Total","199958","9083"
"Any Chronic Condition","Unknown","569","6"
"Any Disability","Female","7915","1152"
"Any Disability","Male","5978","1056"
"Any Disability","Total","13933","2212"
"Any Disability","Unknown","40","4"
"Cardiovascular Disease","Female","24789","2373"
"Cardiovascular Disease","Male","22516","2868"
"Cardiovascular Disease","Total","47397","5243"
"Cardiovascular Disease","Unknown","92","2"
"Chronic Liver Disease","Female","1253","116"
"Chronic Liver Disease","Male","1100","170"
"Chronic Liver Disease","Total","2361","286"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","29206","1170"
"Chronic Lung Disease","Male","18607","1229"
"Chronic Lung Disease","Total","47945","2400"
"Chronic Lung Disease","Unknown","132","1"
"Chronic Renal Disease","Female","5089","964"
"Chronic Renal Disease","Male","4994","1198"
"Chronic Renal Disease","Total","10106","2163"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4675","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4685","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","27126","1727"
"Diabetes Mellitus","Male","23514","2160"
"Diabetes Mellitus","Total","50759","3888"
"Diabetes Mellitus","Unknown","119","1"
"Hypertension/High blood pressure","Female","14197","522"
"Hypertension/High blood pressure","Male","11228","622"
"Hypertension/High blood pressure","Total","25518","1146"
"Hypertension/High blood pressure","Unknown","93","2"
"ICU","Female","4231","1724"
"ICU","Male","5463","2348"
"ICU","Total","9712","4075"
"ICU","Unknown","18","3"
"Immunocompromised Condition","Female","9958","529"
"Immunocompromised Condition","Male","5887","623"
"Immunocompromised Condition","Total","15879","1153"
"Immunocompromised Condition","Unknown","34","1"
"Missing/Unknown status on all conditions","Female","202249","848"
"Missing/Unknown status on all conditions","Male","185084","1028"
"Missing/Unknown status on all conditions","Total","396235","1883"
"Missing/Unknown status on all conditions","Unknown","8902","7"
"None of the above conditions","Female","243644","6295"
"None of the above conditions","Male","197192","7178"
"None of the above conditions","Total","442524","13481"
"None of the above conditions","Unknown","1688","8"
"Obesity (BMI>40)","Female","4848","112"
"Obesity (BMI>40)","Male","2667","113"
"Obesity (BMI>40)","Total","7533","225"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","32936","1966"
"Other Chronic Diseases","Male","21819","2045"
"Other Chronic Diseases","Total","54919","4014"
"Other Chronic Diseases","Unknown","164","3"
"Smoker","Female","25139","594"
"Smoker","Male","31094","1184"
"Smoker","Total","56354","1778"
"Smoker","Unknown","121","0"
"Total with completed information","Female","253965","6984"
"Total with completed information","Male","206308","7950"
"Total with completed information","Total","462033","14944"
"Total with completed information","Unknown","1760","10"
