"province","date_recovered","recovered","cumulative_recovered"
"Manitoba",2020-05-26,1,269
"Manitoba",2020-05-27,2,271
"Manitoba",2020-05-28,2,273
"Manitoba",2020-05-29,0,273
"Manitoba",2020-05-30,5,278
"Manitoba",2020-05-31,0,278
"Manitoba",2020-06-01,0,278
"Manitoba",2020-06-02,0,278
"Manitoba",2020-06-03,4,282
"Manitoba",2020-06-04,2,284
"Manitoba",2020-06-05,0,284
"Manitoba",2020-06-06,0,284
"Manitoba",2020-06-07,0,284
"Manitoba",2020-06-08,0,284
"Manitoba",2020-06-09,1,285
"Manitoba",2020-06-10,0,285
"Manitoba",2020-06-11,1,286
"Manitoba",2020-06-12,3,289
"Manitoba",2020-06-13,0,289
"Manitoba",2020-06-14,0,289
"Manitoba",2020-06-15,3,292
"Manitoba",2020-06-16,0,292
"Manitoba",2020-06-17,1,293
"Manitoba",2020-06-18,0,293
"Manitoba",2020-06-19,0,293
"Manitoba",2020-06-20,0,293
"Manitoba",2020-06-21,0,293
"Manitoba",2020-06-22,0,293
"Manitoba",2020-06-23,0,293
"Manitoba",2020-06-24,0,293
"Manitoba",2020-06-25,1,294
"Manitoba",2020-06-26,6,300
"Manitoba",2020-06-27,0,300
"Manitoba",2020-06-28,0,300
"Manitoba",2020-06-29,0,300
"Manitoba",2020-06-30,0,300
"Manitoba",2020-07-01,0,300
"Manitoba",2020-07-02,2,302
"Manitoba",2020-07-03,0,302
"Manitoba",2020-07-04,0,302
"Manitoba",2020-07-05,0,302
"Manitoba",2020-07-06,2,304
"Manitoba",2020-07-07,3,307
"Manitoba",2020-07-08,5,312
"Manitoba",2020-07-09,2,314
"Manitoba",2020-07-10,0,314
"Manitoba",2020-07-11,0,314
"Manitoba",2020-07-12,0,314
"Manitoba",2020-07-13,3,317
"Manitoba",2020-07-14,1,318
"Manitoba",2020-07-15,0,318
"Manitoba",2020-07-16,0,318
"Manitoba",2020-07-17,0,318
"Manitoba",2020-07-18,0,318
"Manitoba",2020-07-19,0,318
"Manitoba",2020-07-20,0,318
"Manitoba",2020-07-21,0,318
"Manitoba",2020-07-22,0,318
"Manitoba",2020-07-23,1,319
"Manitoba",2020-07-24,0,319
"Manitoba",2020-07-25,0,319
"Manitoba",2020-07-26,0,319
"Manitoba",2020-07-27,0,319
"Manitoba",2020-07-28,0,319
"Manitoba",2020-07-29,6,325
"Manitoba",2020-07-30,0,325
"Manitoba",2020-07-31,12,337
"Manitoba",2020-08-01,0,337
"Manitoba",2020-08-02,0,337
"Manitoba",2020-08-03,0,337
"Manitoba",2020-08-04,4,341
"Manitoba",2020-08-05,1,342
"Manitoba",2020-08-06,6,348
"Manitoba",2020-08-07,3,351
"Manitoba",2020-08-08,0,351
"Manitoba",2020-08-09,1,352
"Manitoba",2020-08-10,2,354
"Manitoba",2020-08-11,6,360
"Manitoba",2020-08-12,8,368
"Manitoba",2020-08-13,9,377
"Manitoba",2020-08-14,12,389
"Manitoba",2020-08-15,54,443
"Manitoba",2020-08-16,40,483
"Manitoba",2020-08-17,7,490
"Manitoba",2020-08-18,12,502
"Manitoba",2020-08-19,26,528
"Manitoba",2020-08-20,9,537
"Manitoba",2020-08-21,16,553
"Manitoba",2020-08-22,17,570
"Manitoba",2020-08-23,6,576
"Manitoba",2020-08-24,10,586
"Manitoba",2020-08-25,20,606
"Manitoba",2020-08-26,16,622
"Manitoba",2020-08-27,21,643
"Manitoba",2020-08-28,21,664
"Manitoba",2020-08-29,29,693
"Manitoba",2020-08-30,17,710
"Manitoba",2020-08-31,21,731
"Manitoba",2020-09-01,28,759
"Manitoba",2020-09-02,17,776
"Manitoba",2020-09-03,15,791
"Manitoba",2020-09-04,44,835
"Manitoba",2020-09-05,17,852
"Manitoba",2020-09-06,46,898
"Manitoba",2020-09-07,12,910
"Manitoba",2020-09-08,30,940
"Manitoba",2020-09-09,5,945
"Manitoba",2020-09-10,57,1002
"Manitoba",2020-09-11,88,1090
"Manitoba",2020-09-12,66,1156
"Manitoba",2020-09-13,17,1173
"Manitoba",2020-09-14,3,1176
"Manitoba",2020-09-15,5,1181
"Manitoba",2020-09-16,9,1190
"Manitoba",2020-09-17,1,1191
"Manitoba",2020-09-18,8,1199
"Manitoba",2020-09-19,12,1211
"Manitoba",2020-09-20,5,1216
"Manitoba",2020-09-21,11,1227
"Manitoba",2020-09-22,7,1234
"Manitoba",2020-09-23,4,1238
"Manitoba",2020-09-24,5,1243
"Manitoba",2020-09-25,15,1258
"Manitoba",2020-09-26,7,1265
"Manitoba",2020-09-27,7,1272
"Manitoba",2020-09-28,9,1281
"Manitoba",2020-09-29,46,1327
"Manitoba",2020-09-30,47,1374
"Manitoba",2020-10-01,14,1388
"Manitoba",2020-10-02,11,1399
"Manitoba",2020-10-03,10,1409
"Manitoba",2020-10-04,12,1421
"Manitoba",2020-10-05,8,1429
"Manitoba",2020-10-06,12,1441
"Manitoba",2020-10-07,7,1448
"Manitoba",2020-10-08,6,1454
"Manitoba",2020-10-09,11,1465
"Manitoba",2020-10-10,10,1475
"Manitoba",2020-10-11,8,1483
"Manitoba",2020-10-12,7,1490
"Manitoba",2020-10-13,6,1496
"Manitoba",2020-10-14,18,1514
"Manitoba",2020-10-15,19,1533
"Manitoba",2020-10-16,20,1553
"Manitoba",2020-10-17,19,1572
"Manitoba",2020-10-18,15,1587
"Manitoba",2020-10-19,10,1597
"Manitoba",2020-10-20,106,1703
"Manitoba",2020-10-21,106,1809
"Manitoba",2020-10-22,111,1920
"Manitoba",2020-10-23,112,2032
"Manitoba",2020-10-24,84,2116
"Manitoba",2020-10-25,26,2142
"Manitoba",2020-10-26,35,2177
"Manitoba",2020-10-27,59,2236
"Manitoba",2020-10-28,70,2306
"Manitoba",2020-10-29,117,2423
"Manitoba",2020-10-30,149,2572
"Manitoba",2020-10-31,74,2646
"Manitoba",2020-11-01,58,2704
"Manitoba",2020-11-02,36,2740
"Manitoba",2020-11-03,57,2797
"Manitoba",2020-11-04,95,2892
"Manitoba",2020-11-05,28,2920
"Manitoba",2020-11-06,117,3037
"Manitoba",2020-11-07,89,3126
"Manitoba",2020-11-08,49,3175
"Manitoba",2020-11-09,59,3234
"Manitoba",2020-11-10,140,3374
"Manitoba",2020-11-11,135,3509
"Manitoba",2020-11-12,111,3620
"Manitoba",2020-11-13,152,3772
"Manitoba",2020-11-14,119,3891
"Manitoba",2020-11-15,179,4070
"Manitoba",2020-11-16,86,4156
"Manitoba",2020-11-17,168,4324
"Manitoba",2020-11-18,108,4432
"Manitoba",2020-11-19,223,4655
"Manitoba",2020-11-20,196,4851
"Manitoba",2020-11-21,224,5075
"Manitoba",2020-11-22,118,5193
"Manitoba",2020-11-23,160,5353
"Manitoba",2020-11-24,280,5633
"Manitoba",2020-11-25,260,5893
"Manitoba",2020-11-26,284,6177
"Manitoba",2020-11-27,310,6487
"Manitoba",2020-11-28,317,6804
"Manitoba",2020-11-29,206,7010
"Manitoba",2020-11-30,243,7253
"Manitoba",2020-12-01,460,7713
"Manitoba",2020-12-02,359,8072
"Manitoba",2020-12-03,196,8268
"Manitoba",2020-12-04,267,8535
"Manitoba",2020-12-05,392,8927
"Manitoba",2020-12-06,268,9195
"Manitoba",2020-12-07,4067,13262
"Manitoba",2020-12-08,315,13577
"Manitoba",2020-12-09,292,13869
"Manitoba",2020-12-10,247,14116
"Manitoba",2020-12-11,294,14410
"Manitoba",2020-12-12,227,14637
"Manitoba",2020-12-13,168,14805
"Manitoba",2020-12-14,169,14974
"Manitoba",2020-12-15,291,15265
"Manitoba",2020-12-16,241,15506
"Manitoba",2020-12-17,175,15681
"Manitoba",2020-12-18,567,16248
"Manitoba",2020-12-19,158,16406
"Manitoba",2020-12-20,135,16541
"Manitoba",2020-12-21,176,16717
"Manitoba",2020-12-22,1491,18208
"Manitoba",2020-12-23,141,18349
"Manitoba",2020-12-24,169,18518
"Manitoba",2020-12-25,0,18518
"Manitoba",2020-12-26,0,18518
"Manitoba",2020-12-27,494,19012
"Manitoba",2020-12-28,144,19156
"Manitoba",2020-12-29,146,19302
"Manitoba",2020-12-30,106,19408
"Manitoba",2020-12-31,120,19528
"Manitoba",2021-01-01,0,19528
"Manitoba",2021-01-02,261,19789
"Manitoba",2021-01-03,193,19982
"Manitoba",2021-01-04,151,20133
"Manitoba",2021-01-05,119,20252
"Manitoba",2021-01-06,124,20376
"Manitoba",2021-01-07,143,20519
"Manitoba",2021-01-08,136,20655
"Manitoba",2021-01-09,114,20769
"Manitoba",2021-01-10,81,20850
"Manitoba",2021-01-11,1445,22295
"Manitoba",2021-01-12,397,22692
"Manitoba",2021-01-13,322,23014
"Manitoba",2021-01-14,299,23313
"Manitoba",2021-01-15,165,23478
"Manitoba",2021-01-16,97,23575
"Manitoba",2021-01-17,86,23661
"Manitoba",2021-01-18,87,23748
"Manitoba",2021-01-19,121,23869
"Manitoba",2021-01-20,99,23968
"Manitoba",2021-01-21,123,24091
"Manitoba",2021-01-22,113,24204
"Manitoba",2021-01-23,103,24307
"Manitoba",2021-01-24,70,24377
"Manitoba",2021-01-25,87,24464
"Manitoba",2021-01-26,137,24601
"Manitoba",2021-01-27,126,24727
"Manitoba",2021-01-28,124,24851
"Manitoba",2021-01-29,116,24967
"Manitoba",2021-01-30,128,25095
"Manitoba",2021-01-31,137,25232
"Manitoba",2021-02-01,121,25353
"New Brunswick",2020-02-12,0,0
"New Brunswick",2020-02-13,0,0
"New Brunswick",2020-02-14,0,0
"New Brunswick",2020-02-15,0,0
"New Brunswick",2020-02-16,0,0
"New Brunswick",2020-02-17,0,0
"New Brunswick",2020-02-18,0,0
"New Brunswick",2020-02-19,0,0
"New Brunswick",2020-02-20,0,0
"New Brunswick",2020-02-21,0,0
"New Brunswick",2020-02-22,0,0
"New Brunswick",2020-02-23,0,0
"New Brunswick",2020-02-24,0,0
"New Brunswick",2020-02-25,0,0
"New Brunswick",2020-02-26,0,0
"New Brunswick",2020-02-27,0,0
"New Brunswick",2020-02-28,0,0
"New Brunswick",2020-02-29,0,0
"New Brunswick",2020-03-01,0,0
"New Brunswick",2020-03-02,0,0
"New Brunswick",2020-03-03,0,0
"New Brunswick",2020-03-04,0,0
"New Brunswick",2020-03-05,0,0
"New Brunswick",2020-03-06,0,0
"New Brunswick",2020-03-07,0,0
"New Brunswick",2020-03-08,0,0
"New Brunswick",2020-03-09,0,0
"New Brunswick",2020-03-10,0,0
"New Brunswick",2020-03-11,0,0
"New Brunswick",2020-03-12,0,0
"New Brunswick",2020-03-13,0,0
"New Brunswick",2020-03-14,0,0
"New Brunswick",2020-03-15,0,0
"New Brunswick",2020-03-16,0,0
"New Brunswick",2020-03-17,0,0
"New Brunswick",2020-03-18,0,0
"New Brunswick",2020-03-19,0,0
"New Brunswick",2020-03-20,0,0
"New Brunswick",2020-03-21,0,0
"New Brunswick",2020-03-22,0,0
"New Brunswick",2020-03-23,0,0
"New Brunswick",2020-03-24,0,0
"New Brunswick",2020-03-25,0,0
"New Brunswick",2020-03-26,0,0
"New Brunswick",2020-03-27,1,1
"New Brunswick",2020-03-28,1,2
"New Brunswick",2020-03-29,0,2
"New Brunswick",2020-03-30,0,2
"New Brunswick",2020-03-31,7,9
"New Brunswick",2020-04-01,5,14
"New Brunswick",2020-04-02,8,22
"New Brunswick",2020-04-03,3,25
"New Brunswick",2020-04-04,3,28
"New Brunswick",2020-04-05,0,28
"New Brunswick",2020-04-06,2,30
"New Brunswick",2020-04-07,9,39
"New Brunswick",2020-04-08,11,50
"New Brunswick",2020-04-09,3,53
"New Brunswick",2020-04-10,7,60
"New Brunswick",2020-04-11,10,70
"New Brunswick",2020-04-12,0,70
"New Brunswick",2020-04-13,4,74
"New Brunswick",2020-04-14,1,75
"New Brunswick",2020-04-15,2,77
"New Brunswick",2020-04-16,3,80
"New Brunswick",2020-04-17,3,83
"New Brunswick",2020-04-18,4,87
"New Brunswick",2020-04-19,5,92
"New Brunswick",2020-04-20,6,98
"New Brunswick",2020-04-21,4,102
"New Brunswick",2020-04-22,2,104
"New Brunswick",2020-04-23,0,104
"New Brunswick",2020-04-24,3,107
"New Brunswick",2020-04-25,0,107
"New Brunswick",2020-04-26,4,111
"New Brunswick",2020-04-27,1,112
"New Brunswick",2020-04-28,2,114
"New Brunswick",2020-04-29,0,114
"New Brunswick",2020-04-30,0,114
"New Brunswick",2020-05-01,2,116
"New Brunswick",2020-05-02,2,118
"New Brunswick",2020-05-03,0,118
"New Brunswick",2020-05-04,0,118
"New Brunswick",2020-05-05,0,118
"New Brunswick",2020-05-06,0,118
"New Brunswick",2020-05-07,0,118
"New Brunswick",2020-05-08,0,118
"New Brunswick",2020-05-09,0,118
"New Brunswick",2020-05-10,0,118
"New Brunswick",2020-05-11,0,118
"New Brunswick",2020-05-12,0,118
"New Brunswick",2020-05-13,0,118
"New Brunswick",2020-05-14,0,118
"New Brunswick",2020-05-15,1,119
"New Brunswick",2020-05-16,1,120
"New Brunswick",2020-05-17,0,120
"New Brunswick",2020-05-18,0,120
"New Brunswick",2020-05-19,0,120
"New Brunswick",2020-05-20,0,120
"New Brunswick",2020-05-21,0,120
"New Brunswick",2020-05-22,0,120
"New Brunswick",2020-05-23,0,120
"New Brunswick",2020-05-24,0,120
"New Brunswick",2020-05-25,0,120
"New Brunswick",2020-05-26,0,120
"New Brunswick",2020-05-27,0,120
"New Brunswick",2020-05-28,0,120
"New Brunswick",2020-05-29,0,120
"New Brunswick",2020-05-30,0,120
"New Brunswick",2020-05-31,0,120
"New Brunswick",2020-06-01,0,120
"New Brunswick",2020-06-02,0,120
"New Brunswick",2020-06-03,0,120
"New Brunswick",2020-06-04,0,120
"New Brunswick",2020-06-05,1,121
"New Brunswick",2020-06-06,0,121
"New Brunswick",2020-06-07,0,121
"New Brunswick",2020-06-08,0,121
"New Brunswick",2020-06-09,0,121
"New Brunswick",2020-06-10,0,121
"New Brunswick",2020-06-11,2,123
"New Brunswick",2020-06-12,2,125
"New Brunswick",2020-06-13,1,126
"New Brunswick",2020-06-14,3,129
"New Brunswick",2020-06-15,0,129
"New Brunswick",2020-06-16,2,131
"New Brunswick",2020-06-17,2,133
"New Brunswick",2020-06-18,2,135
"New Brunswick",2020-06-19,0,135
"New Brunswick",2020-06-20,0,135
"New Brunswick",2020-06-21,0,135
"New Brunswick",2020-06-22,0,135
"New Brunswick",2020-06-23,8,143
"New Brunswick",2020-06-24,4,147
"New Brunswick",2020-06-25,2,149
"New Brunswick",2020-06-26,1,150
"New Brunswick",2020-06-27,4,154
"New Brunswick",2020-06-28,4,158
"New Brunswick",2020-06-29,0,158
"New Brunswick",2020-06-30,1,159
"New Brunswick",2020-07-01,1,160
"New Brunswick",2020-07-02,0,160
"New Brunswick",2020-07-03,1,161
"New Brunswick",2020-07-04,1,162
"New Brunswick",2020-07-05,0,162
"New Brunswick",2020-07-06,0,162
"New Brunswick",2020-07-07,0,162
"New Brunswick",2020-07-08,0,162
"New Brunswick",2020-07-09,1,163
"New Brunswick",2020-07-10,0,163
"New Brunswick",2020-07-11,0,163
"New Brunswick",2020-07-12,0,163
"New Brunswick",2020-07-13,0,163
"New Brunswick",2020-07-14,0,163
"New Brunswick",2020-07-15,0,163
"New Brunswick",2020-07-16,0,163
"New Brunswick",2020-07-17,0,163
"New Brunswick",2020-07-18,0,163
"New Brunswick",2020-07-19,0,163
"New Brunswick",2020-07-20,0,163
"New Brunswick",2020-07-21,0,163
"New Brunswick",2020-07-22,2,165
"New Brunswick",2020-07-23,0,165
"New Brunswick",2020-07-24,0,165
"New Brunswick",2020-07-25,0,165
"New Brunswick",2020-07-26,0,165
"New Brunswick",2020-07-27,0,165
"New Brunswick",2020-07-28,0,165
"New Brunswick",2020-07-29,0,165
"New Brunswick",2020-07-30,1,166
"New Brunswick",2020-07-31,0,166
"New Brunswick",2020-08-01,0,166
"New Brunswick",2020-08-02,0,166
"New Brunswick",2020-08-03,2,168
"New Brunswick",2020-08-04,0,168
"New Brunswick",2020-08-05,0,168
"New Brunswick",2020-08-06,0,168
"New Brunswick",2020-08-07,0,168
"New Brunswick",2020-08-08,0,168
"New Brunswick",2020-08-09,0,168
"New Brunswick",2020-08-10,0,168
"New Brunswick",2020-08-11,0,168
"New Brunswick",2020-08-12,0,168
"New Brunswick",2020-08-13,1,169
"New Brunswick",2020-08-14,0,169
"New Brunswick",2020-08-15,0,169
"New Brunswick",2020-08-16,0,169
"New Brunswick",2020-08-17,0,169
"New Brunswick",2020-08-18,2,171
"New Brunswick",2020-08-19,1,172
"New Brunswick",2020-08-20,6,178
"New Brunswick",2020-08-21,0,178
"New Brunswick",2020-08-22,0,178
"New Brunswick",2020-08-23,0,178
"New Brunswick",2020-08-24,0,178
"New Brunswick",2020-08-25,0,178
"New Brunswick",2020-08-26,2,180
"New Brunswick",2020-08-27,1,181
"New Brunswick",2020-08-28,1,182
"New Brunswick",2020-08-29,1,183
"New Brunswick",2020-08-30,2,185
"New Brunswick",2020-08-31,0,185
"New Brunswick",2020-09-01,1,186
"New Brunswick",2020-09-02,0,186
"New Brunswick",2020-09-03,0,186
"New Brunswick",2020-09-04,0,186
"New Brunswick",2020-09-05,0,186
"New Brunswick",2020-09-06,1,187
"New Brunswick",2020-09-07,0,187
"New Brunswick",2020-09-08,1,188
"New Brunswick",2020-09-09,0,188
"New Brunswick",2020-09-10,0,188
"New Brunswick",2020-09-11,1,189
"New Brunswick",2020-09-12,0,189
"New Brunswick",2020-09-13,0,189
"New Brunswick",2020-09-14,0,189
"New Brunswick",2020-09-15,0,189
"New Brunswick",2020-09-16,0,189
"New Brunswick",2020-09-17,1,190
"New Brunswick",2020-09-18,1,191
"New Brunswick",2020-09-19,0,191
"New Brunswick",2020-09-20,0,191
"New Brunswick",2020-09-21,0,191
"New Brunswick",2020-09-22,0,191
"New Brunswick",2020-09-23,0,191
"New Brunswick",2020-09-24,0,191
"New Brunswick",2020-09-25,0,191
"New Brunswick",2020-09-26,0,191
"New Brunswick",2020-09-27,0,191
"New Brunswick",2020-09-28,0,191
"New Brunswick",2020-09-29,1,192
"New Brunswick",2020-09-30,0,192
"New Brunswick",2020-10-01,0,192
"New Brunswick",2020-10-02,1,193
"New Brunswick",2020-10-03,0,193
"New Brunswick",2020-10-04,3,196
"New Brunswick",2020-10-05,0,196
"New Brunswick",2020-10-06,2,198
"New Brunswick",2020-10-07,0,198
"New Brunswick",2020-10-08,1,199
"New Brunswick",2020-10-09,0,199
"New Brunswick",2020-10-10,0,199
"New Brunswick",2020-10-11,0,199
"New Brunswick",2020-10-12,1,200
"New Brunswick",2020-10-13,0,200
"New Brunswick",2020-10-14,0,200
"New Brunswick",2020-10-15,1,201
"New Brunswick",2020-10-16,2,203
"New Brunswick",2020-10-17,0,203
"New Brunswick",2020-10-18,0,203
"New Brunswick",2020-10-19,4,207
"New Brunswick",2020-10-20,8,215
"New Brunswick",2020-10-21,8,223
"New Brunswick",2020-10-22,14,237
"New Brunswick",2020-10-23,8,245
"New Brunswick",2020-10-24,5,250
"New Brunswick",2020-10-25,7,257
"New Brunswick",2020-10-26,8,265
"New Brunswick",2020-10-27,8,273
"New Brunswick",2020-10-28,11,284
"New Brunswick",2020-10-29,10,294
"New Brunswick",2020-10-30,3,297
"New Brunswick",2020-10-31,2,299
"New Brunswick",2020-11-01,4,303
"New Brunswick",2020-11-02,2,305
"New Brunswick",2020-11-03,4,309
"New Brunswick",2020-11-04,4,313
"New Brunswick",2020-11-05,2,315
"New Brunswick",2020-11-06,5,320
"New Brunswick",2020-11-07,1,321
"New Brunswick",2020-11-08,3,324
"New Brunswick",2020-11-09,4,328
"New Brunswick",2020-11-10,4,332
"New Brunswick",2020-11-11,1,333
"New Brunswick",2020-11-12,4,337
"New Brunswick",2020-11-13,1,338
"New Brunswick",2020-11-14,1,339
"New Brunswick",2020-11-15,0,339
"New Brunswick",2020-11-16,2,341
"New Brunswick",2020-11-17,0,341
"New Brunswick",2020-11-18,1,342
"New Brunswick",2020-11-19,1,343
"New Brunswick",2020-11-20,1,344
"New Brunswick",2020-11-21,3,347
"New Brunswick",2020-11-22,0,347
"New Brunswick",2020-11-23,2,349
"New Brunswick",2020-11-24,1,350
"New Brunswick",2020-11-25,2,352
"New Brunswick",2020-11-26,1,353
"New Brunswick",2020-11-27,3,356
"New Brunswick",2020-11-28,7,363
"New Brunswick",2020-11-29,6,369
"New Brunswick",2020-11-30,5,374
"New Brunswick",2020-12-01,11,385
"New Brunswick",2020-12-02,3,388
"New Brunswick",2020-12-03,14,402
"New Brunswick",2020-12-04,8,410
"New Brunswick",2020-12-05,15,425
"New Brunswick",2020-12-06,20,445
"New Brunswick",2020-12-07,3,448
"New Brunswick",2020-12-08,4,452
"New Brunswick",2020-12-09,9,461
"New Brunswick",2020-12-10,3,464
"New Brunswick",2020-12-11,4,468
"New Brunswick",2020-12-12,7,475
"New Brunswick",2020-12-13,9,484
"New Brunswick",2020-12-14,6,490
"New Brunswick",2020-12-15,13,503
"New Brunswick",2020-12-16,4,507
"New Brunswick",2020-12-17,2,509
"New Brunswick",2020-12-18,3,512
"New Brunswick",2020-12-19,8,520
"New Brunswick",2020-12-20,0,520
"New Brunswick",2020-12-21,1,521
"New Brunswick",2020-12-22,4,525
"New Brunswick",2020-12-23,5,530
"New Brunswick",2020-12-24,4,534
"New Brunswick",2020-12-25,2,536
"New Brunswick",2020-12-26,7,543
"New Brunswick",2020-12-27,6,549
"New Brunswick",2020-12-28,2,551
"New Brunswick",2020-12-29,4,555
"New Brunswick",2020-12-30,5,560
"New Brunswick",2020-12-31,1,561
"New Brunswick",2021-01-01,6,567
"New Brunswick",2021-01-02,0,567
"New Brunswick",2021-01-03,0,567
"New Brunswick",2021-01-04,3,570
"New Brunswick",2021-01-05,2,572
"New Brunswick",2021-01-06,1,573
"New Brunswick",2021-01-07,4,577
"New Brunswick",2021-01-08,5,582
"New Brunswick",2021-01-09,2,584
"New Brunswick",2021-01-10,1,585
"New Brunswick",2021-01-11,1,586
"New Brunswick",2021-01-12,0,586
"New Brunswick",2021-01-13,7,593
"New Brunswick",2021-01-14,7,600
"New Brunswick",2021-01-15,15,615
"New Brunswick",2021-01-16,16,631
"New Brunswick",2021-01-17,11,642
"New Brunswick",2021-01-18,14,656
"New Brunswick",2021-01-19,18,674
"New Brunswick",2021-01-20,20,694
"New Brunswick",2021-01-21,25,719
"New Brunswick",2021-01-22,23,742
"New Brunswick",2021-01-23,20,762
"New Brunswick",2021-01-24,14,776
"New Brunswick",2021-01-25,12,788
"New Brunswick",2021-01-26,19,807
"New Brunswick",2021-01-27,24,831
"New Brunswick",2021-01-28,41,872
"New Brunswick",2021-01-29,15,887
"New Brunswick",2021-01-30,41,928
"New Brunswick",2021-01-31,26,954
"New Brunswick",2021-02-01,18,972
"NL",2020-02-12,0,0
"NL",2020-02-13,0,0
"NL",2020-02-14,0,0
"NL",2020-02-15,0,0
"NL",2020-02-16,0,0
"NL",2020-02-17,0,0
"NL",2020-02-18,0,0
"NL",2020-02-19,0,0
"NL",2020-02-20,0,0
"NL",2020-02-21,0,0
"NL",2020-02-22,0,0
"NL",2020-02-23,0,0
"NL",2020-02-24,0,0
"NL",2020-02-25,0,0
"NL",2020-02-26,0,0
"NL",2020-02-27,0,0
"NL",2020-02-28,0,0
"NL",2020-02-29,0,0
"NL",2020-03-01,0,0
"NL",2020-03-02,0,0
"NL",2020-03-03,0,0
"NL",2020-03-04,0,0
"NL",2020-03-05,0,0
"NL",2020-03-06,0,0
"NL",2020-03-07,0,0
"NL",2020-03-08,0,0
"NL",2020-03-09,0,0
"NL",2020-03-10,0,0
"NL",2020-03-11,0,0
"NL",2020-03-12,0,0
"NL",2020-03-13,0,0
"NL",2020-03-14,0,0
"NL",2020-03-15,0,0
"NL",2020-03-16,0,0
"NL",2020-03-17,0,0
"NL",2020-03-18,0,0
"NL",2020-03-19,0,0
"NL",2020-03-20,0,0
"NL",2020-03-21,0,0
"NL",2020-03-22,0,0
"NL",2020-03-23,0,0
"NL",2020-03-24,0,0
"NL",2020-03-25,0,0
"NL",2020-03-26,0,0
"NL",2020-03-27,1,1
"NL",2020-03-28,3,4
"NL",2020-03-29,0,4
"NL",2020-03-30,3,7
"NL",2020-03-31,0,7
"NL",2020-04-01,3,10
"NL",2020-04-02,0,10
"NL",2020-04-03,1,11
"NL",2020-04-04,7,18
"NL",2020-04-05,10,28
"NL",2020-04-06,4,32
"NL",2020-04-07,17,49
"NL",2020-04-08,25,74
"NL",2020-04-09,22,96
"NL",2020-04-10,7,103
"NL",2020-04-11,17,120
"NL",2020-04-12,9,129
"NL",2020-04-13,4,133
"NL",2020-04-14,16,149
"NL",2020-04-15,10,159
"NL",2020-04-16,11,170
"NL",2020-04-17,6,176
"NL",2020-04-18,13,189
"NL",2020-04-19,2,191
"NL",2020-04-20,0,191
"NL",2020-04-21,3,194
"NL",2020-04-22,5,199
"NL",2020-04-23,6,205
"NL",2020-04-24,2,207
"NL",2020-04-25,1,208
"NL",2020-04-26,11,219
"NL",2020-04-27,2,221
"NL",2020-04-28,1,222
"NL",2020-04-29,3,225
"NL",2020-04-30,0,225
"NL",2020-05-01,5,230
"NL",2020-05-02,1,231
"NL",2020-05-03,1,232
"NL",2020-05-04,1,233
"NL",2020-05-05,8,241
"NL",2020-05-06,3,244
"NL",2020-05-07,0,244
"NL",2020-05-08,0,244
"NL",2020-05-09,0,244
"NL",2020-05-10,0,244
"NL",2020-05-11,0,244
"NL",2020-05-12,3,247
"NL",2020-05-13,0,247
"NL",2020-05-14,1,248
"NL",2020-05-15,0,248
"NL",2020-05-16,1,249
"NL",2020-05-17,0,249
"NL",2020-05-18,0,249
"NL",2020-05-19,1,250
"NL",2020-05-20,3,253
"NL",2020-05-21,0,253
"NL",2020-05-22,0,253
"NL",2020-05-23,1,254
"NL",2020-05-24,0,254
"NL",2020-05-25,0,254
"NL",2020-05-26,1,255
"NL",2020-05-27,0,255
"NL",2020-05-28,0,255
"NL",2020-05-29,0,255
"NL",2020-05-30,0,255
"NL",2020-05-31,0,255
"NL",2020-06-01,0,255
"NL",2020-06-02,1,256
"NL",2020-06-03,0,256
"NL",2020-06-04,0,256
"NL",2020-06-05,0,256
"NL",2020-06-06,0,256
"NL",2020-06-07,0,256
"NL",2020-06-08,0,256
"NL",2020-06-09,0,256
"NL",2020-06-10,0,256
"NL",2020-06-11,0,256
"NL",2020-06-12,0,256
"NL",2020-06-13,0,256
"NL",2020-06-14,0,256
"NL",2020-06-15,1,257
"NL",2020-06-16,0,257
"NL",2020-06-17,0,257
"NL",2020-06-18,1,258
"NL",2020-06-19,0,258
"NL",2020-06-20,0,258
"NL",2020-06-21,0,258
"NL",2020-06-22,0,258
"NL",2020-06-23,0,258
"NL",2020-06-24,0,258
"NL",2020-06-25,0,258
"NL",2020-06-26,0,258
"NL",2020-06-27,0,258
"NL",2020-06-28,0,258
"NL",2020-06-29,0,258
"NL",2020-06-30,0,258
"NL",2020-07-01,0,258
"NL",2020-07-02,0,258
"NL",2020-07-03,0,258
"NL",2020-07-04,0,258
"NL",2020-07-05,0,258
"NL",2020-07-06,0,258
"NL",2020-07-07,0,258
"NL",2020-07-08,0,258
"NL",2020-07-09,0,258
"NL",2020-07-10,0,258
"NL",2020-07-11,0,258
"NL",2020-07-12,0,258
"NL",2020-07-13,0,258
"NL",2020-07-14,0,258
"NL",2020-07-15,0,258
"NL",2020-07-16,0,258
"NL",2020-07-17,1,259
"NL",2020-07-18,0,259
"NL",2020-07-19,0,259
"NL",2020-07-20,0,259
"NL",2020-07-21,0,259
"NL",2020-07-22,0,259
"NL",2020-07-23,0,259
"NL",2020-07-24,0,259
"NL",2020-07-25,0,259
"NL",2020-07-26,0,259
"NL",2020-07-27,0,259
"NL",2020-07-28,0,259
