"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","102847","3795"
"Any Chronic Condition","Male","81705","4413"
"Any Chronic Condition","Total","185246","8214"
"Any Chronic Condition","Unknown","694","6"
"Any Disability","Female","7216","1040"
"Any Disability","Male","5345","957"
"Any Disability","Total","12612","1997"
"Any Disability","Unknown","51","0"
"Cardiovascular Disease","Female","23915","2187"
"Cardiovascular Disease","Male","21594","2640"
"Cardiovascular Disease","Total","45640","4830"
"Cardiovascular Disease","Unknown","131","3"
"Chronic Liver Disease","Female","1156","107"
"Chronic Liver Disease","Male","1006","148"
"Chronic Liver Disease","Total","2171","255"
"Chronic Liver Disease","Unknown","9","0"
"Chronic Lung Disease","Female","27068","1079"
"Chronic Lung Disease","Male","17221","1110"
"Chronic Lung Disease","Total","44454","2191"
"Chronic Lung Disease","Unknown","165","2"
"Chronic Renal Disease","Female","4790","864"
"Chronic Renal Disease","Male","4692","1092"
"Chronic Renal Disease","Total","9514","1959"
"Chronic Renal Disease","Unknown","32","3"
"Currently Pregnant","Female","4335","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4346","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","25455","1566"
"Diabetes Mellitus","Male","21988","1971"
"Diabetes Mellitus","Total","47586","3540"
"Diabetes Mellitus","Unknown","143","3"
"Hypertension/High blood pressure","Female","10995","332"
"Hypertension/High blood pressure","Male","8603","426"
"Hypertension/High blood pressure","Total","19685","759"
"Hypertension/High blood pressure","Unknown","87","1"
"ICU","Female","3957","1599"
"ICU","Male","5148","2170"
"ICU","Total","9126","3773"
"ICU","Unknown","21","4"
"Immunocompromised Condition","Female","9223","465"
"Immunocompromised Condition","Male","5453","550"
"Immunocompromised Condition","Total","14714","1015"
"Immunocompromised Condition","Unknown","38","0"
"Missing/Unknown status on all conditions","Female","199584","835"
"Missing/Unknown status on all conditions","Male","181626","1008"
"Missing/Unknown status on all conditions","Total","390835","1854"
"Missing/Unknown status on all conditions","Unknown","9625","11"
"None of the above conditions","Female","225105","5531"
"None of the above conditions","Male","181336","6242"
"None of the above conditions","Total","408380","11790"
"None of the above conditions","Unknown","1939","17"
"Obesity (BMI>40)","Female","3582","73"
"Obesity (BMI>40)","Male","1998","78"
"Obesity (BMI>40)","Total","5597","151"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","31623","1853"
"Other Chronic Diseases","Male","20978","1910"
"Other Chronic Diseases","Total","52816","3764"
"Other Chronic Diseases","Unknown","215","1"
"Smoker","Female","23139","538"
"Smoker","Male","28739","1063"
"Smoker","Total","52037","1601"
"Smoker","Unknown","159","0"
"Total with completed information","Female","235293","6190"
"Total with completed information","Male","190345","7005"
"Total with completed information","Total","427681","13214"
"Total with completed information","Unknown","2043","19"
