"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","151595","5874"
"Any Chronic Condition","Male","119711","6725"
"Any Chronic Condition","Total","271656","12605"
"Any Chronic Condition","Unknown","350","6"
"Any Disability","Female","11199","1531"
"Any Disability","Male","8917","1386"
"Any Disability","Total","20141","2917"
"Any Disability","Unknown","25","0"
"Cardiovascular Disease","Female","29097","2986"
"Cardiovascular Disease","Male","26630","3637"
"Cardiovascular Disease","Total","55772","6627"
"Cardiovascular Disease","Unknown","45","4"
"Chronic Liver Disease","Female","1716","159"
"Chronic Liver Disease","Male","1504","243"
"Chronic Liver Disease","Total","3222","402"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","40709","1665"
"Chronic Lung Disease","Male","26246","1686"
"Chronic Lung Disease","Total","67038","3353"
"Chronic Lung Disease","Unknown","83","2"
"Chronic Renal Disease","Female","6572","1296"
"Chronic Renal Disease","Male","6366","1613"
"Chronic Renal Disease","Total","12949","2912"
"Chronic Renal Disease","Unknown","11","3"
"Currently Pregnant","Female","7578","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7581","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","34923","2430"
"Diabetes Mellitus","Male","29826","2949"
"Diabetes Mellitus","Total","64815","5383"
"Diabetes Mellitus","Unknown","66","4"
"Hypertension/High blood pressure","Female","29744","1529"
"Hypertension/High blood pressure","Male","23268","1669"
"Hypertension/High blood pressure","Total","53100","3199"
"Hypertension/High blood pressure","Unknown","88","1"
"ICU","Female","6089","2551"
"ICU","Male","7666","3403"
"ICU","Total","13782","5959"
"ICU","Unknown","27","5"
"Immunocompromised Condition","Female","9509","573"
"Immunocompromised Condition","Male","5539","650"
"Immunocompromised Condition","Total","15059","1223"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","312136","1119"
"Missing/Unknown status on all conditions","Male","290839","1261"
"Missing/Unknown status on all conditions","Total","611416","2381"
"Missing/Unknown status on all conditions","Unknown","8441","1"
"None of the above conditions","Female","354272","9922"
"None of the above conditions","Male","283782","11396"
"None of the above conditions","Total","639422","21327"
"None of the above conditions","Unknown","1368","9"
"Obesity (BMI>40)","Female","10752","372"
"Obesity (BMI>40)","Male","5872","337"
"Obesity (BMI>40)","Total","16640","709"
"Obesity (BMI>40)","Unknown","16","0"
"Other Chronic Diseases","Female","37594","2418"
"Other Chronic Diseases","Male","24622","2440"
"Other Chronic Diseases","Total","62290","4858"
"Other Chronic Diseases","Unknown","74","0"
"Smoker","Female","36066","920"
"Smoker","Male","42829","1700"
"Smoker","Total","78976","2621"
"Smoker","Unknown","81","1"
"Total with completed information","Female","367733","10709"
"Total with completed information","Male","294680","12265"
"Total with completed information","Total","663822","22987"
"Total with completed information","Unknown","1409","13"
