"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","42823","2098"
"Any Chronic Condition","Male","34881","2290"
"Any Chronic Condition","Total","78127","4390"
"Any Chronic Condition","Unknown","423","2"
"Cardiovascular Disease","Female","13653","1356"
"Cardiovascular Disease","Male","11561","1508"
"Cardiovascular Disease","Total","25310","2864"
"Cardiovascular Disease","Unknown","96","0"
"Chronic Liver Disease","Female","532","56"
"Chronic Liver Disease","Male","477","79"
"Chronic Liver Disease","Total","1011","135"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","12274","639"
"Chronic Lung Disease","Male","7669","601"
"Chronic Lung Disease","Total","20082","1240"
"Chronic Lung Disease","Unknown","139","0"
"Chronic Renal Disease","Female","2596","520"
"Chronic Renal Disease","Male","2405","618"
"Chronic Renal Disease","Total","5021","1138"
"Chronic Renal Disease","Unknown","20","0"
"Currently Pregnant","Female","2256","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2268","4"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","12782","882"
"Diabetes Mellitus","Male","10594","1064"
"Diabetes Mellitus","Total","23487","1948"
"Diabetes Mellitus","Unknown","111","2"
"ICU","Female","2417","887"
"ICU","Male","3080","1194"
"ICU","Total","5523","2083"
"ICU","Unknown","26","2"
"Immunocompromised Condition","Female","4081","250"
"Immunocompromised Condition","Male","2526","302"
"Immunocompromised Condition","Total","6637","552"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","70411","594"
"Missing/Unknown status on all conditions","Male","65948","693"
"Missing/Unknown status on all conditions","Total","142586","1290"
"Missing/Unknown status on all conditions","Unknown","6227","3"
"Neurologic/Neurodevelopmental","Female","3229","619"
"Neurologic/Neurodevelopmental","Male","2201","539"
"Neurologic/Neurodevelopmental","Total","5461","1158"
"Neurologic/Neurodevelopmental","Unknown","31","0"
"None of the above conditions","Female","99719","2597"
"None of the above conditions","Male","80102","2707"
"None of the above conditions","Total","181164","5304"
"None of the above conditions","Unknown","1343","0"
"Other Chronic Diseases","Female","6832","662"
"Other Chronic Diseases","Male","4385","664"
"Other Chronic Diseases","Total","11266","1326"
"Other Chronic Diseases","Unknown","49","0"
"Smoker","Female","10819","274"
"Smoker","Male","13876","531"
"Smoker","Total","24820","805"
"Smoker","Unknown","125","0"
"Total with completed information","Female","104759","2998"
"Total with completed information","Male","84552","3164"
"Total with completed information","Total","190718","6164"
"Total with completed information","Unknown","1407","2"
