"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","48792","2317"
"Any Chronic Condition","Male","39959","2565"
"Any Chronic Condition","Total","89172","4885"
"Any Chronic Condition","Unknown","421","3"
"Cardiovascular Disease","Female","15502","1499"
"Cardiovascular Disease","Male","13200","1690"
"Cardiovascular Disease","Total","28801","3190"
"Cardiovascular Disease","Unknown","99","1"
"Chronic Liver Disease","Female","614","65"
"Chronic Liver Disease","Male","548","93"
"Chronic Liver Disease","Total","1167","158"
"Chronic Liver Disease","Unknown","5","0"
"Chronic Lung Disease","Female","13991","685"
"Chronic Lung Disease","Male","8838","670"
"Chronic Lung Disease","Total","22967","1356"
"Chronic Lung Disease","Unknown","138","1"
"Chronic Renal Disease","Female","2889","581"
"Chronic Renal Disease","Male","2658","686"
"Chronic Renal Disease","Total","5569","1267"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","2520","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2530","4"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","14363","976"
"Diabetes Mellitus","Male","12019","1197"
"Diabetes Mellitus","Total","26491","2176"
"Diabetes Mellitus","Unknown","109","3"
"ICU","Female","2665","995"
"ICU","Male","3403","1357"
"ICU","Total","6091","2355"
"ICU","Unknown","23","3"
"Immunocompromised Condition","Female","4651","283"
"Immunocompromised Condition","Male","2893","344"
"Immunocompromised Condition","Total","7570","627"
"Immunocompromised Condition","Unknown","26","0"
"Missing/Unknown status on all conditions","Female","75144","626"
"Missing/Unknown status on all conditions","Male","71126","721"
"Missing/Unknown status on all conditions","Total","151897","1351"
"Missing/Unknown status on all conditions","Unknown","5627","4"
"Neurologic/Neurodevelopmental","Female","3627","680"
"Neurologic/Neurodevelopmental","Male","2481","592"
"Neurologic/Neurodevelopmental","Total","6138","1272"
"Neurologic/Neurodevelopmental","Unknown","30","0"
"None of the above conditions","Female","115435","2889"
"None of the above conditions","Male","93201","3042"
"None of the above conditions","Total","209988","5931"
"None of the above conditions","Unknown","1352","0"
"Other Chronic Diseases","Female","7689","730"
"Other Chronic Diseases","Male","4915","726"
"Other Chronic Diseases","Total","12657","1457"
"Other Chronic Diseases","Unknown","53","1"
"Smoker","Female","12419","304"
"Smoker","Male","15993","614"
"Smoker","Total","28529","918"
"Smoker","Unknown","117","0"
"Total with completed information","Female","120673","3310"
"Total with completed information","Male","97844","3529"
"Total with completed information","Total","219928","6842"
"Total with completed information","Unknown","1411","3"
