"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","147159","5598"
"Any Chronic Condition","Male","116082","6430"
"Any Chronic Condition","Total","263605","12032"
"Any Chronic Condition","Unknown","364","4"
"Any Disability","Female","10811","1475"
"Any Disability","Male","8530","1344"
"Any Disability","Total","19363","2819"
"Any Disability","Unknown","22","0"
"Cardiovascular Disease","Female","28640","2885"
"Cardiovascular Disease","Male","26202","3515"
"Cardiovascular Disease","Total","54894","6402"
"Cardiovascular Disease","Unknown","52","2"
"Chronic Liver Disease","Female","1661","149"
"Chronic Liver Disease","Male","1446","224"
"Chronic Liver Disease","Total","3110","373"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","39433","1574"
"Chronic Lung Disease","Male","25373","1612"
"Chronic Lung Disease","Total","64890","3186"
"Chronic Lung Disease","Unknown","84","0"
"Chronic Renal Disease","Female","6422","1240"
"Chronic Renal Disease","Male","6231","1558"
"Chronic Renal Disease","Total","12663","2799"
"Chronic Renal Disease","Unknown","10","1"
"Currently Pregnant","Female","7287","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7290","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","34082","2318"
"Diabetes Mellitus","Male","29109","2831"
"Diabetes Mellitus","Total","63258","5152"
"Diabetes Mellitus","Unknown","67","3"
"Hypertension/High blood pressure","Female","28046","1356"
"Hypertension/High blood pressure","Male","21936","1497"
"Hypertension/High blood pressure","Total","50075","2854"
"Hypertension/High blood pressure","Unknown","93","1"
"ICU","Female","5822","2409"
"ICU","Male","7394","3236"
"ICU","Total","13240","5648"
"ICU","Unknown","24","3"
"Immunocompromised Condition","Female","9699","576"
"Immunocompromised Condition","Male","5672","664"
"Immunocompromised Condition","Total","15383","1240"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","313018","1111"
"Missing/Unknown status on all conditions","Male","290650","1276"
"Missing/Unknown status on all conditions","Total","612768","2389"
"Missing/Unknown status on all conditions","Unknown","9100","2"
"None of the above conditions","Female","342220","9344"
"None of the above conditions","Male","273440","10699"
"None of the above conditions","Total","617004","20048"
"None of the above conditions","Unknown","1344","5"
"Obesity (BMI>40)","Female","10050","311"
"Obesity (BMI>40)","Male","5457","291"
"Obesity (BMI>40)","Total","15527","602"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","37156","2326"
"Other Chronic Diseases","Male","24322","2368"
"Other Chronic Diseases","Total","61550","4694"
"Other Chronic Diseases","Unknown","72","0"
"Smoker","Female","34777","870"
"Smoker","Male","41412","1605"
"Smoker","Total","76274","2475"
"Smoker","Unknown","85","0"
"Total with completed information","Female","355641","10103"
"Total with completed information","Male","284454","11553"
"Total with completed information","Total","641493","21664"
"Total with completed information","Unknown","1398","8"
