"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","158306","6067"
"Any Chronic Condition","Male","124605","6968"
"Any Chronic Condition","Total","283167","13038"
"Any Chronic Condition","Unknown","256","3"
"Any Disability","Female","11705","1580"
"Any Disability","Male","9382","1429"
"Any Disability","Total","21106","3009"
"Any Disability","Unknown","19","0"
"Cardiovascular Disease","Female","29689","3062"
"Cardiovascular Disease","Male","27244","3739"
"Cardiovascular Disease","Total","56967","6803"
"Cardiovascular Disease","Unknown","34","2"
"Chronic Liver Disease","Female","1797","163"
"Chronic Liver Disease","Male","1572","257"
"Chronic Liver Disease","Total","3370","420"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","42719","1729"
"Chronic Lung Disease","Male","27487","1756"
"Chronic Lung Disease","Total","70271","3486"
"Chronic Lung Disease","Unknown","65","1"
"Chronic Renal Disease","Female","6769","1339"
"Chronic Renal Disease","Male","6565","1664"
"Chronic Renal Disease","Total","13340","3005"
"Chronic Renal Disease","Unknown","6","2"
"Currently Pregnant","Female","8329","22"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","8333","22"
"Currently Pregnant","Unknown","4","0"
"Diabetes Mellitus","Female","36061","2509"
"Diabetes Mellitus","Male","30777","3047"
"Diabetes Mellitus","Total","66894","5558"
"Diabetes Mellitus","Unknown","56","2"
"Hypertension/High blood pressure","Female","31971","1649"
"Hypertension/High blood pressure","Male","25065","1817"
"Hypertension/High blood pressure","Total","57094","3466"
"Hypertension/High blood pressure","Unknown","58","0"
"ICU","Female","6312","2671"
"ICU","Male","7967","3546"
"ICU","Total","14301","6220"
"ICU","Unknown","22","3"
"Immunocompromised Condition","Female","9310","551"
"Immunocompromised Condition","Male","5398","612"
"Immunocompromised Condition","Total","14715","1163"
"Immunocompromised Condition","Unknown","7","0"
"Missing/Unknown status on all conditions","Female","339299","1149"
"Missing/Unknown status on all conditions","Male","312210","1297"
"Missing/Unknown status on all conditions","Total","659087","2447"
"Missing/Unknown status on all conditions","Unknown","7578","1"
"None of the above conditions","Female","377195","10309"
"None of the above conditions","Male","300395","11862"
"None of the above conditions","Total","678688","22171"
"None of the above conditions","Unknown","1098","0"
"Obesity (BMI>40)","Female","11707","415"
"Obesity (BMI>40)","Male","6398","383"
"Obesity (BMI>40)","Total","18115","798"
"Obesity (BMI>40)","Unknown","10","0"
"Other Chronic Diseases","Female","38242","2483"
"Other Chronic Diseases","Male","25028","2519"
"Other Chronic Diseases","Total","63323","5002"
"Other Chronic Diseases","Unknown","53","0"
"Smoker","Female","37825","961"
"Smoker","Male","44665","1794"
"Smoker","Total","82541","2755"
"Smoker","Unknown","51","0"
"Total with completed information","Female","391038","11101"
"Total with completed information","Male","311282","12726"
"Total with completed information","Total","703443","23830"
"Total with completed information","Unknown","1123","3"
