"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","116921","4446"
"Any Chronic Condition","Male","93062","5124"
"Any Chronic Condition","Total","210532","9578"
"Any Chronic Condition","Unknown","549","8"
"Any Disability","Female","8450","1231"
"Any Disability","Male","6440","1116"
"Any Disability","Total","14928","2352"
"Any Disability","Unknown","38","5"
"Cardiovascular Disease","Female","25415","2488"
"Cardiovascular Disease","Male","23126","2986"
"Cardiovascular Disease","Total","48627","5477"
"Cardiovascular Disease","Unknown","86","3"
"Chronic Liver Disease","Female","1315","124"
"Chronic Liver Disease","Male","1150","179"
"Chronic Liver Disease","Total","2473","304"
"Chronic Liver Disease","Unknown","8","1"
"Chronic Lung Disease","Female","30730","1252"
"Chronic Lung Disease","Male","19581","1297"
"Chronic Lung Disease","Total","50445","2551"
"Chronic Lung Disease","Unknown","134","2"
"Chronic Renal Disease","Female","5293","1010"
"Chronic Renal Disease","Male","5216","1268"
"Chronic Renal Disease","Total","10532","2279"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4955","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4966","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","28259","1807"
"Diabetes Mellitus","Male","24489","2270"
"Diabetes Mellitus","Total","52861","4081"
"Diabetes Mellitus","Unknown","113","4"
"Hypertension/High blood pressure","Female","16634","649"
"Hypertension/High blood pressure","Male","13066","735"
"Hypertension/High blood pressure","Total","29798","1388"
"Hypertension/High blood pressure","Unknown","98","4"
"ICU","Female","4468","1816"
"ICU","Male","5730","2448"
"ICU","Total","10216","4268"
"ICU","Unknown","18","4"
"Immunocompromised Condition","Female","10475","567"
"Immunocompromised Condition","Male","6167","660"
"Immunocompromised Condition","Total","16674","1229"
"Immunocompromised Condition","Unknown","32","2"
"Missing/Unknown status on all conditions","Female","203889","848"
"Missing/Unknown status on all conditions","Male","187019","1037"
"Missing/Unknown status on all conditions","Total","399842","1893"
"Missing/Unknown status on all conditions","Unknown","8934","8"
"None of the above conditions","Female","256989","6728"
"None of the above conditions","Male","208357","7590"
"None of the above conditions","Total","467009","14329"
"None of the above conditions","Unknown","1663","11"
"Obesity (BMI>40)","Female","5791","138"
"Obesity (BMI>40)","Male","3128","131"
"Obesity (BMI>40)","Total","8938","270"
"Obesity (BMI>40)","Unknown","19","1"
"Other Chronic Diseases","Female","33773","2052"
"Other Chronic Diseases","Male","22282","2101"
"Other Chronic Diseases","Total","56206","4156"
"Other Chronic Diseases","Unknown","151","3"
"Smoker","Female","26609","646"
"Smoker","Male","32856","1262"
"Smoker","Total","59580","1908"
"Smoker","Unknown","115","0"
"Total with completed information","Female","267326","7426"
"Total with completed information","Male","217481","8369"
"Total with completed information","Total","486532","15808"
"Total with completed information","Unknown","1725","13"
