"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1067","US-13001","13","1","18561","97","30","5748.61","161.63","290.93","54"
"Atkinson","448","US-13003","13","3","8330","58","3","5378.15","36.01","144.06","12"
"Bacon","605","US-13005","13","5","11404","47","14","5305.16","122.76","131.53","15"
"Baker","84","US-13007","13","7","3116","20","4","2695.76","128.37","128.37","4"
"Baldwin","2149","US-13009","13","9","44428","167","58","4837.04","130.55","267.85","119"
"Banks","503","US-13011","13","11","19982","68","8","2517.27","40.04","135.12","27"
"Barrow","2286","US-13013","13","13","86383","247","48","2646.35","55.57","185.22","160"
"Bartow","3014","US-13015","13","15","110771","302","88","2720.93","79.44","163.4","181"
"Ben Hill","807","US-13017","13","17","16645","81","26","4848.3","156.2","408.53","68"
"Berrien","462","US-13019","13","19","19276","22","12","2396.76","62.25","103.76","20"
"Bibb","6150","US-13021","13","21","152150","858","177","4042.06","116.33","143.94","219"
"Bleckley","449","US-13023","13","23","12838","27","21","3497.43","163.58","179.16","23"
"Brantley","352","US-13025","13","25","19202","33","10","1833.14","52.08","46.87","9"
"Brooks","527","US-13027","13","27","15727","55","26","3350.93","165.32","89.02","14"
"Bryan","1179","US-13029","13","29","39137","81","11","3012.49","28.11","160.97","63"
"Bulloch","2929","US-13031","13","31","79467","132","28","3685.81","35.23","133.39","106"
"Burke","843","US-13033","13","33","22342","87","10","3773.16","44.76","326.74","73"
"Butts","687","US-13035","13","35","25174","54","43","2729.01","170.81","214.51","54"
"Calhoun","250","US-13037","13","37","6317","47","9","3957.57","142.47","269.12","17"
"Camden","1330","US-13039","13","39","53924","59","16","2466.43","29.67","153.92","83"
"Candler","475","US-13043","13","43","10837","32","21","4383.13","193.78","461.38","50"
"Carroll","2882","US-13045","13","45","120119","161","70","2399.29","58.28","153.18","184"
"Catoosa","1238","US-13047","13","47","68771","79","20","1800.18","29.08","180.31","124"
"Charlton","641","US-13049","13","49","13251","26","9","4837.37","67.92","196.21","26"
"Chatham","8672","US-13051","13","51","292176","782","169","2968.07","57.84","156.07","456"
"Chattahoochee","1683","US-13053","13","53","10749","13","1","15657.27","9.3","576.8","62"
"Chattooga","813","US-13055","13","55","24766","58","22","3282.73","88.83","331.1","82"
"Cherokee","6275","US-13057","13","57","266617","498","94","2353.56","35.26","160.53","428"
"Clarke","5202","US-13059","13","59","129779","233","45","4008.35","34.67","202.65","263"
"Clay","121","US-13061","13","61","2855","9","3","4238.18","105.08","35.03","1"
"Clayton","7200","US-13063","13","63","304838","648","163","2361.91","53.47","90.54","276"
"Clinch","390","US-13065","13","65","6656","28","9","5859.38","135.22","285.46","19"
"Cobb","20054","US-13067","13","67","790588","1817","431","2536.59","54.52","107.89","853"
"Coffee","2100","US-13069","13","69","43042","310","53","4878.96","123.14","267.18","115"
"Colquitt","1922","US-13071","13","71","45393","156","35","4234.13","77.1","143.19","65"
