"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","120977","4624"
"Any Chronic Condition","Male","96275","5321"
"Any Chronic Condition","Total","217713","9947"
"Any Chronic Condition","Unknown","461","2"
"Any Disability","Female","8824","1273"
"Any Disability","Male","6747","1153"
"Any Disability","Total","15601","2427"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","25781","2565"
"Cardiovascular Disease","Male","23487","3064"
"Cardiovascular Disease","Total","49337","5630"
"Cardiovascular Disease","Unknown","69","1"
"Chronic Liver Disease","Female","1366","129"
"Chronic Liver Disease","Male","1187","182"
"Chronic Liver Disease","Total","2559","311"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","31776","1300"
"Chronic Lung Disease","Male","20197","1341"
"Chronic Lung Disease","Total","52076","2641"
"Chronic Lung Disease","Unknown","103","0"
"Chronic Renal Disease","Female","5446","1062"
"Chronic Renal Disease","Male","5363","1315"
"Chronic Renal Disease","Total","10828","2377"
"Chronic Renal Disease","Unknown","19","0"
"Currently Pregnant","Female","5186","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5192","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29090","1894"
"Diabetes Mellitus","Male","25159","2373"
"Diabetes Mellitus","Total","54339","4268"
"Diabetes Mellitus","Unknown","90","1"
"Hypertension/High blood pressure","Female","18439","777"
"Hypertension/High blood pressure","Male","14546","861"
"Hypertension/High blood pressure","Total","33075","1638"
"Hypertension/High blood pressure","Unknown","90","0"
"ICU","Female","4661","1896"
"ICU","Male","5966","2557"
"ICU","Total","10642","4454"
"ICU","Unknown","15","1"
"Immunocompromised Condition","Female","10829","600"
"Immunocompromised Condition","Male","6339","691"
"Immunocompromised Condition","Total","17198","1291"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","201202","846"
"Missing/Unknown status on all conditions","Male","185180","1019"
"Missing/Unknown status on all conditions","Total","394203","1867"
"Missing/Unknown status on all conditions","Unknown","7821","2"
"None of the above conditions","Female","266322","6959"
"None of the above conditions","Male","216172","7847"
"None of the above conditions","Total","483921","14808"
"None of the above conditions","Unknown","1427","2"
"Obesity (BMI>40)","Female","6463","172"
"Obesity (BMI>40)","Male","3507","159"
"Obesity (BMI>40)","Total","9985","331"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34385","2098"
"Other Chronic Diseases","Male","22674","2152"
"Other Chronic Diseases","Total","57178","4250"
"Other Chronic Diseases","Unknown","119","0"
"Smoker","Female","27582","690"
"Smoker","Male","34053","1327"
"Smoker","Total","61738","2017"
"Smoker","Unknown","103","0"
"Total with completed information","Female","276460","7650"
"Total with completed information","Male","225105","8624"
"Total with completed information","Total","503037","16277"
"Total with completed information","Unknown","1472","3"
