"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","86457","3176"
"Any Chronic Condition","Male","68721","3631"
"Any Chronic Condition","Total","155751","6810"
"Any Chronic Condition","Unknown","573","3"
"Cardiovascular Disease","Female","22216","1937"
"Cardiovascular Disease","Male","19781","2237"
"Cardiovascular Disease","Total","42114","4174"
"Cardiovascular Disease","Unknown","117","0"
"Chronic Liver Disease","Female","980","86"
"Chronic Liver Disease","Male","873","132"
"Chronic Liver Disease","Total","1859","218"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","23450","917"
"Chronic Lung Disease","Male","14781","916"
"Chronic Lung Disease","Total","38368","1834"
"Chronic Lung Disease","Unknown","137","1"
"Chronic Renal Disease","Female","4251","753"
"Chronic Renal Disease","Male","4076","907"
"Chronic Renal Disease","Total","8353","1660"
"Chronic Renal Disease","Unknown","26","0"
"Currently Pregnant","Female","3819","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3830","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","22420","1320"
"Diabetes Mellitus","Male","19175","1624"
"Diabetes Mellitus","Total","41724","2945"
"Diabetes Mellitus","Unknown","129","1"
"ICU","Female","3561","1359"
"ICU","Male","4620","1829"
"ICU","Total","8199","3190"
"ICU","Unknown","18","2"
"Immunocompromised Condition","Female","8032","385"
"Immunocompromised Condition","Male","4790","463"
"Immunocompromised Condition","Total","12849","848"
"Immunocompromised Condition","Unknown","27","0"
"Missing/Unknown status on all conditions","Female","177627","743"
"Missing/Unknown status on all conditions","Male","160862","912"
"Missing/Unknown status on all conditions","Total","347861","1663"
"Missing/Unknown status on all conditions","Unknown","9372","8"
"Neurologic/Neurodevelopmental","Female","5962","888"
"Neurologic/Neurodevelopmental","Male","4285","792"
"Neurologic/Neurodevelopmental","Total","10289","1681"
"Neurologic/Neurodevelopmental","Unknown","42","1"
"None of the above conditions","Female","195032","4213"
"None of the above conditions","Male","156337","4637"
"None of the above conditions","Total","353069","8859"
"None of the above conditions","Unknown","1700","9"
"Other Chronic Diseases","Female","28944","1671"
"Other Chronic Diseases","Male","19381","1703"
"Other Chronic Diseases","Total","48522","3375"
"Other Chronic Diseases","Unknown","197","1"
"Smoker","Female","19989","444"
"Smoker","Male","24817","864"
"Smoker","Total","44934","1308"
"Smoker","Unknown","128","0"
"Total with completed information","Female","204344","4800"
"Total with completed information","Male","164542","5328"
"Total with completed information","Total","370671","10138"
"Total with completed information","Unknown","1785","10"
