"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","118428","4479"
"Any Chronic Condition","Male","94175","5176"
"Any Chronic Condition","Total","213150","9656"
"Any Chronic Condition","Unknown","547","1"
"Any Disability","Female","8575","1244"
"Any Disability","Male","6544","1127"
"Any Disability","Total","15153","2371"
"Any Disability","Unknown","34","0"
"Cardiovascular Disease","Female","25559","2505"
"Cardiovascular Disease","Male","23254","3006"
"Cardiovascular Disease","Total","48896","5511"
"Cardiovascular Disease","Unknown","83","0"
"Chronic Liver Disease","Female","1332","125"
"Chronic Liver Disease","Male","1162","180"
"Chronic Liver Disease","Total","2501","305"
"Chronic Liver Disease","Unknown","7","0"
"Chronic Lung Disease","Female","31130","1264"
"Chronic Lung Disease","Male","19795","1307"
"Chronic Lung Disease","Total","51055","2571"
"Chronic Lung Disease","Unknown","130","0"
"Chronic Renal Disease","Female","5348","1018"
"Chronic Renal Disease","Male","5265","1280"
"Chronic Renal Disease","Total","10635","2298"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","5036","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5046","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","28552","1818"
"Diabetes Mellitus","Male","24723","2301"
"Diabetes Mellitus","Total","53387","4120"
"Diabetes Mellitus","Unknown","112","1"
"Hypertension/High blood pressure","Female","17227","671"
"Hypertension/High blood pressure","Male","13521","759"
"Hypertension/High blood pressure","Total","30846","1430"
"Hypertension/High blood pressure","Unknown","98","0"
"ICU","Female","4527","1833"
"ICU","Male","5791","2479"
"ICU","Total","10333","4313"
"ICU","Unknown","15","1"
"Immunocompromised Condition","Female","10603","573"
"Immunocompromised Condition","Male","6223","667"
"Immunocompromised Condition","Total","16857","1240"
"Immunocompromised Condition","Unknown","31","0"
"Missing/Unknown status on all conditions","Female","203148","846"
"Missing/Unknown status on all conditions","Male","186667","1044"
"Missing/Unknown status on all conditions","Total","398580","1892"
"Missing/Unknown status on all conditions","Unknown","8765","2"
"None of the above conditions","Female","260377","6803"
"None of the above conditions","Male","210962","7659"
"None of the above conditions","Total","472990","14462"
"None of the above conditions","Unknown","1651","0"
"Obesity (BMI>40)","Female","5998","143"
"Obesity (BMI>40)","Male","3267","139"
"Obesity (BMI>40)","Total","9284","282"
"Obesity (BMI>40)","Unknown","19","0"
"Other Chronic Diseases","Female","34029","2067"
"Other Chronic Diseases","Male","22423","2116"
"Other Chronic Diseases","Total","56603","4183"
"Other Chronic Diseases","Unknown","151","0"
"Smoker","Female","26983","656"
"Smoker","Male","33274","1273"
"Smoker","Total","60376","1929"
"Smoker","Unknown","119","0"
"Total with completed information","Female","270718","7491"
"Total with completed information","Male","220065","8441"
"Total with completed information","Total","492493","15933"
"Total with completed information","Unknown","1710","1"
