"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","161637","6094"
"Any Chronic Condition","Male","126285","6992"
"Any Chronic Condition","Total","288194","13089"
"Any Chronic Condition","Unknown","272","3"
"Any Disability","Female","11857","1589"
"Any Disability","Male","9494","1435"
"Any Disability","Total","21370","3024"
"Any Disability","Unknown","19","0"
"Cardiovascular Disease","Female","29975","3075"
"Cardiovascular Disease","Male","27455","3748"
"Cardiovascular Disease","Total","57465","6825"
"Cardiovascular Disease","Unknown","35","2"
"Chronic Liver Disease","Female","1828","163"
"Chronic Liver Disease","Male","1584","257"
"Chronic Liver Disease","Total","3413","420"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","43616","1738"
"Chronic Lung Disease","Male","27931","1765"
"Chronic Lung Disease","Total","71618","3504"
"Chronic Lung Disease","Unknown","71","1"
"Chronic Renal Disease","Female","6843","1346"
"Chronic Renal Disease","Male","6618","1669"
"Chronic Renal Disease","Total","13467","3017"
"Chronic Renal Disease","Unknown","6","2"
"Currently Pregnant","Female","9090","22"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","9094","22"
"Currently Pregnant","Unknown","4","0"
"Diabetes Mellitus","Female","36542","2522"
"Diabetes Mellitus","Male","31068","3056"
"Diabetes Mellitus","Total","67669","5580"
"Diabetes Mellitus","Unknown","59","2"
"Hypertension/High blood pressure","Female","32692","1664"
"Hypertension/High blood pressure","Male","25529","1830"
"Hypertension/High blood pressure","Total","58284","3494"
"Hypertension/High blood pressure","Unknown","63","0"
"ICU","Female","6354","2685"
"ICU","Male","8027","3566"
"ICU","Total","14405","6254"
"ICU","Unknown","24","3"
"Immunocompromised Condition","Female","9358","550"
"Immunocompromised Condition","Male","5422","612"
"Immunocompromised Condition","Total","14789","1162"
"Immunocompromised Condition","Unknown","9","0"
"Missing/Unknown status on all conditions","Female","389777","1174"
"Missing/Unknown status on all conditions","Male","349506","1327"
"Missing/Unknown status on all conditions","Total","747529","2503"
"Missing/Unknown status on all conditions","Unknown","8246","2"
"None of the above conditions","Female","391988","10363"
"None of the above conditions","Male","309320","11924"
"None of the above conditions","Total","702523","22287"
"None of the above conditions","Unknown","1215","0"
"Obesity (BMI>40)","Female","12035","423"
"Obesity (BMI>40)","Male","6523","388"
"Obesity (BMI>40)","Total","18569","811"
"Obesity (BMI>40)","Unknown","11","0"
"Other Chronic Diseases","Female","38576","2492"
"Other Chronic Diseases","Male","25152","2528"
"Other Chronic Diseases","Total","63781","5020"
"Other Chronic Diseases","Unknown","53","0"
"Smoker","Female","38490","968"
"Smoker","Male","45305","1802"
"Smoker","Total","83851","2770"
"Smoker","Unknown","56","0"
"Total with completed information","Female","406699","11161"
"Total with completed information","Male","320411","12793"
"Total with completed information","Total","728354","23957"
"Total with completed information","Unknown","1244","3"
