"","province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"1","黑龙江省","city","七台河","17","7","0","0","10",NA
"2","海南省","city","万宁","13","4","0","0","9",NA
"3","重庆市","city","万州区","118","48","0","4","66",NA
"4","重庆市","city","万盛经开区","1","1","0","0","0",NA
"5","海南省","city","三亚","54","21","0","1","32",NA
"6","福建省","city","三明","14","9","0","0","5",NA
"7","河南省","city","三门峡","7","1","0","0","6",NA
"8","江西省","city","上饶","123","35","0","0","88",NA
"9","天津市","city","东丽区","4","0","0","0","4",NA
"10","北京市","city","东城区","12","11","0","0","1",NA
"11","海南省","city","东方","3","1","0","0","2",NA
"12","广东省","city","东莞","94","62","0","1","31",NA
"13","重庆市","city","两江新区","17","7","0","0","10",NA
"14","浙江省","city","丽水","17","3","0","0","14",NA
"15","云南省","city","丽江","7","0","0","0","7",NA
"16","宁夏回族自治区","city","中卫","3","0","0","0","3",NA
"17","广东省","city","中山","66","17","0","0","49",NA
"18","北京市","city","丰台区","41","38","0","0","3",NA
"19","重庆市","city","丰都县","10","6","0","0","4",NA
"20","甘肃省","city","临夏","3","0","0","0","3",NA
"21","山西省","city","临汾","2","1","0","0","1",NA
"22","山东省","city","临沂","49","5","0","0","44",NA
"23","云南省","city","临沧","1","0","0","0","1",NA
"24","海南省","city","临高","6","2","0","0","4",NA
"25","辽宁省","city","丹东","7","1","0","0","6",NA
"26","内蒙古自治区","city","乌兰察布","3","2","0","0","1",NA
"27","内蒙古自治区","city","乌海市","2","2","0","0","0",NA
"28","新疆维吾尔自治区","city","乌鲁木齐","23","10","0","0","13",NA
"29","海南省","city","乐东","2","0","0","0","2",NA
"30","四川省","city","乐山","3","1","0","0","2",NA
"31","江西省","city","九江","118","67","0","0","51",NA
"32","重庆市","city","九龙坡区","20","8","0","1","11",NA
"33","重庆市","city","云阳县","25","4","0","0","21",NA
"34","安徽省","city","亳州","108","28","0","0","80",NA
"35","湖北省","city","仙桃","571","304","0","19","248",NA
"36","黑龙江省","city","伊春","1","1","0","0","0",NA
"37","新疆维吾尔自治区","city","伊犁州","18","12","0","0","6",NA
"38","广东省","city","佛山","84","48","0","0","36",NA
"39","黑龙江省","city","佳木斯","15","0","0","0","15",NA
"40","海南省","city","保亭","3","2","0","0","1",NA
"41","河北省","city","保定","32","3","0","0","29",NA
"42","云南省","city","保山","9","4","0","0","5",NA
"43","河南省","city","信阳","274","101","0","2","171",NA
"44","海南省","city","儋州","15","2","0","1","12",NA
"45","吉林省","city","公主岭","6","3","0","0","3",NA
"46","安徽省","city","六安","69","25","0","0","44",NA
"47","贵州省","city","六盘水","10","2","0","1","7",NA
"48","甘肃省","city","兰州","36","3","0","2","31",NA
"49","内蒙古自治区","city","兴安盟","1","1","0","0","0",NA
"50","新疆维吾尔自治区","city","兵团第七师","1","0","0","0","1",NA
"51","新疆维吾尔自治区","city","兵团第九师","4","3","0","1","0",NA
"52","新疆维吾尔自治区","city","兵团第八师石河子市","4","2","0","1","1",NA
"53","新疆维吾尔自治区","city","兵团第六师五家渠市","2","2","0","0","0",NA
"54","新疆维吾尔自治区","city","兵团第十二师","3","3","0","0","0",NA
"55","新疆维吾尔自治区","city","兵团第四师","10","10","0","0","0",NA
"56","四川省","city","内江","22","11","0","0","11",NA
"57","四川省","city","凉山州","13","5","0","0","8",NA
"58","内蒙古自治区","city","包头","11","7","0","0","4",NA
"59","广西壮族自治区","city","北海","44","29","0","1","14",NA
"60","天津市","city","北辰区","6","3","0","0","3",NA
"61","湖北省","city","十堰","667","398","0","2","267",NA
"62","江苏省","city","南京","93","41","0","0","52",NA
"63","四川省","city","南充","39","17","0","0","22",NA
"64","广西壮族自治区","city","南宁","55","26","0","0","29",NA
"65","重庆市","city","南岸区","15","10","0","0","5",NA
"66","福建省","city","南平","20","10","0","0","10",NA
"67","天津市","city","南开区","6","4","0","0","2",NA
"68","江西省","city","南昌","229","51","0","0","178",NA
"69","江苏省","city","南通","40","8","0","0","32",NA
"70","河南省","city","南阳","155","39","0","2","114",NA
"71","福建省","city","厦门","35","16","0","0","19",NA
"72","黑龙江省","city","双鸭山","52","29","0","3","20",NA
"73","浙江省","city","台州","146","48","0","0","98",NA
"74","重庆市","city","合川区","23","10","0","0","13",NA
"75","安徽省","city","合肥","174","70","0","1","103",NA
"76","江西省","city","吉安","22","11","0","0","11",NA
"77","吉林省","city","吉林市","5","0","0","0","5",NA
"78","新疆维吾尔自治区","city","吐鲁番市","3","2","0","0","1",NA
"79","山西省","city","吕梁","6","0","0","0","6",NA
"80","宁夏回族自治区","city","吴忠","28","9","0","0","19",NA
"81","河南省","city","周口","76","27","0","0","49",NA
"82","内蒙古自治区","city","呼伦贝尔","7","3","0","0","4",NA
"83","内蒙古自治区","city","呼和浩特","7","5","0","0","2",NA
"84","天津市","city","和平区","6","1","0","0","5",NA
"85","湖北省","city","咸宁","836","427","0","11","398",NA
"86","陕西省","city","咸阳","17","3","0","0","14",NA
"87","黑龙江省","city","哈尔滨","198","118","0","3","77",NA
"88","河北省","city","唐山","58","37","0","1","20",NA
"89","河南省","city","商丘","91","19","0","3","69",NA
"90","陕西省","city","商洛","7","2","0","0","5",NA
"91","浙江省","city","嘉兴","45","20","0","0","25",NA
"92","上海市","city","嘉定区","9","3","0","0","6",NA
"93","吉林省","city","四平市","15","5","0","1","9",NA
"94","宁夏回族自治区","city","固原","5","2","0","0","3",NA
"95","重庆市","city","垫江县","20","10","0","0","10",NA
"96","重庆市","city","城口县","2","0","0","0","2",NA
"97","北京市","city","外地来京人员","26","24","0","0","2",NA
"98","上海市","city","外地来沪人员","111","29","0","1","81",NA
"99","天津市","city","外地来津人员","6","1","0","0","5",NA
"100","北京市","city","大兴区","39","37","0","0","2",NA
"101","黑龙江省","city","大兴安岭","2","0","0","0","2",NA
"102","山西省","city","大同","12","4","0","0","8",NA
"103","黑龙江省","city","大庆","26","16","0","1","9",NA
"104","重庆市","city","大渡口区","7","1","0","0","6",NA
"105","云南省","city","大理州","13","2","0","0","11",NA
"106","重庆市","city","大足区","14","5","0","0","9",NA
"107","辽宁省","city","大连","19","10","0","0","9",NA
"108","甘肃省","city","天水","12","0","0","0","12",NA
"109","湖北省","city","天门","494","249","0","13","232",NA
"110","山西省","city","太原","20","8","0","0","12",NA
"111","重庆市","city","奉节县","22","11","0","0","11",NA
"112","上海市","city","奉贤区","9","4","0","0","5",NA
"113","山东省","city","威海","38","16","0","0","22",NA
"114","湖北省","city","孝感","3443","2263","0","102","1078",NA
"115","宁夏回族自治区","city","宁东","1","0","0","0","1",NA
"116","福建省","city","宁德","26","6","0","0","20",NA
"117","天津市","city","宁河区","4","3","0","0","1",NA
"118","浙江省","city","宁波","157","47","0","0","110",NA
"119","安徽省","city","安庆","83","18","0","0","65",NA
"120","陕西省","city","安康","26","9","0","0","17",NA
"121","河南省","city","安阳","53","16","0","0","37",NA
"122","贵州省","city","安顺","4","3","0","0","1",NA
"123","海南省","city","定安","3","0","0","1","2",NA
"124","甘肃省","city","定西","9","1","0","0","8",NA
