"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","114500","4355"
"Any Chronic Condition","Male","91076","5028"
"Any Chronic Condition","Total","206129","9390"
"Any Chronic Condition","Unknown","553","7"
"Any Disability","Female","8247","1208"
"Any Disability","Male","6241","1099"
"Any Disability","Total","14527","2312"
"Any Disability","Unknown","39","5"
"Cardiovascular Disease","Female","25162","2442"
"Cardiovascular Disease","Male","22856","2936"
"Cardiovascular Disease","Total","48102","5381"
"Cardiovascular Disease","Unknown","84","3"
"Chronic Liver Disease","Female","1295","121"
"Chronic Liver Disease","Male","1129","176"
"Chronic Liver Disease","Total","2432","298"
"Chronic Liver Disease","Unknown","8","1"
"Chronic Lung Disease","Female","30107","1225"
"Chronic Lung Disease","Male","19158","1272"
"Chronic Lung Disease","Total","49394","2498"
"Chronic Lung Disease","Unknown","129","1"
"Chronic Renal Disease","Female","5209","991"
"Chronic Renal Disease","Male","5122","1240"
"Chronic Renal Disease","Total","10354","2232"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4843","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4853","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","27806","1783"
"Diabetes Mellitus","Male","24053","2226"
"Diabetes Mellitus","Total","51974","4012"
"Diabetes Mellitus","Unknown","115","3"
"Hypertension/High blood pressure","Female","15681","607"
"Hypertension/High blood pressure","Male","12294","694"
"Hypertension/High blood pressure","Total","28073","1304"
"Hypertension/High blood pressure","Unknown","98","3"
"ICU","Female","4367","1782"
"ICU","Male","5616","2413"
"ICU","Total","10001","4199"
"ICU","Unknown","18","4"
"Immunocompromised Condition","Female","10262","552"
"Immunocompromised Condition","Male","6037","642"
"Immunocompromised Condition","Total","16331","1196"
"Immunocompromised Condition","Unknown","32","2"
"Missing/Unknown status on all conditions","Female","203608","845"
"Missing/Unknown status on all conditions","Male","186523","1030"
"Missing/Unknown status on all conditions","Total","399233","1884"
"Missing/Unknown status on all conditions","Unknown","9102","9"
"None of the above conditions","Female","251417","6569"
"None of the above conditions","Male","203692","7452"
"None of the above conditions","Total","456770","14031"
"None of the above conditions","Unknown","1661","10"
"Obesity (BMI>40)","Female","5433","131"
"Obesity (BMI>40)","Male","2952","124"
"Obesity (BMI>40)","Total","8403","255"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","33418","2019"
"Other Chronic Diseases","Male","22051","2072"
"Other Chronic Diseases","Total","55622","4094"
"Other Chronic Diseases","Unknown","153","3"
"Smoker","Female","26000","626"
"Smoker","Male","32147","1231"
"Smoker","Total","58263","1857"
"Smoker","Unknown","116","0"
"Total with completed information","Female","261749","7266"
"Total with completed information","Male","212785","8225"
"Total with completed information","Total","476260","15503"
"Total with completed information","Unknown","1726","12"
