"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","46319","2232"
"Any Chronic Condition","Male","37846","2456"
"Any Chronic Condition","Total","84583","4690"
"Any Chronic Condition","Unknown","418","2"
"Cardiovascular Disease","Female","14747","1444"
"Cardiovascular Disease","Male","12532","1621"
"Cardiovascular Disease","Total","27374","3065"
"Cardiovascular Disease","Unknown","95","0"
"Chronic Liver Disease","Female","586","62"
"Chronic Liver Disease","Male","521","87"
"Chronic Liver Disease","Total","1110","149"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","13281","667"
"Chronic Lung Disease","Male","8354","644"
"Chronic Lung Disease","Total","21774","1311"
"Chronic Lung Disease","Unknown","139","0"
"Chronic Renal Disease","Female","2771","562"
"Chronic Renal Disease","Male","2555","660"
"Chronic Renal Disease","Total","5347","1222"
"Chronic Renal Disease","Unknown","21","0"
"Currently Pregnant","Female","2426","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2437","4"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","13678","946"
"Diabetes Mellitus","Male","11447","1147"
"Diabetes Mellitus","Total","25232","2095"
"Diabetes Mellitus","Unknown","107","2"
"ICU","Female","2581","956"
"ICU","Male","3284","1288"
"ICU","Total","5888","2246"
"ICU","Unknown","23","2"
"Immunocompromised Condition","Female","4393","274"
"Immunocompromised Condition","Male","2732","325"
"Immunocompromised Condition","Total","7154","599"
"Immunocompromised Condition","Unknown","29","0"
"Missing/Unknown status on all conditions","Female","72618","602"
"Missing/Unknown status on all conditions","Male","68786","703"
"Missing/Unknown status on all conditions","Total","147037","1309"
"Missing/Unknown status on all conditions","Unknown","5633","4"
"Neurologic/Neurodevelopmental","Female","3461","654"
"Neurologic/Neurodevelopmental","Male","2359","571"
"Neurologic/Neurodevelopmental","Total","5850","1225"
"Neurologic/Neurodevelopmental","Unknown","30","0"
"None of the above conditions","Female","109110","2771"
"None of the above conditions","Male","87858","2913"
"None of the above conditions","Total","198325","5684"
"None of the above conditions","Unknown","1357","0"
"Other Chronic Diseases","Female","7327","702"
"Other Chronic Diseases","Male","4702","696"
"Other Chronic Diseases","Total","12077","1398"
"Other Chronic Diseases","Unknown","48","0"
"Smoker","Female","11775","293"
"Smoker","Male","15111","581"
"Smoker","Total","27004","874"
"Smoker","Unknown","118","0"
"Total with completed information","Female","114201","3181"
"Total with completed information","Male","92369","3384"
"Total with completed information","Total","207988","6567"
"Total with completed information","Unknown","1418","2"
