"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",480,0,0,0,20,"2020-04FEB"
"18","China","Beijing Municipality",228,0,0,1,23,"2020-04FEB"
"38","China","Chongqing Municipality",344,0,0,2,9,"2020-04FEB"
"78","China","Fujian Province",194,0,0,0,3,"2020-04FEB"
"87","China","Gansu province",57,0,0,0,4,"2020-04FEB"
"102","China","Guangdong Province",813,0,0,0,30,"2020-04FEB"
"126","China","Guangxi Zhuang Autonomous Region",139,0,0,0,10,"2020-04FEB"
"141","China","Guizhou Province",58,0,0,0,2,"2020-04FEB"
"150","China","Hainan Province",80,0,0,1,5,"2020-04FEB"
"169","China","Hebei Province",126,0,0,1,4,"2020-04FEB"
"180","China","Heilongjiang Province",155,0,0,2,4,"2020-04FEB"
"193","China","Henan Province",675,0,2,2,27,"2020-04FEB"
"213","China","Hong Kong Special Administrative Region",17,0,0,1,0,"2020-04FEB"
"214","China","Hubei Province",13522,0,0,414,397,"2020-04FEB"
"232","China","Hunan Province",593,0,0,0,31,"2020-04FEB"
"246","China","Inner Mongolia Autonomous Region",35,0,0,0,1,"2020-04FEB"
"259","China","Jiangsu Province",308,0,0,0,12,"2020-04FEB"
"272","China","Jiangxi Province",476,0,0,0,20,"2020-04FEB"
"284","China","Jilin Province",42,0,0,0,1,"2020-04FEB"
"295","China","Liaoning Province",81,0,0,0,2,"2020-04FEB"
"309","China","Macao Special Administrative Region",10,0,0,0,0,"2020-04FEB"
"310","China","Ningxia Hui Autonomous Region",34,0,0,0,1,"2020-04FEB"
"317","China","Qinghai Province",15,0,0,0,0,"2020-04FEB"
"325","China","Shaanxi Province",142,0,0,0,2,"2020-04FEB"
"337","China","Shandong Province",275,0,0,0,11,"2020-04FEB"
"354","China","Shanghai Municipality",219,0,0,1,12,"2020-04FEB"
"373","China","Shanxi Province",74,0,0,0,4,"2020-04FEB"
"384","China","Sichuan Province",282,0,0,1,14,"2020-04FEB"
"405","China","Taiwan Province",11,0,0,0,0,"2020-04FEB"
"406","China","Tianjin Municipality",67,0,0,0,2,"2020-04FEB"
"423","China","Tibet Autonomous Region",1,0,0,0,0,"2020-04FEB"
"430","China","Xinjiang Uygur Autonomous Region",29,0,0,0,0,"2020-04FEB"
"453","China","Yunnan Province",119,0,0,0,5,"2020-04FEB"
"469","China","Zhejiang Province",829,0,0,0,62,"2020-04FEB"
