"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,1,0,6,984,"2020-10APR"
"18","China","Beijing Municipality",588,111,164,8,469,"2020-10APR"
"38","China","Chongqing Municipality",579,3,1,6,570,"2020-10APR"
"78","China","Fujian Province",351,39,3,1,311,"2020-10APR"
"87","China","Gansu province",139,2,0,2,135,"2020-10APR"
"102","China","Guangdong Province",1544,102,11,8,1434,"2020-10APR"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-10APR"
"141","China","Guizhou Province",147,1,0,2,144,"2020-10APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-10APR"
"169","China","Hebei Province",327,8,0,6,313,"2020-10APR"
"180","China","Heilongjiang Province",638,155,28,13,470,"2020-10APR"
"193","China","Henan Province",1276,2,0,22,1252,"2020-10APR"
"213","China","Hong Kong Special Administrative Region",989,676,39,4,309,"2020-10APR"
"214","China","Hubei Province",67803,351,0,3216,64236,"2020-10APR"
"232","China","Hunan Province",1019,1,0,4,1014,"2020-10APR"
"246","China","Inner Mongolia Autonomous Region",128,48,0,1,79,"2020-10APR"
"259","China","Jiangsu Province",651,17,3,0,634,"2020-10APR"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-10APR"
"284","China","Jilin Province",98,2,2,1,95,"2020-10APR"
"295","China","Liaoning Province",144,10,0,2,132,"2020-10APR"
"309","China","Macao Special Administrative Region",45,35,9,0,10,"2020-10APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-10APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-10APR"
"325","China","Shaanxi Province",256,7,1,3,246,"2020-10APR"
"337","China","Shandong Province",783,20,14,7,756,"2020-10APR"
"354","China","Shanghai Municipality",555,113,19,7,435,"2020-10APR"
"373","China","Shanxi Province",168,34,5,0,134,"2020-10APR"
"384","China","Sichuan Province",560,11,13,3,546,"2020-10APR"
"405","China","Taiwan Province",382,285,12,6,91,"2020-10APR"
"406","China","Tianjin Municipality",183,22,0,3,158,"2020-10APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-10APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-10APR"
"453","China","Yunnan Province",184,9,0,2,173,"2020-10APR"
"469","China","Zhejiang Province",1267,31,3,1,1235,"2020-10APR"
