"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-06-17"
"China","Beijing Municipality",731,138,164,9,584,"2020-06-17"
"China","Chongqing Municipality",582,3,1,6,573,"2020-06-17"
"China","Fujian Province",362,5,3,1,356,"2020-06-17"
"China","Gansu province",150,11,0,2,137,"2020-06-17"
"China","Guangdong Province",1628,27,11,8,1593,"2020-06-17"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-06-17"
"China","Guizhou Province",147,0,0,2,145,"2020-06-17"
"China","Hainan Province",171,2,0,6,163,"2020-06-17"
"China","Hebei Province",336,8,0,6,322,"2020-06-17"
"China","Heilongjiang Province",947,0,394,13,934,"2020-06-17"
"China","Henan Province",1276,0,0,22,1254,"2020-06-17"
"China","Hong Kong Special Administrative Region",1121,46,63,4,1071,"2020-06-17"
"China","Hubei Province",68135,0,0,4512,63623,"2020-06-17"
"China","Hunan Province",1019,0,0,4,1015,"2020-06-17"
"China","Inner Mongolia Autonomous Region",238,3,34,1,234,"2020-06-17"
"China","Jiangsu Province",653,0,3,0,653,"2020-06-17"
"China","Jiangxi Province",932,0,0,1,931,"2020-06-17"
"China","Jilin Province",155,0,19,2,153,"2020-06-17"
"China","Liaoning Province",152,3,0,2,147,"2020-06-17"
"China","Macao Special Administrative Region",45,0,9,0,45,"2020-06-17"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-06-17"
"China","Qinghai Province",18,0,0,0,18,"2020-06-17"
"China","Shaanxi Province",314,5,1,3,306,"2020-06-17"
"China","Shandong Province",792,2,14,7,783,"2020-06-17"
"China","Shanghai Municipality",695,20,300,7,668,"2020-06-17"
"China","Shanxi Province",198,0,64,0,198,"2020-06-17"
"China","Sichuan Province",589,21,13,3,565,"2020-06-17"
"China","Taiwan Province",445,4,348,7,434,"2020-06-17"
"China","Tianjin Municipality",197,5,48,3,189,"2020-06-17"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-06-17"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-06-17"
"China","Yunnan Province",185,0,0,2,183,"2020-06-17"
"China","Zhejiang Province",1269,1,3,1,1267,"2020-06-17"
