"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",830,0,0,3,88,"2020-10FEB"
"18","China","Beijing Municipality",337,0,0,2,44,"2020-10FEB"
"38","China","Chongqing Municipality",473,0,0,2,66,"2020-10FEB"
"78","China","Fujian Province",261,0,0,0,39,"2020-10FEB"
"87","China","Gansu province",83,0,0,2,17,"2020-10FEB"
"102","China","Guangdong Province",1159,0,0,1,167,"2020-10FEB"
"126","China","Guangxi Zhuang Autonomous Region",210,0,0,1,24,"2020-10FEB"
"141","China","Guizhou Province",109,0,0,1,10,"2020-10FEB"
"150","China","Hainan Province",138,0,0,3,19,"2020-10FEB"
"169","China","Hebei Province",218,0,0,2,41,"2020-10FEB"
"180","China","Heilongjiang Province",331,0,0,7,30,"2020-10FEB"
"193","China","Henan Province",1073,0,0,6,191,"2020-10FEB"
"213","China","Hong Kong Special Administrative Region",38,0,0,1,0,"2020-10FEB"
"214","China","Hubei Province",29631,0,0,871,1854,"2020-10FEB"
"232","China","Hunan Province",879,0,0,1,208,"2020-10FEB"
"246","China","Inner Mongolia Autonomous Region",58,0,0,0,5,"2020-10FEB"
"259","China","Jiangsu Province",492,0,0,0,81,"2020-10FEB"
"272","China","Jiangxi Province",771,0,0,1,105,"2020-10FEB"
"284","China","Jilin Province",80,0,0,1,13,"2020-10FEB"
"295","China","Liaoning Province",108,0,0,0,13,"2020-10FEB"
"309","China","Macao Special Administrative Region",10,0,0,0,1,"2020-10FEB"
"310","China","Ningxia Hui Autonomous Region",49,0,0,0,13,"2020-10FEB"
"317","China","Qinghai Province",18,0,0,0,3,"2020-10FEB"
"325","China","Shaanxi Province",213,0,0,0,30,"2020-10FEB"
"337","China","Shandong Province",466,0,0,1,66,"2020-10FEB"
"354","China","Shanghai Municipality",299,0,0,1,48,"2020-10FEB"
"373","China","Shanxi Province",119,0,0,0,25,"2020-10FEB"
"384","China","Sichuan Province",405,0,0,1,80,"2020-10FEB"
"405","China","Taiwan Province",18,0,0,0,1,"2020-10FEB"
"406","China","Tianjin Municipality",95,0,0,1,8,"2020-10FEB"
"423","China","Tibet Autonomous Region",1,0,0,0,0,"2020-10FEB"
"430","China","Xinjiang Uygur Autonomous Region",49,0,0,0,0,"2020-10FEB"
"453","China","Yunnan Province",149,0,0,0,19,"2020-10FEB"
"469","China","Zhejiang Province",1092,0,0,0,242,"2020-10FEB"
