"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",987,557,0,6,424,"2020-19FEB"
"18","China","Beijing Municipality",393,244,0,4,145,"2020-19FEB"
"38","China","Chongqing Municipality",560,281,0,5,274,"2020-19FEB"
"78","China","Fujian Province",293,180,0,1,112,"2020-19FEB"
"87","China","Gansu province",91,24,0,2,65,"2020-19FEB"
"102","China","Guangdong Province",1331,720,0,5,606,"2020-19FEB"
"126","China","Guangxi Zhuang Autonomous Region",245,156,0,2,87,"2020-19FEB"
"141","China","Guizhou Province",146,74,0,2,70,"2020-19FEB"
"150","China","Hainan Province",168,80,0,4,84,"2020-19FEB"
"169","China","Hebei Province",307,150,0,5,152,"2020-19FEB"
"180","China","Heilongjiang Province",476,341,0,12,123,"2020-19FEB"
"193","China","Henan Province",1265,632,0,19,614,"2020-19FEB"
"213","China","Hong Kong Special Administrative Region",63,56,0,2,5,"2020-19FEB"
"214","China","Hubei Province",62031,49665,0,2029,10337,"2020-19FEB"
"232","China","Hunan Province",1008,443,0,4,561,"2020-19FEB"
"246","China","Inner Mongolia Autonomous Region",75,64,0,0,11,"2020-19FEB"
"259","China","Jiangsu Province",631,313,0,0,318,"2020-19FEB"
"272","China","Jiangxi Province",934,571,0,1,362,"2020-19FEB"
"284","China","Jilin Province",91,50,0,1,40,"2020-19FEB"
"295","China","Liaoning Province",121,65,0,1,55,"2020-19FEB"
"309","China","Macao Special Administrative Region",10,5,0,0,5,"2020-19FEB"
"310","China","Ningxia Hui Autonomous Region",71,29,0,0,42,"2020-19FEB"
"317","China","Qinghai Province",18,2,0,0,16,"2020-19FEB"
"325","China","Shaanxi Province",242,140,0,0,102,"2020-19FEB"
"337","China","Shandong Province",546,304,0,4,238,"2020-19FEB"
"354","China","Shanghai Municipality",333,145,0,2,186,"2020-19FEB"
"373","China","Shanxi Province",131,63,0,0,68,"2020-19FEB"
"384","China","Sichuan Province",520,319,0,3,198,"2020-19FEB"
"405","China","Taiwan Province",23,20,0,1,2,"2020-19FEB"
"406","China","Tianjin Municipality",130,73,0,3,54,"2020-19FEB"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-19FEB"
"430","China","Xinjiang Uygur Autonomous Region",76,55,0,1,20,"2020-19FEB"
"453","China","Yunnan Province",172,111,0,1,60,"2020-19FEB"
"469","China","Zhejiang Province",1174,570,0,0,604,"2020-19FEB"
