"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","62662","2595"
"Any Chronic Condition","Male","51189","2887"
"Any Chronic Condition","Total","114223","5483"
"Any Chronic Condition","Unknown","372","1"
"Cardiovascular Disease","Female","19317","1677"
"Cardiovascular Disease","Male","16851","1884"
"Cardiovascular Disease","Total","36250","3561"
"Cardiovascular Disease","Unknown","82","0"
"Chronic Liver Disease","Female","756","70"
"Chronic Liver Disease","Male","687","112"
"Chronic Liver Disease","Total","1446","182"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","18375","761"
"Chronic Lung Disease","Male","11638","760"
"Chronic Lung Disease","Total","30124","1521"
"Chronic Lung Disease","Unknown","111","0"
"Chronic Renal Disease","Female","3491","645"
"Chronic Renal Disease","Male","3271","754"
"Chronic Renal Disease","Total","6782","1399"
"Chronic Renal Disease","Unknown","20","0"
"Currently Pregnant","Female","3120","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3127","5"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","17956","1101"
"Diabetes Mellitus","Male","15256","1334"
"Diabetes Mellitus","Total","33310","2436"
"Diabetes Mellitus","Unknown","98","1"
"ICU","Female","3081","1125"
"ICU","Male","3955","1525"
"ICU","Total","7050","2650"
"ICU","Unknown","14","0"
"Immunocompromised Condition","Female","6225","317"
"Immunocompromised Condition","Male","3778","372"
"Immunocompromised Condition","Total","10023","689"
"Immunocompromised Condition","Unknown","20","0"
"Missing/Unknown status on all conditions","Female","109791","675"
"Missing/Unknown status on all conditions","Male","102200","788"
"Missing/Unknown status on all conditions","Total","218161","1466"
"Missing/Unknown status on all conditions","Unknown","6170","3"
"Neurologic/Neurodevelopmental","Female","4445","772"
"Neurologic/Neurodevelopmental","Male","3051","656"
"Neurologic/Neurodevelopmental","Total","7523","1428"
"Neurologic/Neurodevelopmental","Unknown","27","0"
"None of the above conditions","Female","153783","3371"
"None of the above conditions","Male","124119","3606"
"None of the above conditions","Total","279200","6977"
"None of the above conditions","Unknown","1298","0"
"Other Chronic Diseases","Female","9554","811"
"Other Chronic Diseases","Male","6076","793"
"Other Chronic Diseases","Total","15685","1604"
"Other Chronic Diseases","Unknown","55","0"
"Smoker","Female","15851","361"
"Smoker","Male","20122","696"
"Smoker","Total","36069","1057"
"Smoker","Unknown","96","0"
"Total with completed information","Female","160215","3832"
"Total with completed information","Male","129880","4138"
"Total with completed information","Total","291427","7971"
"Total with completed information","Unknown","1332","1"
