"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","107644","4033"
"Any Chronic Condition","Male","85675","4723"
"Any Chronic Condition","Total","194023","8759"
"Any Chronic Condition","Unknown","704","3"
"Any Disability","Female","7632","1106"
"Any Disability","Male","5720","1024"
"Any Disability","Total","13404","2132"
"Any Disability","Unknown","52","2"
"Cardiovascular Disease","Female","24427","2292"
"Cardiovascular Disease","Male","22146","2784"
"Cardiovascular Disease","Total","46699","5077"
"Cardiovascular Disease","Unknown","126","1"
"Chronic Liver Disease","Female","1216","112"
"Chronic Liver Disease","Male","1068","162"
"Chronic Liver Disease","Total","2292","274"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","28307","1129"
"Chronic Lung Disease","Male","18041","1186"
"Chronic Lung Disease","Total","46510","2315"
"Chronic Lung Disease","Unknown","162","0"
"Chronic Renal Disease","Female","4979","924"
"Chronic Renal Disease","Male","4891","1158"
"Chronic Renal Disease","Total","9899","2083"
"Chronic Renal Disease","Unknown","29","1"
"Currently Pregnant","Female","4537","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4549","6"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","26447","1659"
"Diabetes Mellitus","Male","22953","2090"
"Diabetes Mellitus","Total","49546","3750"
"Diabetes Mellitus","Unknown","146","1"
"Hypertension/High blood pressure","Female","12865","452"
"Hypertension/High blood pressure","Male","10192","551"
"Hypertension/High blood pressure","Total","23152","1004"
"Hypertension/High blood pressure","Unknown","95","1"
"ICU","Female","4120","1670"
"ICU","Male","5345","2292"
"ICU","Total","9484","3965"
"ICU","Unknown","19","3"
"Immunocompromised Condition","Female","9655","511"
"Immunocompromised Condition","Male","5727","608"
"Immunocompromised Condition","Total","15416","1119"
"Immunocompromised Condition","Unknown","34","0"
"Missing/Unknown status on all conditions","Female","201588","834"
"Missing/Unknown status on all conditions","Male","184187","1026"
"Missing/Unknown status on all conditions","Total","395721","1867"
"Missing/Unknown status on all conditions","Unknown","9946","7"
"None of the above conditions","Female","235846","6000"
"None of the above conditions","Male","190615","6844"
"None of the above conditions","Total","428445","12847"
"None of the above conditions","Unknown","1984","3"
"Obesity (BMI>40)","Female","4297","94"
"Obesity (BMI>40)","Male","2392","97"
"Obesity (BMI>40)","Total","6709","191"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","32449","1932"
"Other Chronic Diseases","Male","21515","2008"
"Other Chronic Diseases","Total","54176","3941"
"Other Chronic Diseases","Unknown","212","1"
"Smoker","Female","24319","574"
"Smoker","Male","30135","1140"
"Smoker","Total","54618","1714"
"Smoker","Unknown","164","0"
"Total with completed information","Female","246147","6682"
"Total with completed information","Male","199726","7617"
"Total with completed information","Total","447954","14304"
"Total with completed information","Unknown","2081","5"
