"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","133076","4946"
"Any Chronic Condition","Male","105597","5663"
"Any Chronic Condition","Total","239161","10611"
"Any Chronic Condition","Unknown","488","2"
"Any Disability","Female","9806","1365"
"Any Disability","Male","7543","1224"
"Any Disability","Total","17381","2590"
"Any Disability","Unknown","32","1"
"Cardiovascular Disease","Female","27132","2684"
"Cardiovascular Disease","Male","24734","3239"
"Cardiovascular Disease","Total","51938","5923"
"Cardiovascular Disease","Unknown","72","0"
"Chronic Liver Disease","Female","1509","135"
"Chronic Liver Disease","Male","1307","205"
"Chronic Liver Disease","Total","2822","340"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","35140","1381"
"Chronic Lung Disease","Male","22468","1439"
"Chronic Lung Disease","Total","57716","2820"
"Chronic Lung Disease","Unknown","108","0"
"Chronic Renal Disease","Female","5893","1129"
"Chronic Renal Disease","Male","5762","1412"
"Chronic Renal Disease","Total","11671","2541"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","6038","7"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6043","7"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","31493","2039"
"Diabetes Mellitus","Male","27090","2514"
"Diabetes Mellitus","Total","58680","4554"
"Diabetes Mellitus","Unknown","97","1"
"Hypertension/High blood pressure","Female","23335","1020"
"Hypertension/High blood pressure","Male","18384","1083"
"Hypertension/High blood pressure","Total","41824","2103"
"Hypertension/High blood pressure","Unknown","105","0"
"ICU","Female","5164","2055"
"ICU","Male","6590","2750"
"ICU","Total","11766","4806"
"ICU","Unknown","12","1"
"Immunocompromised Condition","Female","10053","588"
"Immunocompromised Condition","Male","5869","672"
"Immunocompromised Condition","Total","15945","1260"
"Immunocompromised Condition","Unknown","23","0"
"Missing/Unknown status on all conditions","Female","235383","883"
"Missing/Unknown status on all conditions","Male","216610","1047"
"Missing/Unknown status on all conditions","Total","459711","1934"
"Missing/Unknown status on all conditions","Unknown","7718","4"
"None of the above conditions","Female","297182","7399"
"None of the above conditions","Male","240202","8365"
"None of the above conditions","Total","538883","15766"
"None of the above conditions","Unknown","1499","2"
"Obesity (BMI>40)","Female","8171","226"
"Obesity (BMI>40)","Male","4448","198"
"Obesity (BMI>40)","Total","12639","424"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","35794","2202"
"Other Chronic Diseases","Male","23517","2250"
"Other Chronic Diseases","Total","59429","4452"
"Other Chronic Diseases","Unknown","118","0"
"Smoker","Female","30874","754"
"Smoker","Male","37632","1443"
"Smoker","Total","68610","2197"
"Smoker","Unknown","104","0"
"Total with completed information","Female","308473","8094"
"Total with completed information","Male","249845","9148"
"Total with completed information","Total","559874","17245"
"Total with completed information","Unknown","1556","3"
