"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","181468","6546"
"Any Chronic Condition","Male","139513","7617"
"Any Chronic Condition","Total","321394","14166"
"Any Chronic Condition","Unknown","413","3"
"Any Disability","Female","13288","1678"
"Any Disability","Male","10846","1588"
"Any Disability","Total","24169","3266"
"Any Disability","Unknown","35","0"
"Cardiovascular Disease","Female","32312","3275"
"Cardiovascular Disease","Male","29555","4031"
"Cardiovascular Disease","Total","61917","7308"
"Cardiovascular Disease","Unknown","50","2"
"Chronic Liver Disease","Female","2083","184"
"Chronic Liver Disease","Male","1771","285"
"Chronic Liver Disease","Total","3856","469"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","49360","1900"
"Chronic Lung Disease","Male","31485","1927"
"Chronic Lung Disease","Total","80965","3827"
"Chronic Lung Disease","Unknown","120","0"
"Chronic Renal Disease","Female","7527","1442"
"Chronic Renal Disease","Male","7336","1838"
"Chronic Renal Disease","Total","14874","3282"
"Chronic Renal Disease","Unknown","11","2"
"Currently Pregnant","Female","11592","27"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11600","27"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","40151","2695"
"Diabetes Mellitus","Male","33901","3311"
"Diabetes Mellitus","Total","74136","6008"
"Diabetes Mellitus","Unknown","84","2"
"Hypertension/High blood pressure","Female","39100","1946"
"Hypertension/High blood pressure","Male","30499","2174"
"Hypertension/High blood pressure","Total","69701","4120"
"Hypertension/High blood pressure","Unknown","102","0"
"ICU","Female","6905","2894"
"ICU","Male","8741","3883"
"ICU","Total","15677","6779"
"ICU","Unknown","31","2"
"Immunocompromised Condition","Female","9128","544"
"Immunocompromised Condition","Male","5284","605"
"Immunocompromised Condition","Total","14422","1149"
"Immunocompromised Condition","Unknown","10","0"
"Missing/Unknown status on all conditions","Female","556606","1339"
"Missing/Unknown status on all conditions","Male","491666","1534"
"Missing/Unknown status on all conditions","Total","1061764","2875"
"Missing/Unknown status on all conditions","Unknown","13492","2"
"None of the above conditions","Female","466977","12082"
"None of the above conditions","Male","362717","14078"
"None of the above conditions","Total","831572","26166"
"None of the above conditions","Unknown","1878","6"
"Obesity (BMI>40)","Female","14333","480"
"Obesity (BMI>40)","Male","7629","454"
"Obesity (BMI>40)","Total","21987","934"
"Obesity (BMI>40)","Unknown","25","0"
"Other Chronic Diseases","Female","40677","2635"
"Other Chronic Diseases","Male","26412","2716"
"Other Chronic Diseases","Total","67156","5351"
"Other Chronic Diseases","Unknown","67","0"
"Smoker","Female","43019","1051"
"Smoker","Male","49755","1983"
"Smoker","Total","92862","3034"
"Smoker","Unknown","88","0"
"Total with completed information","Female","484656","12910"
"Total with completed information","Male","374990","14982"
"Total with completed information","Total","861571","27900"
"Total with completed information","Unknown","1925","8"
