"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","90810","3364"
"Any Chronic Condition","Male","72220","3862"
"Any Chronic Condition","Total","163639","7232"
"Any Chronic Condition","Unknown","609","6"
"Cardiovascular Disease","Female","22858","2015"
"Cardiovascular Disease","Male","20451","2372"
"Cardiovascular Disease","Total","43434","4389"
"Cardiovascular Disease","Unknown","125","2"
"Chronic Liver Disease","Female","1053","94"
"Chronic Liver Disease","Male","917","133"
"Chronic Liver Disease","Total","1978","227"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","24778","970"
"Chronic Lung Disease","Male","15679","980"
"Chronic Lung Disease","Total","40607","1952"
"Chronic Lung Disease","Unknown","150","2"
"Chronic Renal Disease","Female","4443","786"
"Chronic Renal Disease","Male","4293","961"
"Chronic Renal Disease","Total","8766","1748"
"Chronic Renal Disease","Unknown","30","1"
"Currently Pregnant","Female","4005","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4014","6"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","23569","1398"
"Diabetes Mellitus","Male","20156","1726"
"Diabetes Mellitus","Total","43863","3128"
"Diabetes Mellitus","Unknown","138","4"
"ICU","Female","3690","1434"
"ICU","Male","4762","1918"
"ICU","Total","8471","3354"
"ICU","Unknown","19","2"
"Immunocompromised Condition","Female","8462","405"
"Immunocompromised Condition","Male","5030","488"
"Immunocompromised Condition","Total","13523","893"
"Immunocompromised Condition","Unknown","31","0"
"Missing/Unknown status on all conditions","Female","187862","783"
"Missing/Unknown status on all conditions","Male","170411","960"
"Missing/Unknown status on all conditions","Total","367858","1751"
"Missing/Unknown status on all conditions","Unknown","9585","8"
"Neurologic/Neurodevelopmental","Female","6396","934"
"Neurologic/Neurodevelopmental","Male","4642","854"
"Neurologic/Neurodevelopmental","Total","11084","1789"
"Neurologic/Neurodevelopmental","Unknown","46","1"
"None of the above conditions","Female","205892","4653"
"None of the above conditions","Male","165302","5150"
"None of the above conditions","Total","372981","9820"
"None of the above conditions","Unknown","1787","17"
"Other Chronic Diseases","Female","29904","1724"
"Other Chronic Diseases","Male","19913","1768"
"Other Chronic Diseases","Total","50019","3493"
"Other Chronic Diseases","Unknown","202","1"
"Smoker","Female","21118","479"
"Smoker","Male","26183","928"
"Smoker","Total","47439","1407"
"Smoker","Unknown","138","0"
"Total with completed information","Female","215597","5260"
"Total with completed information","Male","173890","5876"
"Total with completed information","Total","391370","11156"
"Total with completed information","Unknown","1883","20"
