"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","124609","4798"
"Any Chronic Condition","Male","99128","5493"
"Any Chronic Condition","Total","224195","10293"
"Any Chronic Condition","Unknown","458","2"
"Any Disability","Female","9230","1332"
"Any Disability","Male","7065","1184"
"Any Disability","Total","16323","2517"
"Any Disability","Unknown","28","1"
"Cardiovascular Disease","Female","26218","2637"
"Cardiovascular Disease","Male","23860","3154"
"Cardiovascular Disease","Total","50147","5791"
"Cardiovascular Disease","Unknown","69","0"
"Chronic Liver Disease","Female","1410","135"
"Chronic Liver Disease","Male","1223","196"
"Chronic Liver Disease","Total","2639","331"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32703","1342"
"Chronic Lung Disease","Male","20798","1390"
"Chronic Lung Disease","Total","53598","2732"
"Chronic Lung Disease","Unknown","97","0"
"Chronic Renal Disease","Female","5592","1103"
"Chronic Renal Disease","Male","5511","1366"
"Chronic Renal Disease","Total","11121","2469"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","5377","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5383","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29913","1974"
"Diabetes Mellitus","Male","25831","2451"
"Diabetes Mellitus","Total","55834","4426"
"Diabetes Mellitus","Unknown","90","1"
"Hypertension/High blood pressure","Female","20269","934"
"Hypertension/High blood pressure","Male","15990","993"
"Hypertension/High blood pressure","Total","36349","1927"
"Hypertension/High blood pressure","Unknown","90","0"
"ICU","Female","4871","1983"
"ICU","Male","6222","2664"
"ICU","Total","11106","4648"
"ICU","Unknown","13","1"
"Immunocompromised Condition","Female","10745","608"
"Immunocompromised Condition","Male","6260","701"
"Immunocompromised Condition","Total","17031","1309"
"Immunocompromised Condition","Unknown","26","0"
"Missing/Unknown status on all conditions","Female","197907","841"
"Missing/Unknown status on all conditions","Male","182718","1012"
"Missing/Unknown status on all conditions","Total","387678","1854"
"Missing/Unknown status on all conditions","Unknown","7053","1"
"None of the above conditions","Female","274704","7167"
"None of the above conditions","Male","223497","8067"
"None of the above conditions","Total","499623","15235"
"None of the above conditions","Unknown","1422","1"
"Obesity (BMI>40)","Female","7082","203"
"Obesity (BMI>40)","Male","3855","182"
"Obesity (BMI>40)","Total","10951","385"
"Obesity (BMI>40)","Unknown","14","0"
"Other Chronic Diseases","Female","34924","2154"
"Other Chronic Diseases","Male","23015","2203"
"Other Chronic Diseases","Total","58059","4357"
"Other Chronic Diseases","Unknown","120","0"
"Smoker","Female","28501","735"
"Smoker","Male","35138","1387"
"Smoker","Total","63741","2122"
"Smoker","Unknown","102","0"
"Total with completed information","Female","284733","7852"
"Total with completed information","Male","232258","8836"
"Total with completed information","Total","518458","16690"
"Total with completed information","Unknown","1467","2"
