"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","206492","6878"
"Any Chronic Condition","Male","154611","7994"
"Any Chronic Condition","Total","361438","14874"
"Any Chronic Condition","Unknown","335","2"
"Any Disability","Female","14867","1735"
"Any Disability","Male","12310","1648"
"Any Disability","Total","27206","3383"
"Any Disability","Unknown","29","0"
"Cardiovascular Disease","Female","34645","3385"
"Cardiovascular Disease","Male","31866","4165"
"Cardiovascular Disease","Total","66549","7551"
"Cardiovascular Disease","Unknown","38","1"
"Chronic Liver Disease","Female","2339","202"
"Chronic Liver Disease","Male","1951","307"
"Chronic Liver Disease","Total","4291","509"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","55614","1987"
"Chronic Lung Disease","Male","34910","2012"
"Chronic Lung Disease","Total","90611","3999"
"Chronic Lung Disease","Unknown","87","0"
"Chronic Renal Disease","Female","8197","1509"
"Chronic Renal Disease","Male","7937","1924"
"Chronic Renal Disease","Total","16140","3434"
"Chronic Renal Disease","Unknown","6","1"
"Currently Pregnant","Female","16544","29"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","16553","29"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","44367","2809"
"Diabetes Mellitus","Male","37134","3444"
"Diabetes Mellitus","Total","81568","6255"
"Diabetes Mellitus","Unknown","67","2"
"Hypertension/High blood pressure","Female","48012","2151"
"Hypertension/High blood pressure","Male","36714","2395"
"Hypertension/High blood pressure","Total","84808","4546"
"Hypertension/High blood pressure","Unknown","82","0"
"ICU","Female","7351","3054"
"ICU","Male","9266","4082"
"ICU","Total","16649","7138"
"ICU","Unknown","32","2"
"Immunocompromised Condition","Female","8611","521"
"Immunocompromised Condition","Male","5025","585"
"Immunocompromised Condition","Total","13640","1106"
"Immunocompromised Condition","Unknown","4","0"
"Missing/Unknown status on all conditions","Female","629912","1378"
"Missing/Unknown status on all conditions","Male","557658","1583"
"Missing/Unknown status on all conditions","Total","1200081","2963"
"Missing/Unknown status on all conditions","Unknown","12511","2"
"None of the above conditions","Female","537420","12943"
"None of the above conditions","Male","409907","15089"
"None of the above conditions","Total","949029","28033"
"None of the above conditions","Unknown","1702","1"
"Obesity (BMI>40)","Female","17205","519"
"Obesity (BMI>40)","Male","8922","482"
"Obesity (BMI>40)","Total","26152","1001"
"Obesity (BMI>40)","Unknown","25","0"
"Other Chronic Diseases","Female","42780","2740"
"Other Chronic Diseases","Male","27622","2855"
"Other Chronic Diseases","Total","70459","5595"
"Other Chronic Diseases","Unknown","57","0"
"Smoker","Female","47815","1134"
"Smoker","Male","54586","2096"
"Smoker","Total","102475","3230"
"Smoker","Unknown","74","0"
"Total with completed information","Female","558256","13776"
"Total with completed information","Male","422568","15993"
"Total with completed information","Total","982562","29772"
"Total with completed information","Unknown","1738","3"
