"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","157628","6061"
"Any Chronic Condition","Male","124273","6960"
"Any Chronic Condition","Total","282151","13024"
"Any Chronic Condition","Unknown","250","3"
"Any Disability","Female","11685","1579"
"Any Disability","Male","9367","1429"
"Any Disability","Total","21071","3008"
"Any Disability","Unknown","19","0"
"Cardiovascular Disease","Female","29629","3060"
"Cardiovascular Disease","Male","27207","3737"
"Cardiovascular Disease","Total","56869","6799"
"Cardiovascular Disease","Unknown","33","2"
"Chronic Liver Disease","Female","1793","163"
"Chronic Liver Disease","Male","1569","257"
"Chronic Liver Disease","Total","3363","420"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","42514","1728"
"Chronic Lung Disease","Male","27364","1756"
"Chronic Lung Disease","Total","69939","3485"
"Chronic Lung Disease","Unknown","61","1"
"Chronic Renal Disease","Female","6752","1338"
"Chronic Renal Disease","Male","6554","1660"
"Chronic Renal Disease","Total","13312","3000"
"Chronic Renal Disease","Unknown","6","2"
"Currently Pregnant","Female","8137","22"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","8141","22"
"Currently Pregnant","Unknown","4","0"
"Diabetes Mellitus","Female","35970","2505"
"Diabetes Mellitus","Male","30720","3045"
"Diabetes Mellitus","Total","66745","5552"
"Diabetes Mellitus","Unknown","55","2"
"Hypertension/High blood pressure","Female","31841","1644"
"Hypertension/High blood pressure","Male","24973","1813"
"Hypertension/High blood pressure","Total","56872","3457"
"Hypertension/High blood pressure","Unknown","58","0"
"ICU","Female","6306","2666"
"ICU","Male","7955","3545"
"ICU","Total","14283","6214"
"ICU","Unknown","22","3"
"Immunocompromised Condition","Female","9292","551"
"Immunocompromised Condition","Male","5387","612"
"Immunocompromised Condition","Total","14686","1163"
"Immunocompromised Condition","Unknown","7","0"
"Missing/Unknown status on all conditions","Female","324803","1148"
"Missing/Unknown status on all conditions","Male","301938","1294"
"Missing/Unknown status on all conditions","Total","634149","2443"
"Missing/Unknown status on all conditions","Unknown","7408","1"
"None of the above conditions","Female","373452","10277"
"None of the above conditions","Male","298328","11835"
"None of the above conditions","Total","672844","22112"
"None of the above conditions","Unknown","1064","0"
"Obesity (BMI>40)","Female","11663","414"
"Obesity (BMI>40)","Male","6377","382"
"Obesity (BMI>40)","Total","18051","796"
"Obesity (BMI>40)","Unknown","11","0"
"Other Chronic Diseases","Female","38193","2482"
"Other Chronic Diseases","Male","25004","2516"
"Other Chronic Diseases","Total","63249","4998"
"Other Chronic Diseases","Unknown","52","0"
"Smoker","Female","37707","961"
"Smoker","Male","44566","1793"
"Smoker","Total","82323","2754"
"Smoker","Unknown","50","0"
"Total with completed information","Female","387098","11070"
"Total with completed information","Male","309203","12698"
"Total with completed information","Total","697390","23771"
"Total with completed information","Unknown","1089","3"
