"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","93994","3516"
"Any Chronic Condition","Male","74943","4068"
"Any Chronic Condition","Total","169572","7587"
"Any Chronic Condition","Unknown","635","3"
"Cardiovascular Disease","Female","23328","2085"
"Cardiovascular Disease","Male","20944","2482"
"Cardiovascular Disease","Total","44397","4569"
"Cardiovascular Disease","Unknown","125","2"
"Chronic Liver Disease","Female","1104","100"
"Chronic Liver Disease","Male","949","139"
"Chronic Liver Disease","Total","2062","239"
"Chronic Liver Disease","Unknown","9","0"
"Chronic Lung Disease","Female","25738","1013"
"Chronic Lung Disease","Male","16339","1027"
"Chronic Lung Disease","Total","42232","2041"
"Chronic Lung Disease","Unknown","155","1"
"Chronic Renal Disease","Female","4595","813"
"Chronic Renal Disease","Male","4462","1014"
"Chronic Renal Disease","Total","9087","1828"
"Chronic Renal Disease","Unknown","30","1"
"Currently Pregnant","Female","4149","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4158","6"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","24378","1459"
"Diabetes Mellitus","Male","20926","1824"
"Diabetes Mellitus","Total","45447","3285"
"Diabetes Mellitus","Unknown","143","2"
"ICU","Female","3795","1496"
"ICU","Male","4927","2022"
"ICU","Total","8741","3520"
"ICU","Unknown","19","2"
"Immunocompromised Condition","Female","8784","429"
"Immunocompromised Condition","Male","5223","516"
"Immunocompromised Condition","Total","14044","945"
"Immunocompromised Condition","Unknown","37","0"
"Missing/Unknown status on all conditions","Female","193667","816"
"Missing/Unknown status on all conditions","Male","175873","998"
"Missing/Unknown status on all conditions","Total","379093","1825"
"Missing/Unknown status on all conditions","Unknown","9553","11"
"Neurologic/Neurodevelopmental","Female","6741","970"
"Neurologic/Neurodevelopmental","Male","4963","888"
"Neurologic/Neurodevelopmental","Total","11755","1859"
"Neurologic/Neurodevelopmental","Unknown","51","1"
"None of the above conditions","Female","214306","5009"
"None of the above conditions","Male","172266","5643"
"None of the above conditions","Total","388431","10663"
"None of the above conditions","Unknown","1859","11"
"Other Chronic Diseases","Female","30661","1773"
"Other Chronic Diseases","Male","20394","1825"
"Other Chronic Diseases","Total","51265","3598"
"Other Chronic Diseases","Unknown","210","0"
"Smoker","Female","21983","498"
"Smoker","Male","27281","980"
"Smoker","Total","49414","1478"
"Smoker","Unknown","150","0"
"Total with completed information","Female","224213","5640"
"Total with completed information","Male","181012","6378"
"Total with completed information","Total","407184","12031"
"Total with completed information","Unknown","1959","13"
